Mun_Code;Municipality;Comarca;Province;CCAA;Population_2024;Area_km2;Distance_km;Distance_class;Growth_2018_2021_pct;Growth_2021_2024_pct
25240;Vallfogona de Balaguer;NOGUERA;Lleida;Cataluña/Catalunya;2000.0;27.15;24.97;<=30 km;1.49;4.6
46138;Guadasséquies;VALLES DE ALBAIDA;València/Valencia;Comunitat Valenciana;468.0;3.26;24.97;<=30 km;3.38;1.96
03125;Senija;MARQUESADO;Alacant/Alicante;Comunitat Valenciana;696.0;4.79;25.0;<=30 km;4.13;15.04
17018;Bellcaire d'Empordà;BAIX EMPORDA;Girona;Cataluña/Catalunya;737.0;12.71;25.03;<=30 km;4.17;5.44
37118;Éjeme;ALBA DE TORMES;Salamanca;Castilla y León;144.0;17.47;25.07;<=30 km;2.38;11.63
17175;Sant Miquel de Fluvià;ALT EMPORDA;Girona;Cataluña/Catalunya;839.0;3.57;25.16;<=30 km;1.21;11.13
18185;Ventas de Huelma;ALHAMA;Granada;Andalucía;674.0;42.41;25.18;<=30 km;9.18;1.2
46160;Manuel;LA COSTERA DE JATIVA;València/Valencia;Comunitat Valenciana;2524.0;6.05;25.2;<=30 km;0.53;2.94
43059;Figuerola del Camp;ALT CAMP;Tarragona;Cataluña/Catalunya;345.0;22.5;25.21;<=30 km;6.67;2.68
31092;Erro;PIRINEOS;Navarra;Comunidad Foral de Navarra;811.0;143.69;25.23;<=30 km;0.13;2.66
47043;Castromonte;CENTRO;Valladolid;Castilla y León;326.0;87.0;25.32;<=30 km;1.62;3.82
17133;Les Planes d'Hostoles;GARROTXA;Girona;Cataluña/Catalunya;1746.0;37.65;25.33;<=30 km;3.07;2.05
39047;Noja;COSTERA;Cantabria;Cantabria;2700.0;9.06;25.34;<=30 km;4.37;1.89
28034;Canencia;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;469.0;54.19;25.44;<=30 km;8.98;1.74
19298;Valdearenas;ALCARRIA ALTA;Guadalajara;Castilla-La Mancha;91.0;15.43;25.45;<=30 km;3.8;10.98
45068;Garciotum;TORRIJOS;Toledo;Castilla-La Mancha;215.0;22.72;25.47;<=30 km;10.16;4.37
14047;Obejo;LA SIERRA;Córdoba;Andalucía;2085.0;214.61;25.47;<=30 km;1.76;2.96
08028;Cabrera d'Anoia;ANOIA;Barcelona;Cataluña/Catalunya;1709.0;17.14;25.48;<=30 km;10.54;12.36
28042;Colmenar del Arroyo;SUR OCCIDENTAL;Madrid;Comunidad de Madrid;2015.0;49.32;25.52;<=30 km;11.28;7.47
46197;Polinyà de Xúquer;RIBERAS DEL JUCAR;València/Valencia;Comunitat Valenciana;2551.0;9.18;25.55;<=30 km;1.46;2.24
03026;Beniarbeig;MARQUESADO;Alacant/Alicante;Comunitat Valenciana;2384.0;7.41;25.61;<=30 km;12.3;7.05
08017;Balenyà;OSONA;Barcelona;Cataluña/Catalunya;4036.0;17.31;25.62;<=30 km;3.09;3.49
46222;Sant Joanet;RIBERAS DEL JUCAR;València/Valencia;Comunitat Valenciana;526.0;1.86;25.62;<=30 km;6.79;1.35
03097;Orba;MARQUESADO;Alacant/Alicante;Comunitat Valenciana;2387.0;17.74;25.63;<=30 km;5.78;6.9
05230;Santo Tomé de Zabarcos;AREVALO-MADRIGAL;Ávila;Castilla y León;71.0;8.41;25.68;<=30 km;6.15;2.9
38034;San Juan de la Rambla;NORTE DE TENERIFE;Santa Cruz de Tenerife;Canarias;4904.0;20.6;25.76;<=30 km;1.15;1.03
02052;Motilleja;MANCHUELA;Albacete;Castilla-La Mancha;668.0;23.81;25.79;<=30 km;10.4;10.41
17083;Hostalric;SELVA;Girona;Cataluña/Catalunya;4446.0;3.46;25.82;<=30 km;4.66;2.63
48041;Gautegiz Arteaga;GUERNIKA-BERMEO;Bizkaia;País Vasco/Euskadi;878.0;13.53;25.84;<=30 km;1.67;2.81
15027;Coirós;SEPTENTRIONAL;A Coruña;Galicia;1931.0;33.72;25.84;<=30 km;2.69;3.1
22218;Senés de Alcubierre;HOYA DE HUESCA;Huesca;Aragón;52.0;20.53;25.85;<=30 km;9.76;15.56
01017;Campezo/Kanpezu;MONTAÑA ALAVESA;Araba/Álava;País Vasco/Euskadi;1085.0;85.3;25.9;<=30 km;3.94;0.37
08286;La Torre de Claramunt;ANOIA;Barcelona;Cataluña/Catalunya;4122.0;14.99;25.94;<=30 km;3.66;7.01
20905;Orendain;TOLOSA;Gipuzkoa;País Vasco/Euskadi;245.0;6.33;25.96;<=30 km;5.5;6.52
19323;Villaseca de Uceda;CAMPIÑA;Guadalajara;Castilla-La Mancha;57.0;13.27;25.97;<=30 km;11.11;42.5
04046;Fondón;ALTO ANDARAX;Almería;Andalucía;1133.0;91.09;26.01;<=30 km;5.85;9.79
17111;Navata;ALT EMPORDA;Girona;Cataluña/Catalunya;1469.0;18.52;26.03;<=30 km;9.22;2.44
48059;Mañaria;DURANGUESADO;Bizkaia;País Vasco/Euskadi;531.0;17.57;26.14;<=30 km;0.39;1.92
07034;Mancor de la Vall;MALLORCA;Illes Balears;Illes Balears;1702.0;20.0;26.16;<=30 km;7.84;8.48
17098;Maià de Montcal;GARROTXA;Girona;Cataluña/Catalunya;491.0;17.32;26.18;<=30 km;13.56;4.69
47173;Traspinedo;SURESTE;Valladolid;Castilla y León;1240.0;26.29;26.23;<=30 km;5.51;7.92
18067;Diezma;GUADIX;Granada;Andalucía;810.0;42.06;26.24;<=30 km;2.78;4.38
19124;Fuentenovilla;CAMPIÑA;Guadalajara;Castilla-La Mancha;583.0;37.2;26.24;<=30 km;7.6;3.0
46904;Benicull de Xúquer;RIBERAS DEL JUCAR;València/Valencia;Comunitat Valenciana;1144.0;3.5;26.27;<=30 km;12.42;4.47
08269;Seva;OSONA;Barcelona;Cataluña/Catalunya;3798.0;30.6;26.35;<=30 km;6.45;2.76
25135;Miralcamp;PLA D'URGELL;Lleida;Cataluña/Catalunya;1390.0;14.92;26.42;<=30 km;1.41;1.76
31187;Oiz;NORD OCCIDENTAL;Navarra;Comunidad Foral de Navarra;133.0;8.1;26.43;<=30 km;9.09;0.76
48039;Garai;DURANGUESADO;Bizkaia;País Vasco/Euskadi;342.0;7.14;26.47;<=30 km;2.81;3.95
20052;Legorreta;TOLOSA;Gipuzkoa;País Vasco/Euskadi;1449.0;8.62;26.49;<=30 km;0.7;0.62
18106;Játar;ALHAMA;Granada;Andalucía;612.0;9.86;26.53;<=30 km;1.67;0.49
31204;Piedramillera;TIERRA ESTELLA;Navarra;Comunidad Foral de Navarra;45.0;13.25;26.57;<=30 km;5.41;15.38
13091;Villamayor de Calatrava;CAMPO DE CALATRAVA;Ciudad Real;Castilla-La Mancha;619.0;144.73;26.6;<=30 km;1.66;1.14
08031;Calaf;ANOIA;Barcelona;Cataluña/Catalunya;3618.0;9.28;26.62;<=30 km;1.41;0.58
45056;Chozas de Canales;SAGRA-TOLEDO;Toledo;Castilla-La Mancha;4887.0;32.67;26.64;<=30 km;15.14;12.73
17019;Besalú;GARROTXA;Girona;Cataluña/Catalunya;2583.0;4.72;26.67;<=30 km;1.42;3.24
02075;Valdeganga;MANCHUELA;Albacete;Castilla-La Mancha;1961.0;70.62;26.72;<=30 km;0.21;0.72
12118;Torrechiva;PALANCIA;Castelló/Castellón;Comunitat Valenciana;127.0;11.85;26.82;<=30 km;25.68;36.56
09250;Pampliega;PISUERGA;Burgos;Castilla y León;291.0;24.38;26.85;<=30 km;1.77;1.39
03030;Benidoleig;MARQUESADO;Alacant/Alicante;Comunitat Valenciana;1219.0;7.49;26.87;<=30 km;5.05;4.55
07025;Fornalutx;MALLORCA;Illes Balears;Illes Balears;715.0;19.6;26.93;<=30 km;0.59;4.84
28003;Alameda del Valle;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;255.0;25.73;26.93;<=30 km;26.15;3.66
47090;Mojados;SURESTE;Valladolid;Castilla y León;3393.0;46.2;27.03;<=30 km;1.81;2.48
25122;Linyola;PLA D'URGELL;Lleida;Cataluña/Catalunya;2749.0;28.87;27.09;<=30 km;2.41;0.92
17026;Borrassà;ALT EMPORDA;Girona;Cataluña/Catalunya;773.0;9.54;27.13;<=30 km;7.12;2.79
39009;Bárcena de Cicero;COSTERA;Cantabria;Cantabria;4741.0;36.22;27.13;<=30 km;5.09;7.77
29096;Villanueva del Rosario;NORTE O ANTEQUERA;Málaga;Andalucía;3401.0;43.93;27.2;<=30 km;0.03;0.8
09375;Tamarón;PISUERGA;Burgos;Castilla y León;55.0;15.65;27.2;<=30 km;7.89;34.15
31081;Donamaria;NORD OCCIDENTAL;Navarra;Comunidad Foral de Navarra;452.0;23.46;27.23;<=30 km;4.64;0.22
45011;Almendral de la Cañada;TALAVERA;Toledo;Castilla-La Mancha;345.0;33.6;27.26;<=30 km;7.21;5.5
31038;Artajona;NAVARRA MEDIA;Navarra;Comunidad Foral de Navarra;1774.0;67.1;27.26;<=30 km;4.31;1.9
34009;Amayuelas de Arriba;CAMPOS;Palencia;Castilla y León;38.0;10.17;27.28;<=30 km;2.86;5.56
05212;San Juan del Molinillo;GREDOS;Ávila;Castilla y León;234.0;35.78;27.34;<=30 km;3.52;13.59
16115;Laguna del Marquesado;SERRANIA ALTA;Cuenca;Castilla-La Mancha;59.0;37.9;27.37;<=30 km;20.0;9.26
31167;Mendigorria;NAVARRA MEDIA;Navarra;Comunidad Foral de Navarra;1218.0;39.41;27.38;<=30 km;5.2;9.53
20904;Baliarrain;TOLOSA;Gipuzkoa;País Vasco/Euskadi;154.0;2.7;27.39;<=30 km;11.68;0.65
26114;Pedroso;SIERRA RIOJA ALTA;La Rioja;La Rioja;90.0;19.28;27.41;<=30 km;9.21;8.43
39005;Argoños;COSTERA;Cantabria;Cantabria;1872.0;5.55;27.45;<=30 km;6.44;2.07
08175;Puig-reig;BERGUEDA;Barcelona;Cataluña/Catalunya;4489.0;46.03;27.46;<=30 km;4.76;4.66
28051;Chapinería;SUR OCCIDENTAL;Madrid;Comunidad de Madrid;2642.0;25.54;27.52;<=30 km;11.34;5.93
19098;Copernal;ALCARRIA ALTA;Guadalajara;Castilla-La Mancha;46.0;10.09;27.53;<=30 km;29.17;48.39
17198;Torroella de Fluvià;ALT EMPORDA;Girona;Cataluña/Catalunya;772.0;17.05;27.68;<=30 km;0.41;6.34
48048;Ibarrangelu;GUERNIKA-BERMEO;Bizkaia;País Vasco/Euskadi;680.0;15.48;27.72;<=30 km;5.35;1.49
22149;Loarre;HOYA DE HUESCA;Huesca;Aragón;351.0;74.43;27.72;<=30 km;4.23;1.74
17124;Pals;BAIX EMPORDA;Girona;Cataluña/Catalunya;2556.0;25.97;27.72;<=30 km;2.23;1.59
09386;Torrecilla del Monte;ARLANZA;Burgos;Castilla y León;79.0;14.92;27.74;<=30 km;12.31;8.22
45031;Camarena;TORRIJOS;Toledo;Castilla-La Mancha;4634.0;66.18;27.74;<=30 km;13.3;9.22
08122;Mediona;ALT PENEDÉS;Barcelona;Cataluña/Catalunya;2637.0;48.15;27.81;<=30 km;3.78;9.01
22245;Velilla de Cinca;BAJO CINCA;Huesca;Aragón;507.0;16.56;27.81;<=30 km;3.67;5.62
08070;Collsuspina;OSONA;Barcelona;Cataluña/Catalunya;389.0;15.19;27.84;<=30 km;14.16;0.52
45144;El Real de San Vicente;TALAVERA;Toledo;Castilla-La Mancha;981.0;53.75;27.86;<=30 km;1.16;2.62
17159;Sant Feliu de Buixalleu;SELVA;Girona;Cataluña/Catalunya;878.0;62.4;27.86;<=30 km;0.5;8.66
26081;Jalón de Cameros;SIERRA RIOJA MEDIA;La Rioja;La Rioja;23.0;8.42;27.88;<=30 km;5.56;21.05
45120;Nuño Gómez;TORRIJOS;Toledo;Castilla-La Mancha;171.0;16.89;27.88;<=30 km;4.58;24.82
22099;Esplús;LA LITERA;Huesca;Aragón;664.0;73.09;27.9;<=30 km;19.96;2.31
16904;Fuentenava de Jábaga;SERRANIA MEDIA;Cuenca;Castilla-La Mancha;610.0;133.06;27.92;<=30 km;0.38;15.75
31103;Ezprogui;NAVARRA MEDIA;Navarra;Comunidad Foral de Navarra;51.0;46.37;27.93;<=30 km;2.38;18.6
28125;Robledo de Chavela;GUADARRAMA;Madrid;Comunidad de Madrid;4725.0;94.18;27.93;<=30 km;7.69;5.49
26012;Almarza de Cameros;SIERRA RIOJA MEDIA;La Rioja;La Rioja;40.0;28.08;27.95;<=30 km;28.57;11.11
19192;Mondéjar;CAMPIÑA;Guadalajara;Castilla-La Mancha;2900.0;48.44;27.98;<=30 km;4.1;5.65
19173;Matarrubia;SIERRA;Guadalajara;Castilla-La Mancha;79.0;28.19;27.98;<=30 km;6.56;21.54
09410;Valle de Mena;MERINDADES;Burgos;Castilla y León;4140.0;262.48;28.0;<=30 km;6.63;3.84
17101;Massanes;SELVA;Girona;Cataluña/Catalunya;843.0;25.99;28.01;<=30 km;10.0;4.98
46076;Bugarra;CAMPOS DE LIRIA;València/Valencia;Comunitat Valenciana;781.0;40.35;28.03;<=30 km;1.82;7.28
28153;Torremocha de Jarama;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;1132.0;18.87;28.03;<=30 km;10.67;4.91
50211;Plasencia de Jalón;LA ALMUNIA DE DOÑA GODINA;Zaragoza;Aragón;382.0;34.76;28.06;<=30 km;1.98;23.62
08071;Copons;ANOIA;Barcelona;Cataluña/Catalunya;351.0;18.75;28.09;<=30 km;5.23;9.01
19070;Casa de Uceda;CAMPIÑA;Guadalajara;Castilla-La Mancha;111.0;21.36;28.15;<=30 km;5.38;13.27
45183;Las Ventas de Retamosa;SAGRA-TOLEDO;Toledo;Castilla-La Mancha;4160.0;18.89;28.15;<=30 km;12.73;12.92
49147;Peleagonzalo;DUERO BAJO;Zamora;Castilla y León;294.0;13.29;28.16;<=30 km;7.45;7.3
07060;Sineu;MALLORCA;Illes Balears;Illes Balears;4469.0;48.01;28.17;<=30 km;9.51;8.42
46246;Tous;RIBERAS DEL JUCAR;València/Valencia;Comunitat Valenciana;1357.0;127.55;28.19;<=30 km;2.39;5.69
45118;Novés;TORRIJOS;Toledo;Castilla-La Mancha;3463.0;41.68;28.23;<=30 km;14.89;8.93
48074;Urduña/Orduña;ARRATIA-NERVION;Bizkaia;País Vasco/Euskadi;4203.0;33.37;28.25;<=30 km;0.45;0.1
46157;la Llosa de Ranes;LA COSTERA DE JATIVA;València/Valencia;Comunitat Valenciana;3736.0;7.13;28.3;<=30 km;2.85;1.33
28008;Aldea del Fresno;SUR OCCIDENTAL;Madrid;Comunidad de Madrid;3422.0;51.66;28.35;<=30 km;14.34;10.92
20047;Itsasondo;GOIERRI;Gipuzkoa;País Vasco/Euskadi;670.0;8.93;28.39;<=30 km;2.65;1.82
26020;Ausejo;RIOJA MEDIA;La Rioja;La Rioja;808.0;56.54;28.41;<=30 km;3.45;3.59
34017;Astudillo;CAMPOS;Palencia;Castilla y León;1039.0;122.89;28.44;<=30 km;1.69;1.76
50181;Muel;LA ALMUNIA DE DOÑA GODINA;Zaragoza;Aragón;1474.0;79.15;28.45;<=30 km;7.73;2.65
50131;Jaulín;ZARAGOZA;Zaragoza;Aragón;292.0;46.05;28.52;<=30 km;16.03;6.18
12081;Navajas;PALANCIA;Castelló/Castellón;Comunitat Valenciana;846.0;7.89;28.53;<=30 km;5.34;12.8
33067;Sobrescobio;MIERES;Asturias;Principado de Asturias;845.0;69.72;28.54;<=30 km;1.34;1.93
08212;Sant Feliu Sasserra;BAGES;Barcelona;Cataluña/Catalunya;629.0;23.12;28.56;<=30 km;2.83;1.94
48033;Ereño;GUERNIKA-BERMEO;Bizkaia;País Vasco/Euskadi;272.0;10.52;28.59;<=30 km;10.04;3.42
07049;Sant Joan;MALLORCA;Illes Balears;Illes Balears;2228.0;38.76;28.61;<=30 km;4.9;1.97
21053;Niebla;CONDADO CAMPIÑA;Huelva;Andalucía;4284.0;224.12;28.62;<=30 km;1.34;3.03
01061;Zalduondo;LLANADA ALAVESA;Araba/Álava;País Vasco/Euskadi;194.0;11.88;28.63;<=30 km;3.23;1.04
01902;Lantarón;VALLES ALAVESES;Araba/Álava;País Vasco/Euskadi;926.0;67.4;28.67;<=30 km;4.93;1.2
28112;Pinilla del Valle;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;200.0;25.42;28.7;<=30 km;4.81;2.04
22178;Pertusa;HOYA DE HUESCA;Huesca;Aragón;136.0;29.38;28.75;<=30 km;17.27;5.43
17184;Santa Pau;GARROTXA;Girona;Cataluña/Catalunya;1611.0;48.82;28.82;<=30 km;0.76;1.64
19112;Escopete;CAMPIÑA;Guadalajara;Castilla-La Mancha;79.0;18.99;28.83;<=30 km;28.0;23.44
17011;L'Armentera;ALT EMPORDA;Girona;Cataluña/Catalunya;1070.0;5.88;28.92;<=30 km;6.51;7.21
01028;Labastida/Bastida;RIOJA ALAVESA;Araba/Álava;País Vasco/Euskadi;1565.0;38.08;28.93;<=30 km;6.02;2.15
29040;Casarabonela;CENTRO-SUR O GUADALORCE;Málaga;Andalucía;2758.0;113.22;28.94;<=30 km;0.88;8.93
07058;Selva;MALLORCA;Illes Balears;Illes Balears;4294.0;49.02;28.94;<=30 km;3.64;4.07
28021;El Berrueco;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;816.0;28.4;28.95;<=30 km;7.42;2.51
17220;Viladrau;OSONA;Girona;Cataluña/Catalunya;1172.0;50.96;28.99;<=30 km;7.41;6.35
16905;Arcas;SERRANIA MEDIA;Cuenca;Castilla-La Mancha;2264.0;81.47;29.02;<=30 km;12.13;21.26
17052;Siurana;ALT EMPORDA;Girona;Cataluña/Catalunya;180.0;10.5;29.04;<=30 km;10.49;0.56
12001;Atzeneta del Maestrat;LLANOS CENTRALES;Castelló/Castellón;Comunitat Valenciana;1309.0;71.2;29.06;<=30 km;1.65;1.32
39036;Liendo;COSTERA;Cantabria;Cantabria;1226.0;26.4;29.07;<=30 km;1.84;0.82
50204;Pedrola;ZARAGOZA;Zaragoza;Aragón;3766.0;113.68;29.17;<=30 km;1.8;5.43
12132;Vilanova d'Alcolea;LLANOS CENTRALES;Castelló/Castellón;Comunitat Valenciana;585.0;68.47;29.2;<=30 km;0.52;1.21
28173;Villamanrique de Tajo;VEGAS;Madrid;Comunidad de Madrid;825.0;29.58;29.27;<=30 km;9.01;8.27
45040;El Casar de Escalona;TORRIJOS;Toledo;Castilla-La Mancha;2128.0;39.54;29.29;<=30 km;2.75;18.82
17182;Santa Llogaia d'Àlguema;ALT EMPORDA;Girona;Cataluña/Catalunya;397.0;1.95;29.29;<=30 km;4.13;5.03
46162;Massalavés;RIBERAS DEL JUCAR;València/Valencia;Comunitat Valenciana;1811.0;7.48;29.29;<=30 km;3.62;10.97
08104;La Llacuna;ANOIA;Barcelona;Cataluña/Catalunya;982.0;52.45;29.34;<=30 km;6.26;7.09
19053;Brihuega;ALCARRIA ALTA;Guadalajara;Castilla-La Mancha;2816.0;296.18;29.35;<=30 km;2.83;14.15
40208;Turégano;CUELLAR;Segovia;Castilla y León;1017.0;70.73;29.36;<=30 km;1.94;1.9
43036;Cabra del Camp;ALT CAMP;Tarragona;Cataluña/Catalunya;1321.0;26.92;29.39;<=30 km;7.8;7.4
39070;San Miguel de Aguayo;REINOSA;Cantabria;Cantabria;168.0;36.18;29.46;<=30 km;0.68;13.51
34046;Cardeñosa de Volpejera;CAMPOS;Palencia;Castilla y León;60.0;13.69;29.47;<=30 km;30.23;7.14
19121;Fuentelencina;CAMPIÑA;Guadalajara;Castilla-La Mancha;319.0;44.27;29.55;<=30 km;5.28;6.69
39102;Voto;COSTERA;Cantabria;Cantabria;2945.0;77.76;29.56;<=30 km;1.6;5.59
31146;Leache/Leatxe;TIERRA ESTELLA;Navarra;Comunidad Foral de Navarra;40.0;14.63;29.57;<=30 km;3.23;25.0
48909;Nabarniz;GUERNIKA-BERMEO;Bizkaia;País Vasco/Euskadi;274.0;11.75;29.67;<=30 km;4.71;2.62
12012;Altura;PALANCIA;Castelló/Castellón;Comunitat Valenciana;3790.0;129.5;29.7;<=30 km;4.25;3.61
19193;Montarrón;SIERRA;Guadalajara;Castilla-La Mancha;32.0;11.16;29.71;<=30 km;7.69;14.29
22141;Lascellas-Ponzano;SOMONTANO;Huesca;Aragón;139.0;27.35;29.85;<=30 km;5.56;4.51
09310;Reinoso;BUREBA-EBRO;Burgos;Castilla y León;18.0;8.5;29.85;<=30 km;36.36;20.0
18033;Busquístar;LAS ALPUJARRAS;Granada;Andalucía;308.0;18.02;29.86;<=30 km;2.51;7.69
34063;Cordovilla la Real;EL CERRATO;Palencia;Castilla y León;129.0;38.79;29.87;<=30 km;5.38;31.63
28062;Garganta de los Montes;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;416.0;40.33;29.9;<=30 km;18.1;1.22
05163;Navaluenga;VALLE BAJO ALBERCHE;Ávila;Castilla y León;2172.0;73.51;29.92;<=30 km;13.68;1.73
28901;Lozoyuela-Navas-Sieteiglesias;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;1483.0;51.44;29.96;<=30 km;11.14;5.4
25253;El Vilosell;GARRIGAS;Lleida;Cataluña/Catalunya;194.0;18.88;29.98;<=30 km;14.29;1.04
