Mun_Code;Municipality;Comarca;Province;CCAA;Population_2024;Area_km2;Distance_km;Distance_class;Growth_2018_2021_pct;Growth_2021_2024_pct
43050;Creixell;TARRAGONES;Tarragona;Cataluña/Catalunya;4190.0;10.44;14.79;<=30 km;10.95;7.11
13031;Carrión de Calatrava;CAMPO DE CALATRAVA;Ciudad Real;Castilla-La Mancha;3233.0;94.27;14.79;<=30 km;0.19;4.76
43137;Sant Jaume dels Domenys;BAIX PENEDES;Tarragona;Cataluña/Catalunya;2803.0;24.4;14.8;<=30 km;4.51;5.14
45197;Villasequilla;LA MANCHA;Toledo;Castilla-La Mancha;2621.0;76.9;14.84;<=30 km;3.89;1.08
17172;Sant Martí de Llémena;GIRONES;Girona;Cataluña/Catalunya;706.0;43.18;14.84;<=30 km;5.91;6.49
31147;Legarda;CUENCA PAMPLONA;Navarra;Comunidad Foral de Navarra;146.0;8.29;14.88;<=30 km;9.73;17.74
17153;Rupià;BAIX EMPORDA;Girona;Cataluña/Catalunya;330.0;5.34;14.92;<=30 km;10.04;11.49
13066;Pozuelo de Calatrava;CAMPO DE CALATRAVA;Ciudad Real;Castilla-La Mancha;3894.0;99.86;14.94;<=30 km;5.23;7.48
47027;Cabezón de Pisuerga;CENTRO;Valladolid;Castilla y León;3895.0;45.39;14.95;<=30 km;1.46;3.95
07016;Consell;MALLORCA;Illes Balears;Illes Balears;4399.0;13.77;15.0;<=30 km;5.86;3.68
46026;Alfarb;HOYA DE BUÑOL;València/Valencia;Comunitat Valenciana;1676.0;20.58;15.0;<=30 km;2.09;7.16
31234;Ucar;CUENCA PAMPLONA;Navarra;Comunidad Foral de Navarra;190.0;11.84;15.01;<=30 km;4.52;2.7
45051;Cobeja;SAGRA-TOLEDO;Toledo;Castilla-La Mancha;2668.0;17.65;15.02;<=30 km;9.34;10.61
08027;Les Cabanyes;ALT PENEDÉS;Barcelona;Cataluña/Catalunya;1012.0;1.15;15.02;<=30 km;4.15;0.7
05222;Santa Cruz de Pinares;VALLE BAJO ALBERCHE;Ávila;Castilla y León;170.0;41.36;15.04;<=30 km;14.89;4.94
22021;Almudévar;HOYA DE HUESCA;Huesca;Aragón;2437.0;201.52;15.07;<=30 km;0.75;1.04
08069;Collbató;BAIX LLOBREGAT;Barcelona;Cataluña/Catalunya;4849.0;18.12;15.07;<=30 km;4.42;4.17
01058;Legutio;ESTRIBACIONES GORBEA;Araba/Álava;País Vasco/Euskadi;2086.0;45.82;15.08;<=30 km;6.63;4.67
31007;Adiós;CUENCA PAMPLONA;Navarra;Comunidad Foral de Navarra;191.0;7.72;15.11;<=30 km;7.05;14.37
18068;Dílar;DE LA VEGA;Granada;Andalucía;2319.0;79.22;15.16;<=30 km;5.17;8.52
17057;Corçà;BAIX EMPORDA;Girona;Cataluña/Catalunya;1282.0;16.17;15.18;<=30 km;1.76;0.55
46228;Serra;SAGUNTO;València/Valencia;Comunitat Valenciana;3725.0;57.39;15.21;<=30 km;7.6;12.0
40223;Vegas de Matute;SEGOVIA;Segovia;Castilla y León;339.0;21.91;15.29;<=30 km;20.38;8.31
39062;Ribamontán al Monte;COSTERA;Cantabria;Cantabria;2538.0;42.27;15.3;<=30 km;5.54;6.55
03114;la Romana;VINALOPO;Alacant/Alicante;Comunitat Valenciana;2672.0;43.23;15.31;<=30 km;6.99;5.11
40207;Trescasas;SEGOVIA;Segovia;Castilla y León;1105.0;32.67;15.36;<=30 km;1.9;3.08
26103;Nalda;RIOJA MEDIA;La Rioja;La Rioja;1307.0;24.58;15.38;<=30 km;14.07;15.97
17903;Sant Julià del Llor i Bonmatí;SELVA;Girona;Cataluña/Catalunya;1373.0;9.71;15.4;<=30 km;3.06;4.49
26088;Leza de Río Leza;RIOJA MEDIA;La Rioja;La Rioja;43.0;11.12;15.42;<=30 km;27.27;2.38
31056;Biurrun-Olcoz;CUENCA PAMPLONA;Navarra;Comunidad Foral de Navarra;236.0;15.68;15.45;<=30 km;11.27;3.96
49125;Moraleja del Vino;DUERO BAJO;Zamora;Castilla y León;1806.0;19.5;15.46;<=30 km;2.05;3.79
20046;Irura;TOLOSA;Gipuzkoa;País Vasco/Euskadi;1895.0;2.99;15.47;<=30 km;0.81;0.96
45181;Velada;TALAVERA;Toledo;Castilla-La Mancha;2907.0;144.82;15.49;<=30 km;1.4;0.07
45025;Cabañas de la Sagra;SAGRA-TOLEDO;Toledo;Castilla-La Mancha;2137.0;16.39;15.58;<=30 km;9.28;9.31
08203;Sant Cebrià de Vallalta;MARESME;Barcelona;Cataluña/Catalunya;3828.0;15.81;15.6;<=30 km;6.76;7.23
28170;Villaconejos;VEGAS;Madrid;Comunidad de Madrid;3508.0;33.27;15.6;<=30 km;3.0;1.27
39026;Corvera de Toranzo;PAS-IGUÑA;Cantabria;Cantabria;2139.0;50.0;15.61;<=30 km;0.64;4.14
03022;Benasau;MONTAÑA;Alacant/Alicante;Comunitat Valenciana;171.0;9.05;15.62;<=30 km;8.97;0.59
08094;La Granada;ALT PENEDÉS;Barcelona;Cataluña/Catalunya;2263.0;6.44;15.62;<=30 km;3.62;2.54
48094;Igorre;ARRATIA-NERVION;Bizkaia;País Vasco/Euskadi;4330.0;17.07;15.64;<=30 km;1.34;0.37
39078;Santiurde de Toranzo;PAS-IGUÑA;Cantabria;Cantabria;1739.0;36.3;15.68;<=30 km;4.44;2.6
45093;Marrupe;TALAVERA;Toledo;Castilla-La Mancha;162.0;10.5;15.69;<=30 km;0.65;5.19
50903;Villamayor de Gállego;ZARAGOZA;Zaragoza;Aragón;2854.0;89.37;15.69;<=30 km;2.67;3.11
47044;Castronuevo de Esgueva;CENTRO;Valladolid;Castilla y León;393.0;29.2;15.7;<=30 km;1.88;3.69
09904;Valle de las Navas;ARLANZON;Burgos;Castilla y León;543.0;111.75;15.71;<=30 km;3.11;2.45
20010;Anoeta;TOLOSA;Gipuzkoa;País Vasco/Euskadi;2087.0;4.13;15.78;<=30 km;2.56;0.05
17028;Brunyola i Sant Martí Sapresa;SELVA;Girona;Cataluña/Catalunya;395.0;37.12;15.79;<=30 km;5.69;1.28
50203;Pastriz;ZARAGOZA;Zaragoza;Aragón;1305.0;16.52;15.81;<=30 km;0.08;0.85
45189;Villamiel de Toledo;TORRIJOS;Toledo;Castilla-La Mancha;1069.0;41.64;15.84;<=30 km;14.99;7.22
30006;Aledo;SUROESTE Y VALLE GUADALENTIN;Murcia;Región de Murcia;1108.0;49.52;15.86;<=30 km;5.97;2.31
08234;Sant Pere de Vilamajor;VALLES ORIENTAL;Barcelona;Cataluña/Catalunya;4941.0;34.59;15.89;<=30 km;6.86;5.78
18906;Los Guájares;LA COSTA;Granada;Andalucía;1125.0;89.25;15.92;<=30 km;4.47;4.75
31172;Monreal/Elo;PIRINEOS;Navarra;Comunidad Foral de Navarra;512.0;22.6;15.94;<=30 km;3.0;6.67
19225;Pozo de Guadalajara;CAMPIÑA;Guadalajara;Castilla-La Mancha;1699.0;11.8;15.99;<=30 km;9.69;22.05
25048;Bell-lloc d'Urgell;PLA D'URGELL;Lleida;Cataluña/Catalunya;2359.0;35.22;16.02;<=30 km;1.75;1.29
29002;Alcaucín;VELEZ MALAGA;Málaga;Andalucía;2653.0;45.16;16.03;<=30 km;5.67;12.13
46068;Benissoda;VALLES DE ALBAIDA;València/Valencia;Comunitat Valenciana;485.0;4.04;16.06;<=30 km;5.5;9.98
03007;Alcosser;MONTAÑA;Alacant/Alicante;Comunitat Valenciana;259.0;4.39;16.08;<=30 km;6.11;6.58
45196;Villaseca de la Sagra;SAGRA-TOLEDO;Toledo;Castilla-La Mancha;1859.0;31.63;16.16;<=30 km;3.63;0.05
43091;Mont-ral;ALT CAMP;Tarragona;Cataluña/Catalunya;184.0;34.67;16.19;<=30 km;1.2;8.88
29052;Faraján;SERRANIA DE RONDA;Málaga;Andalucía;284.0;20.41;16.2;<=30 km;0.81;13.6
47193;Viana de Cega;CENTRO;Valladolid;Castilla y León;2292.0;17.98;16.23;<=30 km;5.99;6.11
25182;Puigverd de Lleida;SEGRIA;Lleida;Cataluña/Catalunya;1418.0;12.6;16.3;<=30 km;1.54;2.46
26057;Daroca de Rioja;RIOJA MEDIA;La Rioja;La Rioja;66.0;11.29;16.33;<=30 km;31.91;6.45
24218;Villanueva de las Manzanas;ESLA-CAMPOS;León;Castilla y León;502.0;31.9;16.34;<=30 km;2.06;1.41
45012;Almonacid de Toledo;LA MANCHA;Toledo;Castilla-La Mancha;931.0;95.52;16.39;<=30 km;7.66;10.44
19274;Torija;ALCARRIA ALTA;Guadalajara;Castilla-La Mancha;1764.0;35.05;16.41;<=30 km;10.74;11.86
08018;Balsareny;BAGES;Barcelona;Cataluña/Catalunya;3328.0;36.84;16.52;<=30 km;2.28;1.53
03016;Almudaina;MONTAÑA;Alacant/Alicante;Comunitat Valenciana;118.0;8.82;16.53;<=30 km;12.5;0.85
45032;Camarenilla;TORRIJOS;Toledo;Castilla-La Mancha;606.0;24.3;16.55;<=30 km;5.76;3.06
45026;Cabañas de Yepes;LA MANCHA;Toledo;Castilla-La Mancha;306.0;17.96;16.56;<=30 km;25.42;1.66
43119;Puigpelat;ALT CAMP;Tarragona;Cataluña/Catalunya;1205.0;9.58;16.57;<=30 km;3.91;0.75
03008;Alcoleja;MONTAÑA;Alacant/Alicante;Comunitat Valenciana;186.0;14.57;16.57;<=30 km;0.56;2.76
37338;Valdunciel;SALAMANCA;Salamanca;Castilla y León;110.0;33.24;16.58;<=30 km;3.0;6.8
46123;Favara;RIBERAS DEL JUCAR;València/Valencia;Comunitat Valenciana;2701.0;9.46;16.58;<=30 km;2.93;5.38
24061;Cuadros;TIERRAS DE LEON;León;Castilla y León;2090.0;109.75;16.64;<=30 km;1.93;1.6
12106;Soneja;PALANCIA;Castelló/Castellón;Comunitat Valenciana;1513.0;28.99;16.66;<=30 km;2.78;2.3
19126;Galápagos;CAMPIÑA;Guadalajara;Castilla-La Mancha;2748.0;33.88;16.66;<=30 km;6.75;6.55
08239;Sant Quirze Safaja;VALLES ORIENTAL;Barcelona;Cataluña/Catalunya;669.0;25.99;16.67;<=30 km;3.61;1.36
45028;Calera y Chozas;TALAVERA;Toledo;Castilla-La Mancha;4773.0;219.03;16.67;<=30 km;0.02;2.84
43167;Vilanova d'Escornalbou;BAIX CAMP;Tarragona;Cataluña/Catalunya;610.0;17.3;16.69;<=30 km;6.01;4.81
31180;Muruzábal;CUENCA PAMPLONA;Navarra;Comunidad Foral de Navarra;275.0;5.94;16.7;<=30 km;6.28;8.27
31243;Urroz-Villa;PIRINEOS;Navarra;Comunidad Foral de Navarra;404.0;11.25;16.72;<=30 km;6.95;1.0
30014;Campos del Río;CENTRO;Murcia;Región de Murcia;2151.0;47.0;16.73;<=30 km;0.78;4.37
08229;Sant Mateu de Bages;BAGES;Barcelona;Cataluña/Catalunya;637.0;102.68;16.75;<=30 km;2.33;3.75
08128;Monistrol de Calders;BAGES;Barcelona;Cataluña/Catalunya;761.0;22.05;16.75;<=30 km;5.76;6.28
47191;Velliza;CENTRO;Valladolid;Castilla y León;121.0;22.64;16.82;<=30 km;9.26;2.54
17218;Vilademuls;PLA DE L'ESTANY;Girona;Cataluña/Catalunya;866.0;62.53;16.83;<=30 km;1.46;3.71
08304;Vilobí del Penedès;ALT PENEDÉS;Barcelona;Cataluña/Catalunya;1150.0;9.43;16.85;<=30 km;1.99;1.95
37027;Almenara de Tormes;LEDESMA;Salamanca;Castilla y León;305.0;19.3;16.85;<=30 km;13.78;5.54
08227;Sant Martí Sarroca;ALT PENEDÉS;Barcelona;Cataluña/Catalunya;3391.0;35.38;16.86;<=30 km;1.7;3.2
17055;Colomers;BAIX EMPORDA;Girona;Cataluña/Catalunya;205.0;4.29;16.86;<=30 km;6.82;9.04
34221;Villamediana;EL CERRATO;Palencia;Castilla y León;183.0;58.1;16.9;<=30 km;4.0;0.55
18099;Huétor de Santillán;DE LA VEGA;Granada;Andalucía;1938.0;93.2;16.93;<=30 km;0.8;2.16
45147;Rielves;TORRIJOS;Toledo;Castilla-La Mancha;859.0;32.64;16.93;<=30 km;3.64;11.85
09108;Cogollos;ARLANZA;Burgos;Castilla y León;677.0;31.23;16.94;<=30 km;8.62;14.36
31237;Unciti;PIRINEOS;Navarra;Comunidad Foral de Navarra;233.0;37.29;16.99;<=30 km;7.08;2.64
43015;Arbolí;BAIX CAMP;Tarragona;Cataluña/Catalunya;129.0;20.73;17.0;<=30 km;8.62;2.38
31238;Unzué/Untzue;NAVARRA MEDIA;Navarra;Comunidad Foral de Navarra;165.0;18.87;17.01;<=30 km;16.79;3.12
24076;Garrafe de Torío;TIERRAS DE LEON;León;Castilla y León;1640.0;125.3;17.03;<=30 km;7.73;3.21
26019;Arrúbal;RIOJA MEDIA;La Rioja;La Rioja;565.0;7.62;17.07;<=30 km;10.04;5.21
18109;Jete;LA COSTA;Granada;Andalucía;995.0;13.9;17.08;<=30 km;8.36;1.02
08063;Castellolí;ANOIA;Barcelona;Cataluña/Catalunya;658.0;25.43;17.16;<=30 km;7.05;0.77
12049;Costur;LLANOS CENTRALES;Castelló/Castellón;Comunitat Valenciana;535.0;21.94;17.18;<=30 km;3.91;0.75
39090;Udías;COSTERA;Cantabria;Cantabria;946.0;19.92;17.19;<=30 km;0.54;1.72
22905;Lupiñén-Ortilla;HOYA DE HUESCA;Huesca;Aragón;349.0;110.09;17.22;<=30 km;2.05;0.29
06043;Don Álvaro;MERIDA;Badajoz;Extremadura;815.0;32.11;17.23;<=30 km;2.08;3.95
26083;Lagunilla del Jubera;RIOJA MEDIA;La Rioja;La Rioja;390.0;34.27;17.23;<=30 km;13.65;17.12
43034;Bràfim;ALT CAMP;Tarragona;Cataluña/Catalunya;696.0;6.36;17.24;<=30 km;3.27;0.14
43089;Montferri;ALT CAMP;Tarragona;Cataluña/Catalunya;473.0;19.39;17.28;<=30 km;3.66;19.14
39011;Bareyo;COSTERA;Cantabria;Cantabria;2133.0;32.27;17.33;<=30 km;7.96;0.19
08002;Aguilar de Segarra;BAGES;Barcelona;Cataluña/Catalunya;291.0;43.37;17.33;<=30 km;3.25;1.75
03027;Beniardà;MONTAÑA;Alacant/Alicante;Comunitat Valenciana;235.0;15.75;17.35;<=30 km;7.87;22.4
19041;Armuña de Tajuña;CAMPIÑA;Guadalajara;Castilla-La Mancha;264.0;20.68;17.4;<=30 km;6.19;10.0
43030;Bonastre;BAIX PENEDES;Tarragona;Cataluña/Catalunya;760.0;25.07;17.42;<=30 km;5.82;4.54
48010;Arrieta;MUNGUIA;Bizkaia;País Vasco/Euskadi;579.0;14.61;17.43;<=30 km;1.41;0.7
48012;Bakio;MUNGUIA;Bizkaia;País Vasco/Euskadi;2821.0;16.58;17.45;<=30 km;4.91;1.66
03072;Gaianes;MONTAÑA;Alacant/Alicante;Comunitat Valenciana;553.0;9.58;17.46;<=30 km;7.22;9.5
28035;Carabaña;VEGAS;Madrid;Comunidad de Madrid;2352.0;47.64;17.46;<=30 km;12.44;9.8
40203;Torrecaballeros;SEGOVIA;Segovia;Castilla y León;1496.0;42.23;17.51;<=30 km;4.99;7.7
03004;Aigües;CENTRAL;Alacant/Alicante;Comunitat Valenciana;1189.0;18.48;17.55;<=30 km;12.07;13.35
01027;Iruraiz-Gauna;LLANADA ALAVESA;Araba/Álava;País Vasco/Euskadi;553.0;47.09;17.57;<=30 km;2.32;4.54
17137;Porqueres;PLA DE L'ESTANY;Girona;Cataluña/Catalunya;4804.0;33.9;17.57;<=30 km;2.31;2.19
18079;Fuente Vaqueros;DE LA VEGA;Granada;Andalucía;4625.0;16.06;17.58;<=30 km;0.64;4.76
28178;Villanueva de Perales;SUR OCCIDENTAL;Madrid;Comunidad de Madrid;1674.0;31.46;17.61;<=30 km;3.36;4.69
17126;Parlavà;BAIX EMPORDA;Girona;Cataluña/Catalunya;427.0;6.25;17.64;<=30 km;4.82;3.39
39068;Ruiloba;COSTERA;Cantabria;Cantabria;760.0;15.2;17.72;<=30 km;1.23;2.56
31098;Esteribar;PIRINEOS;Navarra;Comunidad Foral de Navarra;2877.0;149.07;17.74;<=30 km;7.31;3.12
09177;Ibeas de Juarros;ARLANZON;Burgos;Castilla y León;1445.0;130.17;17.75;<=30 km;2.35;0.49
24205;Villadangos del Páramo;EL PARAMO;León;Castilla y León;1235.0;44.95;17.79;<=30 km;10.97;1.73
37130;Forfoleda;SALAMANCA;Salamanca;Castilla y León;204.0;38.09;17.79;<=30 km;2.59;3.03
43002;Albinyana;BAIX PENEDES;Tarragona;Cataluña/Catalunya;2677.0;19.57;17.83;<=30 km;5.61;6.91
19242;Romanones;CAMPIÑA;Guadalajara;Castilla-La Mancha;118.0;28.85;17.85;<=30 km;4.0;13.46
45003;Albarreal de Tajo;TORRIJOS;Toledo;Castilla-La Mancha;762.0;41.46;17.86;<=30 km;2.31;7.63
29006;Algatocín;SERRANIA DE RONDA;Málaga;Andalucía;834.0;19.72;17.89;<=30 km;6.04;1.09
08207;Sant Esteve de Palautordera;VALLES ORIENTAL;Barcelona;Cataluña/Catalunya;3080.0;10.7;17.92;<=30 km;9.02;2.77
28179;Villar del Olmo;CAMPIÑA;Madrid;Comunidad de Madrid;2277.0;27.78;17.94;<=30 km;12.4;2.99
47115;Peñaflor de Hornija;CENTRO;Valladolid;Castilla y León;350.0;66.2;17.96;<=30 km;10.74;6.06
38012;Fasnia;SUR DE TENERIFE;Santa Cruz de Tenerife;Canarias;3066.0;45.24;17.97;<=30 km;1.41;9.23
28094;Navalafuente;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;1672.0;12.18;17.98;<=30 km;12.6;6.29
29058;Guaro;CENTRO-SUR O GUADALORCE;Málaga;Andalucía;2469.0;22.4;17.99;<=30 km;6.6;6.15
45078;Huerta de Valdecarábanos;LA MANCHA;Toledo;Castilla-La Mancha;1771.0;82.94;18.02;<=30 km;0.12;5.23
48023;Artea;ARRATIA-NERVION;Bizkaia;País Vasco/Euskadi;748.0;12.34;18.06;<=30 km;0.95;0.81
12056;Chóvar;PALANCIA;Castelló/Castellón;Comunitat Valenciana;312.0;18.32;18.09;<=30 km;1.68;3.31
28169;Venturada;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;2559.0;10.22;18.11;<=30 km;14.7;7.21
08162;Els Hostalets de Pierola;ANOIA;Barcelona;Cataluña/Catalunya;3231.0;33.57;18.13;<=30 km;4.57;5.45
39004;Arenas de Iguña;PAS-IGUÑA;Cantabria;Cantabria;1756.0;86.16;18.18;<=30 km;1.61;3.11
20021;Belauntza;TOLOSA;Gipuzkoa;País Vasco/Euskadi;288.0;3.43;18.21;<=30 km;5.86;13.83
08224;Sant Martí de Centelles;OSONA;Barcelona;Cataluña/Catalunya;1259.0;25.99;18.22;<=30 km;4.86;6.16
47218;Villanueva de Duero;SUR;Valladolid;Castilla y León;1258.0;37.27;18.24;<=30 km;4.87;2.53
09133;Fresno de Rodilla;ARLANZON;Burgos;Castilla y León;49.0;12.14;18.25;<=30 km;2.22;6.52
24201;Vegas del Condado;TIERRAS DE LEON;León;Castilla y León;1154.0;122.92;18.28;<=30 km;2.86;0.44
19074;Caspueñas;CAMPIÑA;Guadalajara;Castilla-La Mancha;133.0;14.78;18.29;<=30 km;39.76;14.66
07047;Sencelles;MALLORCA;Illes Balears;Illes Balears;3900.0;53.15;18.3;<=30 km;10.86;10.11
25010;Alcanó;SEGRIA;Lleida;Cataluña/Catalunya;239.0;21.25;18.32;<=30 km;0.43;2.58
20022;Berastegi;TOLOSA;Gipuzkoa;País Vasco/Euskadi;1111.0;45.87;18.33;<=30 km;1.67;1.09
49155;Piedrahita de Castro;CAMPOS-PAN;Zamora;Castilla y León;106.0;20.98;18.4;<=30 km;14.12;9.28
40041;Cantimpalos;CUELLAR;Segovia;Castilla y León;1427.0;26.28;18.4;<=30 km;1.89;6.02
40122;Marugán;CUELLAR;Segovia;Castilla y León;763.0;28.97;18.43;<=30 km;15.72;6.86
04094;Turrillas;CAMPO TABERNAS;Almería;Andalucía;268.0;39.14;18.45;<=30 km;11.59;3.08
45104;Montearagón;TALAVERA;Toledo;Castilla-La Mancha;588.0;11.96;18.45;<=30 km;3.16;12.64
03112;Relleu;CENTRAL;Alacant/Alicante;Comunitat Valenciana;1288.0;76.83;18.46;<=30 km;2.27;9.8
29079;Periana;VELEZ MALAGA;Málaga;Andalucía;3350.0;58.72;18.48;<=30 km;2.97;6.05
29043;Colmenar;NORTE O ANTEQUERA;Málaga;Andalucía;3545.0;65.92;18.48;<=30 km;1.71;2.75
19308;Valfermoso de Tajuña;CAMPIÑA;Guadalajara;Castilla-La Mancha;75.0;29.43;18.51;<=30 km;8.47;17.19
49258;Villanueva de Campeán;DUERO BAJO;Zamora;Castilla y León;117.0;12.05;18.52;<=30 km;0.87;0.86
08174;Puigdàlber;ALT PENEDÉS;Barcelona;Cataluña/Catalunya;629.0;0.65;18.53;<=30 km;6.37;14.16
09030;Los Ausines;ARLANZON;Burgos;Castilla y León;165.0;41.65;18.56;<=30 km;1.55;25.95
31904;Irurtzun;NORD OCCIDENTAL;Navarra;Comunidad Foral de Navarra;2316.0;3.74;18.6;<=30 km;3.94;0.87
43010;Alió;ALT CAMP;Tarragona;Cataluña/Catalunya;504.0;7.3;18.64;<=30 km;12.21;5.44
05115;Maello;AVILA;Ávila;Castilla y León;700.0;65.32;18.65;<=30 km;6.71;10.06
28122;Ribatejada;CAMPIÑA;Madrid;Comunidad de Madrid;900.0;32.15;18.65;<=30 km;22.24;4.29
47057;Cubillas de Santa Marta;CENTRO;Valladolid;Castilla y León;404.0;23.54;18.67;<=30 km;14.66;14.77
17016;Bàscara;ALT EMPORDA;Girona;Cataluña/Catalunya;1057.0;17.14;18.68;<=30 km;1.5;4.14
48079;Errigoiti;GUERNIKA-BERMEO;Bizkaia;País Vasco/Euskadi;511.0;16.51;18.74;<=30 km;0.41;4.5
46090;Castelló de Rugat;VALLES DE ALBAIDA;València/Valencia;Comunitat Valenciana;2352.0;19.03;18.83;<=30 km;1.8;1.55
03057;Confrides;MONTAÑA;Alacant/Alicante;Comunitat Valenciana;296.0;40.01;18.88;<=30 km;30.29;9.23
17187;Saus, Camallera i Llampaies;ALT EMPORDA;Girona;Cataluña/Catalunya;898.0;11.52;18.88;<=30 km;2.0;3.82
28111;Pezuela de las Torres;CAMPIÑA;Madrid;Comunidad de Madrid;989.0;41.67;18.9;<=30 km;12.91;6.69
39064;Riotuerto;COSTERA;Cantabria;Cantabria;1675.0;30.38;18.91;<=30 km;2.24;1.82
31229;Tirapu;CUENCA PAMPLONA;Navarra;Comunidad Foral de Navarra;51.0;5.64;18.92;<=30 km;11.9;8.51
46182;Olocau;CAMPOS DE LIRIA;València/Valencia;Comunitat Valenciana;2425.0;37.35;18.95;<=30 km;14.84;19.58
31206;Puente la Reina/Gares;CUENCA PAMPLONA;Navarra;Comunidad Foral de Navarra;2930.0;39.68;18.98;<=30 km;2.71;0.34
26134;Santa Coloma;RIOJA ALTA;La Rioja;La Rioja;103.0;20.22;19.02;<=30 km;10.23;6.19
48075;Orozko;ARRATIA-NERVION;Bizkaia;País Vasco/Euskadi;2666.0;102.19;19.05;<=30 km;0.26;0.3
29090;Tolox;CENTRO-SUR O GUADALORCE;Málaga;Andalucía;2374.0;94.6;19.06;<=30 km;5.76;7.76
05130;Mironcillo;AVILA;Ávila;Castilla y León;112.0;15.23;19.09;<=30 km;10.53;6.67
04051;Huécija;ALTO ANDARAX;Almería;Andalucía;537.0;19.0;19.1;<=30 km;1.03;9.37
30004;Albudeite;CENTRO;Murcia;Región de Murcia;1400.0;17.08;19.12;<=30 km;1.98;0.86
16074;La Cierva;SERRANIA MEDIA;Cuenca;Castilla-La Mancha;39.0;71.66;19.15;<=30 km;13.33;14.71
01063;Zuia;ESTRIBACIONES GORBEA;Araba/Álava;País Vasco/Euskadi;2372.0;122.48;19.17;<=30 km;0.22;2.33
04011;Alhama de Almería;ALTO ANDARAX;Almería;Andalucía;3878.0;26.22;19.2;<=30 km;3.26;3.88
08039;Campins;VALLES ORIENTAL;Barcelona;Cataluña/Catalunya;606.0;7.38;19.21;<=30 km;4.85;12.22
45188;Villaluenga de la Sagra;SAGRA-TOLEDO;Toledo;Castilla-La Mancha;4171.0;27.0;19.22;<=30 km;7.03;3.4
01011;Baños de Ebro/Mañueta;RIOJA ALAVESA;Araba/Álava;País Vasco/Euskadi;291.0;9.5;19.27;<=30 km;0.35;1.39
12108;Suera/Sueras;PALANCIA;Castelló/Castellón;Comunitat Valenciana;573.0;22.23;19.34;<=30 km;6.54;3.43
43028;La Bisbal del Penedès;BAIX PENEDES;Tarragona;Cataluña/Catalunya;4168.0;32.6;19.37;<=30 km;10.57;8.83
08273;Subirats;ALT PENEDÉS;Barcelona;Cataluña/Catalunya;3281.0;56.03;19.4;<=30 km;4.1;4.19
39066;Ruente;TUDANCA-CABUERNIGA;Cantabria;Cantabria;1072.0;66.09;19.43;<=30 km;0.78;3.68
03081;Xaló;MARQUESADO;Alacant/Alicante;Comunitat Valenciana;3042.0;34.61;19.47;<=30 km;7.79;5.19
28183;Zarzalejo;GUADARRAMA;Madrid;Comunidad de Madrid;1874.0;20.18;19.49;<=30 km;10.25;4.93
46093;Catadau;HOYA DE BUÑOL;València/Valencia;Comunitat Valenciana;2967.0;35.47;19.5;<=30 km;0.57;4.25
28168;El Vellón;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;2166.0;33.49;19.5;<=30 km;7.26;3.98
02035;La Gineta;CENTRO;Albacete;Castilla-La Mancha;2635.0;137.05;19.54;<=30 km;4.33;3.17
47174;Trigueros del Valle;CENTRO;Valladolid;Castilla y León;314.0;37.79;19.58;<=30 km;3.69;1.62
17007;Amer;SELVA;Girona;Cataluña/Catalunya;2415.0;40.11;19.61;<=30 km;5.63;1.34
16030;Bascuñana de San Pedro;SERRANIA MEDIA;Cuenca;Castilla-La Mancha;24.0;19.61;19.61;<=30 km;5.26;20.0
31192;Olóriz/Oloritz;NAVARRA MEDIA;Navarra;Comunidad Foral de Navarra;215.0;40.7;19.62;<=30 km;2.94;2.38
28019;Belmonte de Tajo;VEGAS;Madrid;Comunidad de Madrid;1917.0;24.07;19.64;<=30 km;7.62;9.48
03077;el Fondó de les Neus/Hondón de las Nieves;VINALOPO;Alacant/Alicante;Comunitat Valenciana;2696.0;68.88;19.66;<=30 km;6.47;2.35
45043;Castillo de Bayuela;TALAVERA;Toledo;Castilla-La Mancha;921.0;37.31;19.69;<=30 km;0.11;0.33
28101;Olmeda de las Fuentes;CAMPIÑA;Madrid;Comunidad de Madrid;408.0;16.52;19.7;<=30 km;3.18;14.29
47146;San Miguel del Pino;SUR;Valladolid;Castilla y León;367.0;7.45;19.73;<=30 km;3.24;4.86
28028;Bustarviejo;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;2829.0;56.13;19.77;<=30 km;8.65;4.74
08143;Òdena;ANOIA;Barcelona;Cataluña/Catalunya;3710.0;52.27;19.78;<=30 km;2.02;0.79
08164;El Pla del Penedès;ALT PENEDÉS;Barcelona;Cataluña/Catalunya;1352.0;9.53;19.81;<=30 km;3.73;3.52
28174;Villamanta;SUR OCCIDENTAL;Madrid;Comunidad de Madrid;2823.0;63.24;19.85;<=30 km;5.68;6.81
43079;Masllorenç;BAIX PENEDES;Tarragona;Cataluña/Catalunya;573.0;6.59;19.87;<=30 km;2.01;12.8
17222;Vilaür;ALT EMPORDA;Girona;Cataluña/Catalunya;170.0;5.7;19.88;<=30 km;10.2;4.94
45086;Lucillos;TALAVERA;Toledo;Castilla-La Mancha;629.0;40.54;19.94;<=30 km;3.14;6.43
28102;Orusco de Tajuña;VEGAS;Madrid;Comunidad de Madrid;1511.0;21.36;19.96;<=30 km;7.4;17.04
