Mun_Code,Mun,pop_1996_2008 (k=12),pop_1998_2010 (k=12),pop_1999_2011 (k=12),pop_2000_2012 (k=12),pop_2001_2013 (k=12),pop_2002_2014 (k=12),pop_2003_2015 (k=12),pop_2004_2016 (k=12),pop_2005_2017 (k=12),pop_2006_2018 (k=12),pop_2007_2019 (k=12),pop_2008_2020 (k=12),pop_2009_2021 (k=12),pop_2010_2022 (k=12),pop_2011_2023 (k=12),pop_2012_2024 (k=12)
16161,Piqueras del Castillo,-20.0,-9.876543209876543,0.0,-17.28395061728395,-22.78481012658228,-21.794871794871796,-28.749999999999996,-25.609756097560975,-30.37974683544304,-29.333333333333332,-34.24657534246575,-33.33333333333333,-33.82352941176471,-36.986301369863014,-43.20987654320987,-40.298507462686565
16162,Portalrubio de Guadamejud,-53.333333333333336,-57.446808510638306,-41.75824175824176,-46.666666666666664,-50.56179775280899,-52.87356321839081,-56.52173913043478,-58.2089552238806,-58.06451612903226,-42.5531914893617,-58.490566037735846,-38.775510204081634,-20.454545454545457,-22.5,-32.075471698113205,-12.5
16163,Portilla,-16.0,-12.903225806451612,-15.555555555555555,-16.129032258064516,-29.411764705882355,-22.916666666666664,-25.252525252525253,-26.0,-25.0,-31.182795698924732,-33.70786516853933,-27.380952380952383,-29.268292682926827,-28.39506172839506,-26.31578947368421,-21.794871794871796
16165,Poyatos,-10.084033613445378,-19.82758620689655,-26.82926829268293,-26.08695652173913,-31.19266055045872,-36.69724770642202,-35.57692307692308,-40.0,-34.73684210526316,-36.17021276595745,-54.47154471544715,-50.467289719626166,-42.0,-37.634408602150536,-17.77777777777778,-16.470588235294116
16166,Pozoamargo,14.329268292682926,19.74921630094044,23.809523809523807,14.939024390243901,3.91566265060241,1.2307692307692308,-3.7151702786377707,-6.508875739644971,-13.218390804597702,-24.083769633507853,-24.352331606217618,-22.666666666666664,-22.311827956989248,-26.96335078534031,-30.512820512820515,-29.708222811671085
16167,Pozorrubio de Santiago,-25.95978062157221,-26.003824091778206,-24.26614481409002,-26.147704590818364,-26.16632860040568,-25.42016806722689,-22.991071428571427,-23.54260089686099,-28.893905191873586,-28.066037735849058,-21.601941747572813,-23.950617283950617,-18.274111675126903,-16.795865633074936,-16.5374677002584,-16.486486486486488
16169,"Pozuelo, El",-5.660377358490567,-11.538461538461538,-2.1505376344086025,-15.909090909090908,-30.107526881720432,-41.584158415841586,-43.63636363636363,-49.557522123893804,-50.45871559633027,-50.48543689320388,-53.77358490566038,-56.00000000000001,-56.52173913043478,-53.2608695652174,-50.54945054945055,-41.891891891891895
16170,Priego,14.243902439024389,10.957551826258637,10.428849902534113,10.241545893719808,4.497607655502392,2.355250245338567,-3.795066413662239,-7.509505703422054,-13.339466421343147,-16.515426497277677,-19.569120287253142,-23.484201537147737,-21.616871704745165,-21.26334519572954,-20.30008826125331,-18.930762489044696
16171,"Provencio, El",4.455445544554455,7.862981704943557,6.648627754155393,5.009784735812133,2.7680311890838207,-2.116198537899192,-3.218390804597701,-5.149564558879213,-8.43598357596118,-9.843400447427292,-6.735553004209721,-11.337951148377687,-13.528990694345024,-13.857813063875856,-13.156940920623414,-12.113306000745434
16172,Puebla de Almenara,-14.827586206896552,-20.833333333333336,-10.382513661202186,-16.18181818181818,-19.408502772643253,-21.03250478011472,-17.46031746031746,-23.408624229979466,-27.92607802874743,-28.57142857142857,-22.424242424242426,-30.364372469635626,-29.535864978902953,-31.798245614035086,-32.72357723577235,-32.32104121475054
16173,"Valle de Altomira, El",-16.187989556135772,-12.365591397849462,-15.760869565217392,-19.78319783197832,-17.52873563218391,-26.780626780626783,-23.125,-28.173374613003094,-36.31123919308357,-40.65934065934066,-36.63663663663664,-43.30218068535825,-38.50931677018634,-36.809815950920246,-32.903225806451616,-30.743243243243246
16174,Puebla del Salvador,-17.665615141955836,-11.37123745819398,-17.006802721088434,-17.132867132867133,-22.261484098939928,-21.908127208480565,-22.14022140221402,-25.274725274725274,-30.181818181818183,-30.418250950570343,-32.71375464684015,-28.35249042145594,-28.01556420233463,-27.547169811320753,-18.442622950819672,-16.877637130801688
16175,Quintanar del Rey,29.093302616422577,29.970423923759448,29.019162065605713,27.91902834008097,22.643856920684293,16.483018867924528,9.164265129682997,2.660601047697822,2.364451691805952,0.27748414376321356,0.30411212481819383,-1.669853409815169,-3.4972123669538773,-3.514538558786346,-4.921334172435494,-5.253829598683377
16176,Rada de Haro,-5.970149253731343,-3.076923076923077,15.492957746478872,17.741935483870968,8.064516129032258,-1.5384615384615385,-8.620689655172415,-24.193548387096776,-31.147540983606557,-29.230769230769234,-31.25,-9.523809523809524,-14.516129032258066,-22.22222222222222,-37.80487804878049,-35.61643835616438
