Mun_Code;Municipality;Population_2024;Distance_to_50k_city_km;Distance_class;Var_2011_2017_pct;Var_2018_2021_pct;Var_2021_2024_pct;Municipality_size;Comarca;Province;CCAA
31096;Espronceda;108,0;19,34;<=30 km;-16,92;0,0;4,85;<1,000 (very small rural);TIERRA ESTELLA;Navarra;Comunidad Foral de Navarra
10071;Descargamaría;108,0;101,62;>60 km;-31,58;-10,83;0,93;<1,000 (very small rural);CORIA;Cáceres;Extremadura
09466;Villaverde del Monte;108,0;26,82;<=30 km;-23,08;8,93;-11,48;<1,000 (very small rural);ARLANZA;Burgos;Castilla y León
08195;Sant Agustí de Lluçanès;108,0;47,52;30-60 km;-10,42;5,75;17,39;<1,000 (very small rural);OSONA;Barcelona;Cataluña/Catalunya
05122;Martínez;108,0;45,93;30-60 km;-17,31;-9,02;-2,7;<1,000 (very small rural);AVILA;Ávila;Castilla y León
20060;Orexa;108,0;22,82;<=30 km;4,1;-4,88;-7,69;<1,000 (very small rural);TOLOSA;Gipuzkoa;País Vasco/Euskadi
12113;Toga;108,0;24,88;<=30 km;-29,37;1,0;6,93;<1,000 (very small rural);LA PLANA;Castelló/Castellón;Comunitat Valenciana
37120;Encina de San Silvestre;108,0;36,09;30-60 km;-8,4;3,64;-5,26;<1,000 (very small rural);LEDESMA;Salamanca;Castilla y León
49047;Cerecinos del Carrizal;108,0;22,13;<=30 km;0,0;-7,44;-3,57;<1,000 (very small rural);CAMPOS-PAN;Zamora;Castilla y León
09294;Quintanilla de la Mata;108,0;40,64;30-60 km;-15,28;2,63;-7,69;<1,000 (very small rural);ARLANZA;Burgos;Castilla y León
37059;Buenamadre;109,0;47,41;30-60 km;-5,67;-9,85;-8,4;<1,000 (very small rural);FUENTE DE SAN ESTEBAN;Salamanca;Castilla y León
47069;Gallegos de Hornija;109,0;26,84;<=30 km;-8,84;-13,95;-1,8;<1,000 (very small rural);CENTRO;Valladolid;Castilla y León
03036;Benillup;109,0;14,45;<=30 km;5,15;7,45;7,92;<1,000 (very small rural);MONTAÑA;Alacant/Alicante;Comunitat Valenciana
19224;Pozo de Almoguera;109,0;33,14;30-60 km;-19,67;-1,89;4,81;<1,000 (very small rural);CAMPIÑA;Guadalajara;Castilla-La Mancha
16040;Buenache de la Sierra;109,0;8,91;<=30 km;-16,96;16,67;3,81;<1,000 (very small rural);SERRANIA MEDIA;Cuenca;Castilla-La Mancha
19102;El Cubillo de Uceda;109,0;27,65;<=30 km;-31,32;9,32;-15,5;<1,000 (very small rural);CAMPIÑA;Guadalajara;Castilla-La Mancha
19196;Muduex;109,0;27,62;<=30 km;-7,76;-0,98;7,92;<1,000 (very small rural);ALCARRIA ALTA;Guadalajara;Castilla-La Mancha
37146;Gallegos de Solmirón;109,0;50,92;30-60 km;-14,48;0,0;-5,22;<1,000 (very small rural);ALBA DE TORMES;Salamanca;Castilla y León
49188;San Esteban del Molar;109,0;51,22;30-60 km;-19,5;-15,04;-3,54;<1,000 (very small rural);CAMPOS-PAN;Zamora;Castilla y León
46121;Estubeny;109,0;34,98;30-60 km;-7,75;-6,56;-4,39;<1,000 (very small rural);ENGUERA Y LA CANAL;València/Valencia;Comunitat Valenciana
16043;Campillos-Paravientos;110,0;46,86;30-60 km;-6,5;-10,62;8,91;<1,000 (very small rural);SERRANIA BAJA;Cuenca;Castilla-La Mancha
49048;Cernadilla;110,0;54,71;30-60 km;-26,63;-2,59;-2,65;<1,000 (very small rural);SANABRIA;Zamora;Castilla y León
45146;Retamoso de la Jara;110,0;24,44;<=30 km;-10,26;-7,62;13,4;<1,000 (very small rural);LA JARA;Toledo;Castilla-La Mancha
37338;Valdunciel;110,0;16,58;<=30 km;-6,73;3,0;6,8;<1,000 (very small rural);SALAMANCA;Salamanca;Castilla y León
26073;Herramélluri;110,0;46,04;30-60 km;2,83;-7,27;7,84;<1,000 (very small rural);RIOJA ALTA;La Rioja;La Rioja
05036;El Bohodón;110,0;29,22;<=30 km;-15,44;-7,14;-5,98;<1,000 (very small rural);AREVALO-MADRIGAL;Ávila;Castilla y León
31024;Arano;110,0;13,26;<=30 km;-11,29;-1,72;-3,51;<1,000 (very small rural);NORD OCCIDENTAL;Navarra;Comunidad Foral de Navarra
40046;Castillejo de Mesleón;110,0;63,82;>60 km;-14,56;-7,69;-8,33;<1,000 (very small rural);SEPULVEDA;Segovia;Castilla y León
42154;Renieblas;110,0;74,22;>60 km;0,0;4,72;-0,9;<1,000 (very small rural);CAMPO DE GOMARA;Soria;Castilla y León
50134;Langa del Castillo;110,0;64,65;>60 km;-8,28;-12,12;-5,17;<1,000 (very small rural);DAROCA;Zaragoza;Aragón
42141;La Póveda de Soria;110,0;50,12;30-60 km;-3,39;5,66;-1,79;<1,000 (very small rural);TIERRAS ALTAS Y VALLE DEL TERA;Soria;Castilla y León
19135;Hiendelaencina;110,0;51,12;30-60 km;-24,52;-0,85;-5,98;<1,000 (very small rural);SIERRA;Guadalajara;Castilla-La Mancha
44026;Arcos de las Salinas;110,0;74,61;>60 km;6,0;6,67;-1,79;<1,000 (very small rural);HOYA DE TERUEL;Teruel;Aragón
37353;Villalba de los Llanos;110,0;31,74;30-60 km;-12,74;-12,03;-5,98;<1,000 (very small rural);FUENTE DE SAN ESTEBAN;Salamanca;Castilla y León
47063;Fompedraza;111,0;54,38;30-60 km;-19,55;-6,36;7,77;<1,000 (very small rural);SURESTE;Valladolid;Castilla y León
37101;Cerralbo;111,0;75,93;>60 km;-25,58;-14,94;-15,27;<1,000 (very small rural);VITIGUDINO;Salamanca;Castilla y León
24096;Maraña;111,0;54,62;30-60 km;-24,38;-4,24;-1,77;<1,000 (very small rural);LA MONTAÑA DE RIAÑO;León;Castilla y León
22012;Albero Bajo;111,0;12,0;<=30 km;26,61;-2,84;-18,98;<1,000 (very small rural);HOYA DE HUESCA;Huesca;Aragón
09075;Cardeñuela Riopico;111,0;11,31;<=30 km;-22,45;-2,68;1,83;<1,000 (very small rural);ARLANZON;Burgos;Castilla y León
50194;Olvés;111,0;79,6;>60 km;-12,61;-0,94;5,71;<1,000 (very small rural);CALATAYUD;Zaragoza;Aragón
31135;Javier;111,0;45,49;30-60 km;-12,07;17,92;-11,2;<1,000 (very small rural);NAVARRA MEDIA;Navarra;Comunidad Foral de Navarra
19070;Casa de Uceda;111,0;28,15;<=30 km;-29,63;5,38;13,27;<1,000 (very small rural);CAMPIÑA;Guadalajara;Castilla-La Mancha
50242;Sediles;111,0;60,89;>60 km;-13,04;13,68;2,78;<1,000 (very small rural);CALATAYUD;Zaragoza;Aragón
47140;Saelices de Mayorga;111,0;51,73;30-60 km;-14,39;-0,88;-1,77;<1,000 (very small rural);TIERRA DE CAMPOS;Valladolid;Castilla y León
43168;Vilanova de Prades;111,0;25,57;<=30 km;-9,02;-7,69;2,78;<1,000 (very small rural);CONCA DE BARBERA;Tarragona;Cataluña/Catalunya
05140;Muñomer del Peco;111,0;30,82;30-60 km;-9,79;-15,62;2,78;<1,000 (very small rural);AREVALO-MADRIGAL;Ávila;Castilla y León
49174;Requejo;111,0;55,09;30-60 km;-19,65;-3,42;-21,28;<1,000 (very small rural);SANABRIA;Zamora;Castilla y León
19108;Durón;111,0;38,97;30-60 km;-5,0;-3,67;5,71;<1,000 (very small rural);ALCARRIA BAJA;Guadalajara;Castilla-La Mancha
47100;Muriel;111,0;54,13;30-60 km;-23,08;-15,83;-5,13;<1,000 (very small rural);SUR;Valladolid;Castilla y León
26136;Santa Eulalia Bajera;111,0;34,06;30-60 km;-11,54;0,93;2,78;<1,000 (very small rural);RIOJA BAJA;La Rioja;La Rioja
12141;Zorita del Maestrazgo;111,0;83,34;>60 km;-21,33;3,57;-4,31;<1,000 (very small rural);ALTO MAESTRAZGO;Castelló/Castellón;Comunitat Valenciana
50213;Plenas;111,0;63,3;>60 km;-24,44;-0,99;11,0;<1,000 (very small rural);ZARAGOZA;Zaragoza;Aragón
44063;Cañizar del Olivar;111,0;100,1;>60 km;-12,26;7,14;5,71;<1,000 (very small rural);SERRANIA DE MONTALBAN;Teruel;Aragón
28071;Horcajuelo de la Sierra;111,0;50,4;30-60 km;-13,73;19,1;4,72;<1,000 (very small rural);LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid
05130;Mironcillo;112,0;19,09;<=30 km;-14,68;10,53;6,67;<1,000 (very small rural);AVILA;Ávila;Castilla y León
50202;Paracuellos de la Ribera;112,0;59,58;30-60 km;-8,56;-17,09;-14,5;<1,000 (very small rural);CALATAYUD;Zaragoza;Aragón
47073;Herrín de Campos;112,0;35,45;30-60 km;-15,03;-6,3;-5,88;<1,000 (very small rural);TIERRA DE CAMPOS;Valladolid;Castilla y León
44138;Loscos;112,0;69,34;>60 km;-22,35;-5,43;-8,2;<1,000 (very small rural);SERRANIA DE MONTALBAN;Teruel;Aragón
10057;Casas de Miravete;112,0;71,96;>60 km;-13,95;-7,86;-13,18;<1,000 (very small rural);NAVALMORAL DE LA MATA;Cáceres;Extremadura
44109;Frías de Albarracín;112,0;34,75;30-60 km;-17,76;-9,48;6,67;<1,000 (very small rural);SERRANIA DE ALBARRACIN;Teruel;Aragón
31214;Salinas de Oro/Jaitz;112,0;19,25;<=30 km;-4,24;-1,82;3,7;<1,000 (very small rural);TIERRA ESTELLA;Navarra;Comunidad Foral de Navarra
47221;Villanueva de los Infantes;112,0;25,08;<=30 km;-9,76;-1,87;6,67;<1,000 (very small rural);CENTRO;Valladolid;Castilla y León
37086;Carpio de Azaba;112,0;91,13;>60 km;-7,89;16,0;-3,45;<1,000 (very small rural);CIUDAD RODRIGO;Salamanca;Castilla y León
22177;Perarrúa;112,0;65,91;>60 km;0,0;-1,83;4,67;<1,000 (very small rural);RIBARGORZA;Huesca;Aragón
50028;Anento;112,0;75,42;>60 km;-30,08;-4,21;23,08;<1,000 (very small rural);DAROCA;Zaragoza;Aragón
09148;Grijalba;112,0;37,05;30-60 km;-13,45;11,0;0,9;<1,000 (very small rural);PISUERGA;Burgos;Castilla y León
50071;Campillo de Aragón;112,0;98,07;>60 km;2,65;-11,41;-15,15;<1,000 (very small rural);CALATAYUD;Zaragoza;Aragón
17099;Meranges;112,0;82,15;>60 km;3,12;-1,02;15,46;<1,000 (very small rural);CERDANYA;Girona;Cataluña/Catalunya
22036;Argavieso;112,0;15,01;<=30 km;-15,25;18,75;-1,75;<1,000 (very small rural);HOYA DE HUESCA;Huesca;Aragón
37276;Salmoral;112,0;42,99;30-60 km;-36,11;-9,49;-9,68;<1,000 (very small rural);PEÑARANDA DE BRACAMONTE;Salamanca;Castilla y León
31255;Villamayor de Monjardín;113,0;31,57;30-60 km;-17,27;-2,5;-3,42;<1,000 (very small rural);TIERRA ESTELLA;Navarra;Comunidad Foral de Navarra
05056;Castellanos de Zapardiel;113,0;51,3;30-60 km;-6,86;-1,05;20,21;<1,000 (very small rural);AREVALO-MADRIGAL;Ávila;Castilla y León
37283;Sando;113,0;35,58;30-60 km;-14,77;-7,2;-2,59;<1,000 (very small rural);LEDESMA;Salamanca;Castilla y León
02082;Villatoya;113,0;63,24;>60 km;-21,32;13,68;4,63;<1,000 (very small rural);MANCHUELA;Albacete;Castilla-La Mancha
49014;Arquillinos;113,0;26,06;<=30 km;-13,77;3,45;-5,83;<1,000 (very small rural);CAMPOS-PAN;Zamora;Castilla y León
16209;Torralba;113,0;27,3;<=30 km;-24,55;-4,39;3,67;<1,000 (very small rural);ALCARRIA;Cuenca;Castilla-La Mancha
42168;Santa María de las Hoyas;113,0;78,61;>60 km;-24,29;-14,71;29,89;<1,000 (very small rural);BURGO DE OSMA;Soria;Castilla y León
47190;Velilla;113,0;21,07;<=30 km;-8,87;1,77;-1,74;<1,000 (very small rural);CENTRO;Valladolid;Castilla y León
44044;Bordón;113,0;80,94;>60 km;-26,03;9,43;-2,59;<1,000 (very small rural);BAJO ARAGON;Teruel;Aragón
19096;Condemios de Arriba;113,0;61,22;>60 km;-24,18;5,71;1,8;<1,000 (very small rural);SIERRA;Guadalajara;Castilla-La Mancha
44177;Pancrudo;113,0;99,51;>60 km;-14,39;8,18;-5,04;<1,000 (very small rural);SERRANIA DE MONTALBAN;Teruel;Aragón
43046;Conesa;113,0;42,55;30-60 km;-13,95;2,91;6,6;<1,000 (very small rural);CONCA DE BARBERA;Tarragona;Cataluña/Catalunya
50205;Las Pedrosas;113,0;38,67;30-60 km;-9,4;6,67;17,71;<1,000 (very small rural);EGEA DE LOS CABALLEROS;Zaragoza;Aragón
12103;la Serratella;113,0;35,4;30-60 km;-1,94;-8,91;22,83;<1,000 (very small rural);LLANOS CENTRALES;Castelló/Castellón;Comunitat Valenciana
47083;Matilla de los Caños;113,0;19,78;<=30 km;7,07;-12,15;20,21;<1,000 (very small rural);CENTRO;Valladolid;Castilla y León
12041;Castillo de Villamalefa;113,0;31,19;30-60 km;-9,65;1,98;9,71;<1,000 (very small rural);PEÑAGOLOSA;Castelló/Castellón;Comunitat Valenciana
22032;Aragüés del Puerto;114,0;69,18;>60 km;-14,29;0,0;-1,72;<1,000 (very small rural);JACETANIA;Huesca;Aragón
49075;Fresno de la Polvorosa;114,0;58,28;30-60 km;-12,73;-10,14;-8,06;<1,000 (very small rural);BENAVENTE Y LOS VALLES;Zamora;Castilla y León
37225;Pajares de la Laguna;114,0;20,87;<=30 km;-17,65;-7,96;9,62;<1,000 (very small rural);SALAMANCA;Salamanca;Castilla y León
47088;Melgar de Abajo;114,0;51,73;30-60 km;-28,17;9,09;-5,0;<1,000 (very small rural);TIERRA DE CAMPOS;Valladolid;Castilla y León
34034;Boadilla del Camino;114,0;36,75;30-60 km;-5,65;5,22;-5,79;<1,000 (very small rural);CAMPOS;Palencia;Castilla y León
09409;Valle de Manzanedo;115,0;56,01;30-60 km;-29,76;4,76;-12,88;<1,000 (very small rural);MERINDADES;Burgos;Castilla y León
44035;Barrachina;115,0;89,67;>60 km;-16,55;-4,24;1,77;<1,000 (very small rural);CUENCA DEL JILOCA;Teruel;Aragón
19333;Zaorejas;115,0;63,67;>60 km;-17,9;-16,8;10,58;<1,000 (very small rural);ALCARRIA BAJA;Guadalajara;Castilla-La Mancha
26082;Laguna de Cameros;115,0;34,81;30-60 km;-16,2;-5,17;4,55;<1,000 (very small rural);SIERRA RIOJA MEDIA;La Rioja;La Rioja
09480;Zael;115,0;30,42;30-60 km;-1,71;4,46;-1,71;<1,000 (very small rural);ARLANZA;Burgos;Castilla y León
50133;Lagata;115,0;53,51;30-60 km;-17,93;2,7;0,88;<1,000 (very small rural);ZARAGOZA;Zaragoza;Aragón
44093;Cuevas de Almudén;115,0;104,72;>60 km;-2,13;-3,28;-2,54;<1,000 (very small rural);SERRANIA DE MONTALBAN;Teruel;Aragón
09316;Revilla Vallejera;115,0;40,48;30-60 km;11,65;-12,17;13,86;<1,000 (very small rural);PISUERGA;Burgos;Castilla y León
42028;Ausejo de la Sierra;115,0;62,3;>60 km;22,06;1,11;26,37;<1,000 (very small rural);TIERRAS ALTAS Y VALLE DEL TERA;Soria;Castilla y León
19150;Hueva;115,0;26,74;<=30 km;-2,74;-19,23;9,52;<1,000 (very small rural);CAMPIÑA;Guadalajara;Castilla-La Mancha
09025;Arija;115,0;39,42;30-60 km;-23,6;-6,35;-2,54;<1,000 (very small rural);MERINDADES;Burgos;Castilla y León
05258;Villanueva de Gómez;115,0;25,36;<=30 km;-4,17;-12,12;-0,86;<1,000 (very small rural);AREVALO-MADRIGAL;Ávila;Castilla y León
19174;Matillas;115,0;44,18;30-60 km;-27,38;-8,49;18,56;<1,000 (very small rural);ALCARRIA ALTA;Guadalajara;Castilla-La Mancha
31231;Torres del Río;115,0;16,35;<=30 km;-17,95;0,0;-5,74;<1,000 (very small rural);TIERRA ESTELLA;Navarra;Comunidad Foral de Navarra
40108;Laguna de Contreras;115,0;65,46;>60 km;-2,48;-4,5;8,49;<1,000 (very small rural);SEPULVEDA;Segovia;Castilla y León
25201;Sarroca de Bellera;115,0;90,02;>60 km;-5,51;0,0;-4,17;<1,000 (very small rural);PALLARS JUSSA;Lleida;Cataluña/Catalunya
10208;Villa del Rey;116,0;44,35;30-60 km;-12,5;-5,88;-9,38;<1,000 (very small rural);BROZAS;Cáceres;Extremadura
22114;Gistaín;116,0;87,47;>60 km;-5,33;-10,74;-12,78;<1,000 (very small rural);SOBRARBE;Huesca;Aragón
12055;Xodos/Chodos;116,0;33,39;30-60 km;-8,0;-3,54;6,42;<1,000 (very small rural);PEÑAGOLOSA;Castelló/Castellón;Comunitat Valenciana
02047;Masegoso;116,0;44,86;30-60 km;-1,71;-7,08;10,48;<1,000 (very small rural);SIERRA ALCARAZ;Albacete;Castilla-La Mancha
47183;Valdunquillo;116,0;62,27;>60 km;-19,43;3,76;-15,94;<1,000 (very small rural);TIERRA DE CAMPOS;Valladolid;Castilla y León
22221;Sesué;116,0;88,35;>60 km;-3,82;-3,15;-5,69;<1,000 (very small rural);RIBARGORZA;Huesca;Aragón
03032;Benifallim;116,0;9,62;<=30 km;-3,48;-4,63;12,62;<1,000 (very small rural);MONTAÑA;Alacant/Alicante;Comunitat Valenciana
31181;Navascués/Nabaskoze;116,0;44,83;30-60 km;-16,67;-12,68;-6,45;<1,000 (very small rural);PIRINEOS;Navarra;Comunidad Foral de Navarra
09175;Humada;116,0;46,82;30-60 km;-11,97;1,65;-5,69;<1,000 (very small rural);PARAMOS;Burgos;Castilla y León
49027;Brime de Sog;116,0;63,54;>60 km;-20,44;-4,48;-9,38;<1,000 (very small rural);BENAVENTE Y LOS VALLES;Zamora;Castilla y León
49265;Villardiegua de la Ribera;116,0;32,7;30-60 km;-11,26;-10,32;2,65;<1,000 (very small rural);SAYAGO;Zamora;Castilla y León
49086;Gallegos del Pan;116,0;20,38;<=30 km;-17,02;-2,68;6,42;<1,000 (very small rural);CAMPOS-PAN;Zamora;Castilla y León
50031;Aranda de Moncayo;117,0;72,24;>60 km;-16,35;-12,5;-16,43;<1,000 (very small rural);CALATAYUD;Zaragoza;Aragón
19065;Cantalojas;117,0;65,85;>60 km;-11,05;1,39;-19,86;<1,000 (very small rural);SIERRA;Guadalajara;Castilla-La Mancha
44173;Los Olmos;117,0;94,6;>60 km;-6,87;-3,28;-0,85;<1,000 (very small rural);BAJO ARAGON;Teruel;Aragón
05191;Pradosegar;117,0;38,82;30-60 km;-13,73;-17,46;12,5;<1,000 (very small rural);AVILA;Ávila;Castilla y León
44222;Torrecilla del Rebollar;117,0;85,7;>60 km;-6,85;-3,94;-4,1;<1,000 (very small rural);SERRANIA DE MONTALBAN;Teruel;Aragón
49258;Villanueva de Campeán;117,0;18,52;<=30 km;-21,62;0,87;0,86;<1,000 (very small rural);DUERO BAJO;Zamora;Castilla y León
05123;Mediana de Voltoya;117,0;9,1;<=30 km;0,0;13,33;-1,68;<1,000 (very small rural);AVILA;Ávila;Castilla y León
34091;Lagartos;117,0;53,94;30-60 km;-6,21;-5,88;-8,59;<1,000 (very small rural);SALDAÑA-VALDAVIA;Palencia;Castilla y León
40231;Yanguas de Eresma;117,0;19,39;<=30 km;-6,04;-5,97;-7,14;<1,000 (very small rural);CUELLAR;Segovia;Castilla y León
49057;Cubo de Benavente;117,0;51,88;30-60 km;-11,19;4,35;-2,5;<1,000 (very small rural);BENAVENTE Y LOS VALLES;Zamora;Castilla y León
40059;Collado Hermoso;118,0;25,97;<=30 km;-23,78;4,88;-8,53;<1,000 (very small rural);SEGOVIA;Segovia;Castilla y León
47232;La Zarza;118,0;43,79;30-60 km;-7,94;3,51;0,0;<1,000 (very small rural);SURESTE;Valladolid;Castilla y León
50171;Moneva;118,0;60,7;>60 km;-20,16;28,72;-2,48;<1,000 (very small rural);ZARAGOZA;Zaragoza;Aragón
44082;Corbalán;118,0;88,09;>60 km;6,86;-0,92;9,26;<1,000 (very small rural);HOYA DE TERUEL;Teruel;Aragón
09374;Susinos del Páramo;118,0;23,36;<=30 km;-11,97;9,71;4,42;<1,000 (very small rural);ARLANZON;Burgos;Castilla y León
19120;Fuentelahiguera de Albatages;118,0;19,32;<=30 km;-3,03;0,76;-10,61;<1,000 (very small rural);CAMPIÑA;Guadalajara;Castilla-La Mancha
03016;Almudaina;118,0;16,53;<=30 km;-13,74;12,5;0,85;<1,000 (very small rural);MONTAÑA;Alacant/Alicante;Comunitat Valenciana
34127;Perales;118,0;21,78;<=30 km;-38,71;1,11;29,67;<1,000 (very small rural);CAMPOS;Palencia;Castilla y León
12090;Pina de Montalgrao;118,0;45,41;30-60 km;-18,79;0,0;3,51;<1,000 (very small rural);PALANCIA;Castelló/Castellón;Comunitat Valenciana
49040;Castrillo de la Guareña;118,0;42,4;30-60 km;-4,65;-4,13;1,72;<1,000 (very small rural);DUERO BAJO;Zamora;Castilla y León
22107;Fanlo;118,0;63,53;>60 km;-22,73;6,19;14,56;<1,000 (very small rural);SOBRARBE;Huesca;Aragón
16051;Cañaveruelas;118,0;51,38;30-60 km;-22,35;-5,8;-9,23;<1,000 (very small rural);ALCARRIA;Cuenca;Castilla-La Mancha
19242;Romanones;118,0;17,85;<=30 km;-17,56;4,0;13,46;<1,000 (very small rural);CAMPIÑA;Guadalajara;Castilla-La Mancha
09232;Neila;119,0;62,62;>60 km;-23,83;-8,86;-17,36;<1,000 (very small rural);DEMANDA;Burgos;Castilla y León
47059;Curiel de Duero;119,0;53,9;30-60 km;-1,53;-6,35;0,85;<1,000 (very small rural);SURESTE;Valladolid;Castilla y León
43151;La Torre de Fontaubella;119,0;21,72;<=30 km;-2,14;-6,57;-7,03;<1,000 (very small rural);PRIORAT;Tarragona;Cataluña/Catalunya
31148;Legaria;119,0;30,03;30-60 km;-14,04;-1,82;10,19;<1,000 (very small rural);TIERRA ESTELLA;Navarra;Comunidad Foral de Navarra
16006;Albendea;119,0;45,43;30-60 km;-17,2;-2,4;-2,46;<1,000 (very small rural);ALCARRIA;Cuenca;Castilla-La Mancha
37340;Valsalabroso;119,0;70,21;>60 km;-8,93;-10,74;-10,53;<1,000 (very small rural);VITIGUDINO;Salamanca;Castilla y León
49192;San Miguel del Valle;119,0;61,84;>60 km;-26,06;-9,22;-7,03;<1,000 (very small rural);BENAVENTE Y LOS VALLES;Zamora;Castilla y León
31003;Abaurregaina/Abaurrea Alta;119,0;37,93;30-60 km;-9,49;5,79;-7,03;<1,000 (very small rural);PIRINEOS;Navarra;Comunidad Foral de Navarra
44175;Orrios;119,0;97,31;>60 km;-16,99;3,17;-8,46;<1,000 (very small rural);HOYA DE TERUEL;Teruel;Aragón
40017;Anaya;119,0;15,55;<=30 km;-16,78;-6,87;-2,46;<1,000 (very small rural);CUELLAR;Segovia;Castilla y León
26068;Gimileo;120,0;31,41;30-60 km;-30,99;-2,59;6,19;<1,000 (very small rural);RIOJA ALTA;La Rioja;La Rioja
37214;Nava de Francia;120,0;60,82;>60 km;0,72;-9,92;1,69;<1,000 (very small rural);LA SIERRA;Salamanca;Castilla y León
44055;Camarillas;120,0;93,02;>60 km;-31,54;-4,65;46,34;<1,000 (very small rural);SERRANIA DE MONTALBAN;Teruel;Aragón
40081;Frumales;120,0;52,21;30-60 km;-33,14;-4,31;8,11;<1,000 (very small rural);CUELLAR;Segovia;Castilla y León
09288;Quintanapalla;120,0;13,86;<=30 km;2,75;5,41;2,56;<1,000 (very small rural);ARLANZON;Burgos;Castilla y León
40230;Villeguillo;120,0;48,42;30-60 km;-33,33;-7,21;16,5;<1,000 (very small rural);CUELLAR;Segovia;Castilla y León
24217;Villamoratiel de las Matas;120,0;30,09;30-60 km;2,52;-18,35;-6,98;<1,000 (very small rural);ESLA-CAMPOS;León;Castilla y León
25022;Alòs de Balaguer;120,0;44,3;30-60 km;-7,25;-6,87;-1,64;<1,000 (very small rural);NOGUERA;Lleida;Cataluña/Catalunya
37321;Tenebrón;121,0;69,56;>60 km;-8,77;-10,6;-10,37;<1,000 (very small rural);CIUDAD RODRIGO;Salamanca;Castilla y León
09405;Valdezate;121,0;68,2;>60 km;-10,97;-8,82;-2,42;<1,000 (very small rural);LA RIBERA;Burgos;Castilla y León
49225;Uña de Quintana;121,0;57,48;30-60 km;-19,43;-3,57;-10,37;<1,000 (very small rural);BENAVENTE Y LOS VALLES;Zamora;Castilla y León
46152;Llocnou de la Corona;121,0;2,03;<=30 km;-25,64;5,08;-2,42;<1,000 (very small rural);HUERTA DE VALENCIA;València/Valencia;Comunitat Valenciana
25154;Els Omells de na Gaia;121,0;38,88;30-60 km;-7,53;-5,22;-4,72;<1,000 (very small rural);URGELL;Lleida;Cataluña/Catalunya
47191;Velliza;121,0;16,82;<=30 km;-7,69;9,26;2,54;<1,000 (very small rural);CENTRO;Valladolid;Castilla y León
47038;Castrillo de Duero;121,0;64,04;>60 km;-23,23;-6,36;17,48;<1,000 (very small rural);SURESTE;Valladolid;Castilla y León
44196;Riodeva;121,0;73,7;>60 km;-15,34;-11,11;-5,47;<1,000 (very small rural);HOYA DE TERUEL;Teruel;Aragón
09431;Villafranca Montes de Oca;122,0;30,51;30-60 km;-19,73;-3,36;6,09;<1,000 (very small rural);DEMANDA;Burgos;Castilla y León
37251;Peromingo;122,0;55,8;30-60 km;-14,29;2,46;-2,4;<1,000 (very small rural);LA SIERRA;Salamanca;Castilla y León
44225;Torre del Compte;122,0;85,19;>60 km;-16,67;-7,58;0,0;<1,000 (very small rural);BAJO ARAGON;Teruel;Aragón
42029;Baraona;122,0;86,73;>60 km;-21,43;-10,56;-3,94;<1,000 (very small rural);ARCOS DE JALON;Soria;Castilla y León
50266;Trasobares;122,0;58,25;30-60 km;-17,12;7,5;-5,43;<1,000 (very small rural);LA ALMUNIA DE DOÑA GODINA;Zaragoza;Aragón
49150;Peque;122,0;52,7;30-60 km;-25,0;-5,26;-3,17;<1,000 (very small rural);SANABRIA;Zamora;Castilla y León
09449;Villanueva de Argaño;122,0;21,49;<=30 km;-1,82;5,56;7,02;<1,000 (very small rural);ARLANZON;Burgos;Castilla y León
31037;Arruazu;122,0;31,63;30-60 km;-9,82;-5,66;22,0;<1,000 (very small rural);NORD OCCIDENTAL;Navarra;Comunidad Foral de Navarra
26150;Tormantos;122,0;50,66;30-60 km;-14,84;-16,55;5,17;<1,000 (very small rural);RIOJA ALTA;La Rioja;La Rioja
09189;Junta de Traslaloma;122,0;41,83;30-60 km;-17,42;-6,11;-0,81;<1,000 (very small rural);MERINDADES;Burgos;Castilla y León
09277;Puentedura;122,0;34,9;30-60 km;-10,87;4,35;1,67;<1,000 (very small rural);ARLANZA;Burgos;Castilla y León
43058;La Figuera;122,0;34,75;30-60 km;-23,31;12,5;4,27;<1,000 (very small rural);PRIORAT;Tarragona;Cataluña/Catalunya
22051;Bárcabo;122,0;42,96;30-60 km;-15,08;0,95;15,09;<1,000 (very small rural);SOMONTANO;Huesca;Aragón
34132;Población de Campos;122,0;32,55;30-60 km;-2,14;3,05;-9,63;<1,000 (very small rural);CAMPOS;Palencia;Castilla y León
47216;Villán de Tordesillas;122,0;14,36;<=30 km;-12,14;-3,91;-0,81;<1,000 (very small rural);CENTRO;Valladolid;Castilla y León
25910;Josa i Tuixén;122,0;61,29;>60 km;-15,44;-15,25;22,0;<1,000 (very small rural);ALT URGELL;Lleida;Cataluña/Catalunya
42171;Serón de Nágima;122,0;107,49;>60 km;-31,25;-5,8;-6,15;<1,000 (very small rural);CAMPO DE GOMARA;Soria;Castilla y León
42158;Rioseco de Soria;123,0;97,54;>60 km;-12,77;-0,79;-1,6;<1,000 (very small rural);SORIA;Soria;Castilla y León
16902;Valdetórtola;123,0;34,63;30-60 km;-17,65;-4,62;-0,81;<1,000 (very small rural);SERRANIA MEDIA;Cuenca;Castilla-La Mancha
31213;Saldías;123,0;25,72;<=30 km;2,59;-1,72;7,89;<1,000 (very small rural);NORD OCCIDENTAL;Navarra;Comunidad Foral de Navarra
