Mun_Code;Municipality;Population_2024;Distance_to_50k_city_km;Distance_class;Var_2011_2017_pct;Var_2018_2021_pct;Var_2021_2024_pct;Municipality_size;Comarca;Province;CCAA
05189;Poyales del Hoyo;487,0;36,0;30-60 km;-12,88;-11,2;13,79;<1,000 (very small rural);VALLE DEL TIETAR;Ávila;Castilla y León
02020;Carcelén;487,0;54,83;30-60 km;-22,01;-2,36;-1,81;<1,000 (very small rural);MANCHUELA;Albacete;Castilla-La Mancha
22057;Bielsa;487,0;78,23;>60 km;-4,44;1,05;1,25;<1,000 (very small rural);SOBRARBE;Huesca;Aragón
44016;Alfambra;487,0;88,05;>60 km;-18,17;-9,04;0,83;<1,000 (very small rural);HOYA DE TERUEL;Teruel;Aragón
26014;Anguiano;488,0;35,35;30-60 km;-6,81;0,39;-4,5;<1,000 (very small rural);SIERRA RIOJA ALTA;La Rioja;La Rioja
31185;Ochagavía/Otsagabia;488,0;49,63;30-60 km;-14,56;-6,42;-1,61;<1,000 (very small rural);PIRINEOS;Navarra;Comunidad Foral de Navarra
49172;Rabanales;488,0;46,18;30-60 km;-19,14;-5,49;-2,2;<1,000 (very small rural);ALISTE;Zamora;Castilla y León
13026;Cabezarrubias del Puerto;488,0;51,36;30-60 km;-10,58;-4,52;4,95;<1,000 (very small rural);PASTOS;Ciudad Real;Castilla-La Mancha
47071;Geria;488,0;13,1;<=30 km;3,04;-2,29;-4,69;<1,000 (very small rural);CENTRO;Valladolid;Castilla y León
05201;San Bartolomé de Pinares;489,0;19,44;<=30 km;-10,21;-5,79;-6,14;<1,000 (very small rural);VALLE BAJO ALBERCHE;Ávila;Castilla y León
46023;Alfauir;489,0;6,6;<=30 km;2,05;6,14;4,71;<1,000 (very small rural);GANDIA;València/Valencia;Comunitat Valenciana
12130;Villahermosa del Río;490,0;39,34;30-60 km;-4,6;3,03;2,94;<1,000 (very small rural);PEÑAGOLOSA;Castelló/Castellón;Comunitat Valenciana
47210;Villalar de los Comuneros;490,0;34,38;30-60 km;-2,55;3,28;3,59;<1,000 (very small rural);CENTRO;Valladolid;Castilla y León
34135;Pomar de Valdivia;490,0;61,94;>60 km;-9,5;2,59;3,16;<1,000 (very small rural);AGUILAR;Palencia;Castilla y León
09098;Cerezo de Río Tirón;490,0;47,89;30-60 km;-7,04;-7,48;-7,89;<1,000 (very small rural);BUREBA-EBRO;Burgos;Castilla y León
22156;Monflorite-Lascasas;490,0;6,89;<=30 km;20,32;7,2;13,43;<1,000 (very small rural);HOYA DE HUESCA;Huesca;Aragón
06082;Mengabril;491,0;41,32;30-60 km;1,08;3,6;0,41;<1,000 (very small rural);DON BENITO;Badajoz;Extremadura
17098;Maià de Montcal;491,0;26,18;<=30 km;-5,32;13,56;4,69;<1,000 (very small rural);GARROTXA;Girona;Cataluña/Catalunya
17054;Colera;491,0;52,3;30-60 km;-18,89;-0,65;6,28;<1,000 (very small rural);ALT EMPORDA;Girona;Cataluña/Catalunya
46108;Chera;491,0;42,22;30-60 km;-19,2;-0,81;0,2;<1,000 (very small rural);REQUENA-UTIEL;València/Valencia;Comunitat Valenciana
33013;Caravia;492,0;39,96;30-60 km;-9,58;6,29;-2,96;<1,000 (very small rural);GIJON;Asturias;Principado de Asturias
24185;Val de San Lorenzo;492,0;35,35;30-60 km;-10,21;-3,69;-0,81;<1,000 (very small rural);ASTORGA;León;Castilla y León
17217;Viladamat;492,0;24,73;<=30 km;2,18;1,07;4,46;<1,000 (very small rural);ALT EMPORDA;Girona;Cataluña/Catalunya
27053;Ribeira de Piquín;492,0;36,74;30-60 km;-15,29;-5,52;-4,09;<1,000 (very small rural);TERRA CHA;Lugo;Galicia
10211;Villanueva de la Sierra;493,0;92,72;>60 km;-10,66;8,55;4,89;<1,000 (very small rural);CORIA;Cáceres;Extremadura
26023;Badarán;493,0;30,94;30-60 km;-14,79;0,0;-1,79;<1,000 (very small rural);RIOJA ALTA;La Rioja;La Rioja
19279;Torre del Burgo;493,0;19,49;<=30 km;71,5;-6,37;4,89;<1,000 (very small rural);ALCARRIA ALTA;Guadalajara;Castilla-La Mancha
12051;Culla;493,0;35,21;30-60 km;-15,13;1,19;-3,33;<1,000 (very small rural);LLANOS CENTRALES;Castelló/Castellón;Comunitat Valenciana
21037;El Granado;493,0;52,09;30-60 km;-8,11;-0,39;-4,64;<1,000 (very small rural);ANDEVALO OCCIDENTAL;Huelva;Andalucía
46241;Titaguas;494,0;67,36;>60 km;-13,13;2,4;5,11;<1,000 (very small rural);ALTO TURIA;València/Valencia;Comunitat Valenciana
17078;Ger;494,0;79,83;>60 km;-9,42;17,02;-1,59;<1,000 (very small rural);CERDANYA;Girona;Cataluña/Catalunya
24152;Santa Colomba de Somoza;494,0;22,72;<=30 km;-1,39;2,78;-4,63;<1,000 (very small rural);ASTORGA;León;Castilla y León
04081;Santa Fe de Mondújar;494,0;20,53;<=30 km;-9,87;10,42;3,56;<1,000 (very small rural);CAMPO NIJAR Y BAJO ANDARAX;Almería;Andalucía
25194;Sant Ramon;495,0;38,93;30-60 km;-8,15;0,4;-0,4;<1,000 (very small rural);SEGARRA;Lleida;Cataluña/Catalunya
16269;Villares del Saz;495,0;60,33;>60 km;-22,52;-4,08;10,74;<1,000 (very small rural);MANCHA ALTA;Cuenca;Castilla-La Mancha
45049;Cervera de los Montes;495,0;11,48;<=30 km;16,07;-0,98;-1,79;<1,000 (very small rural);TALAVERA;Toledo;Castilla-La Mancha
05093;Herradón de Pinares;495,0;12,27;<=30 km;-8,57;7,65;13,53;<1,000 (very small rural);VALLE BAJO ALBERCHE;Ávila;Castilla y León
09908;Valle de Losa;496,0;36,3;30-60 km;-13,23;-2,01;1,64;<1,000 (very small rural);MERINDADES;Burgos;Castilla y León
37103;Cespedosa de Tormes;496,0;47,58;30-60 km;-14,33;5,71;-4,25;<1,000 (very small rural);ALBA DE TORMES;Salamanca;Castilla y León
49152;Pereruela;496,0;13,84;<=30 km;-14,79;-4,81;-3,5;<1,000 (very small rural);SAYAGO;Zamora;Castilla y León
49064;Fariza;496,0;39,9;30-60 km;-13,56;-6,68;1,43;<1,000 (very small rural);SAYAGO;Zamora;Castilla y León
02002;Alatoz;497,0;47,16;30-60 km;-8,11;-6,24;0,2;<1,000 (very small rural);MANCHUELA;Albacete;Castilla-La Mancha
17024;Bolvir;497,0;77,56;>60 km;-3,31;27,68;1,64;<1,000 (very small rural);CERDANYA;Girona;Cataluña/Catalunya
45190;Villaminaya;497,0;20,84;<=30 km;-9,06;-4,82;-3,12;<1,000 (very small rural);LA MANCHA;Toledo;Castilla-La Mancha
12107;Sot de Ferrer;498,0;16,28;<=30 km;-2,94;0,0;16,36;<1,000 (very small rural);PALANCIA;Castelló/Castellón;Comunitat Valenciana
06075;Magacela;498,0;60,78;>60 km;-7,76;-2,85;-2,54;<1,000 (very small rural);DON BENITO;Badajoz;Extremadura
40233;Zarzuela del Monte;498,0;17,74;<=30 km;-14,38;1,39;-2,73;<1,000 (very small rural);SEGOVIA;Segovia;Castilla y León
43113;El Pont d'Armentera;498,0;31,11;30-60 km;-14,07;-3,71;1,01;<1,000 (very small rural);ALT CAMP;Tarragona;Cataluña/Catalunya
43107;Pira;498,0;30,83;30-60 km;0,0;-0,99;0,0;<1,000 (very small rural);CONCA DE BARBERA;Tarragona;Cataluña/Catalunya
19327;Yebra;498,0;37,02;30-60 km;-29,25;4,73;7,1;<1,000 (very small rural);CAMPIÑA;Guadalajara;Castilla-La Mancha
04055;Instinción;498,0;22,03;<=30 km;-11,16;7,69;7,79;<1,000 (very small rural);ALTO ANDARAX;Almería;Andalucía
24168;Toral de los Guzmanes;499,0;38,57;30-60 km;-14,59;0,0;-1,77;<1,000 (very small rural);ESLA-CAMPOS;León;Castilla y León
20002;Aduna;499,0;10,72;<=30 km;4,42;2,77;3,53;<1,000 (very small rural);TOLOSA;Gipuzkoa;País Vasco/Euskadi
24136;Roperuelos del Páramo;499,0;43,88;30-60 km;-11,99;-6,91;-2,54;<1,000 (very small rural);EL PARAMO;León;Castilla y León
47124;Pozaldez;500,0;32,24;30-60 km;-14,58;-4,64;5,71;<1,000 (very small rural);SUR;Valladolid;Castilla y León
34181;Tariego de Cerrato;500,0;12,95;<=30 km;-4,29;-1,02;3,09;<1,000 (very small rural);EL CERRATO;Palencia;Castilla y León
50092;Chiprana;500,0;75,45;>60 km;3,44;-0,98;-0,6;<1,000 (very small rural);CASPE;Zaragoza;Aragón
05220;San Pedro del Arroyo;501,0;23,9;<=30 km;-12,32;3,97;12,58;<1,000 (very small rural);AREVALO-MADRIGAL;Ávila;Castilla y León
04065;Nacimiento;501,0;40,02;30-60 km;-7,05;5,43;3,3;<1,000 (very small rural);RIO NACIMIENTO;Almería;Andalucía
44232;Torrijo del Campo;502,0;87,98;>60 km;-13,71;5,15;6,81;<1,000 (very small rural);CUENCA DEL JILOCA;Teruel;Aragón
20044;Ikaztegieta;502,0;25,14;<=30 km;1,7;-0,61;3,51;<1,000 (very small rural);TOLOSA;Gipuzkoa;País Vasco/Euskadi
08081;Fogars de Montclús;502,0;22,25;<=30 km;1,1;0,21;7,49;<1,000 (very small rural);VALLES ORIENTAL;Barcelona;Cataluña/Catalunya
05135;Muñana;502,0;32,58;30-60 km;-17,91;-13,2;46,78;<1,000 (very small rural);AVILA;Ávila;Castilla y León
50191;Novillas;502,0;45,51;30-60 km;-9,45;-7,04;0,0;<1,000 (very small rural);BORJA;Zaragoza;Aragón
24218;Villanueva de las Manzanas;502,0;16,34;<=30 km;-7,73;2,06;1,41;<1,000 (very small rural);ESLA-CAMPOS;León;Castilla y León
46061;Beniflá;502,0;6,75;<=30 km;2,92;1,76;8,42;<1,000 (very small rural);GANDIA;València/Valencia;Comunitat Valenciana
40149;Olombrada;503,0;57,14;30-60 km;-15,27;-7,49;-3,08;<1,000 (very small rural);CUELLAR;Segovia;Castilla y León
10030;Bohonal de Ibor;503,0;55,04;30-60 km;-10,27;-3,0;3,71;<1,000 (very small rural);NAVALMORAL DE LA MATA;Cáceres;Extremadura
09425;Vilviestre del Pinar;504,0;68,12;>60 km;-13,98;-3,1;-5,26;<1,000 (very small rural);DEMANDA;Burgos;Castilla y León
50124;Herrera de los Navarros;504,0;52,55;30-60 km;-12,91;-1,98;1,61;<1,000 (very small rural);DAROCA;Zaragoza;Aragón
43010;Alió;504,0;18,64;<=30 km;7,37;12,21;5,44;<1,000 (very small rural);ALT CAMP;Tarragona;Cataluña/Catalunya
45091;Maqueda;504,0;37,83;30-60 km;-16,7;-2,17;11,75;<1,000 (very small rural);TORRIJOS;Toledo;Castilla-La Mancha
09113;Covarrubias;505,0;34,89;30-60 km;-10,69;-1,1;-6,31;<1,000 (very small rural);ARLANZA;Burgos;Castilla y León
43164;Vespella de Gaià;506,0;11,05;<=30 km;2,17;11,71;10,48;<1,000 (very small rural);TARRAGONES;Tarragona;Cataluña/Catalunya
25245;Vilaller;506,0;102,19;>60 km;-20,84;3,36;-8,66;<1,000 (very small rural);ALTA RIBAGORÇA;Lleida;Cataluña/Catalunya
29066;Macharaviaya;506,0;6,11;<=30 km;-13,68;18,55;-3,44;<1,000 (very small rural);VELEZ MALAGA;Málaga;Andalucía
47195;Villabáñez;507,0;21,98;<=30 km;-2,08;-2,38;3,05;<1,000 (very small rural);CENTRO;Valladolid;Castilla y León
22245;Velilla de Cinca;507,0;27,81;<=30 km;-0,22;3,67;5,62;<1,000 (very small rural);BAJO CINCA;Huesca;Aragón
24151;Santa Colomba de Curueño;507,0;22,53;<=30 km;-10,56;-2,45;6,07;<1,000 (very small rural);TIERRAS DE LEON;León;Castilla y León
13048;Hinojosas de Calatrava;508,0;49,24;30-60 km;-1,86;-5,45;0,99;<1,000 (very small rural);PASTOS;Ciudad Real;Castilla-La Mancha
39081;Saro;508,0;20,96;<=30 km;2,18;1,37;-2,12;<1,000 (very small rural);PAS-IGUÑA;Cantabria;Cantabria
32092;Vilariño de Conso;510,0;56,1;30-60 km;-17,09;-4,11;-0,58;<1,000 (very small rural);EL BARCO DE VALDEORRAS;Ourense;Galicia
10215;Villasbuenas de Gata;510,0;89,45;>60 km;-20,67;13,78;31,44;<1,000 (very small rural);CORIA;Cáceres;Extremadura
37209;Mozárbez;510,0;12,99;<=30 km;4,67;2,84;0,59;<1,000 (very small rural);SALAMANCA;Salamanca;Castilla y León
18177;Sorvilán;511,0;20,4;<=30 km;-7,09;-3,85;-2,48;<1,000 (very small rural);LA COSTA;Granada;Andalucía
48079;Errigoiti;511,0;18,74;<=30 km;-9,87;0,41;4,5;<1,000 (very small rural);GUERNIKA-BERMEO;Bizkaia;País Vasco/Euskadi
37323;Topas;511,0;24,64;<=30 km;-10,29;0,75;-4,31;<1,000 (very small rural);SALAMANCA;Salamanca;Castilla y León
31172;Monreal/Elo;512,0;15,94;<=30 km;-2,24;3,0;6,67;<1,000 (very small rural);PIRINEOS;Navarra;Comunidad Foral de Navarra
42144;Quintana Redonda;512,0;93,55;>60 km;-9,71;1,64;3,23;<1,000 (very small rural);SORIA;Soria;Castilla y León
25911;Els Plans de Sió;512,0;51,6;30-60 km;-8,94;-0,79;1,79;<1,000 (very small rural);SEGARRA;Lleida;Cataluña/Catalunya
24060;Crémenes;512,0;51,98;30-60 km;-16,05;-4,04;-1,92;<1,000 (very small rural);LA MONTAÑA DE RIAÑO;León;Castilla y León
37313;Sotoserrano;513,0;70,59;>60 km;-9,92;-4,66;-7,23;<1,000 (very small rural);LA SIERRA;Salamanca;Castilla y León
22165;Ontiñena;513,0;44,85;30-60 km;-10,05;-6,19;2,6;<1,000 (very small rural);BAJO CINCA;Huesca;Aragón
49264;Villar del Buey;514,0;44,54;30-60 km;-14,53;-7,6;-3,93;<1,000 (very small rural);SAYAGO;Zamora;Castilla y León
40094;Garcillán;515,0;12,9;<=30 km;-4,66;13,78;0,59;<1,000 (very small rural);CUELLAR;Segovia;Castilla y León
45108;La Nava de Ricomalillo;515,0;36,25;30-60 km;-15,8;-3,16;-1,15;<1,000 (very small rural);LA JARA;Toledo;Castilla-La Mancha
48087;Trucios-Turtzioz;515,0;22,85;<=30 km;-5,03;-1,76;2,59;<1,000 (very small rural);ENCARTACIONES;Bizkaia;País Vasco/Euskadi
17091;Llanars;515,0;56,7;30-60 km;-9,63;4,09;-3,74;<1,000 (very small rural);RIPOLLES;Girona;Cataluña/Catalunya
18174;Santa Cruz del Comercio;515,0;35,37;30-60 km;-7,58;0,37;-5,16;<1,000 (very small rural);ALHAMA;Granada;Andalucía
20038;Gabiria;516,0;36,84;30-60 km;0,2;2,87;2,79;<1,000 (very small rural);GOIERRI;Gipuzkoa;País Vasco/Euskadi
05066;Cuevas del Valle;517,0;40,99;30-60 km;-8,55;4,68;0,58;<1,000 (very small rural);VALLE DEL TIETAR;Ávila;Castilla y León
49128;Morales de Rey;517,0;60,35;>60 km;-12,61;-1,04;-9,3;<1,000 (very small rural);BENAVENTE Y LOS VALLES;Zamora;Castilla y León
25046;Belianes;517,0;34,97;30-60 km;-10,21;-0,76;-0,77;<1,000 (very small rural);URGELL;Lleida;Cataluña/Catalunya
10188;Torre de Santa María;517,0;33,2;30-60 km;-14,49;-0,75;-2,08;<1,000 (very small rural);CACERES;Cáceres;Extremadura
10149;Plasenzuela;518,0;34,58;30-60 km;-6,11;-2,05;8,6;<1,000 (very small rural);TRUJILLO;Cáceres;Extremadura
13073;Saceruela;518,0;54,6;30-60 km;-7,17;-6,41;-4,07;<1,000 (very small rural);MONTES SUR;Ciudad Real;Castilla-La Mancha
08168;Pontons;518,0;25,35;<=30 km;-20,28;14,19;-0,96;<1,000 (very small rural);ALT PENEDÉS;Barcelona;Cataluña/Catalunya
06078;Malpartida de la Serena;518,0;75,27;>60 km;-11,04;-5,8;-3,36;<1,000 (very small rural);CASTUERA;Badajoz;Extremadura
12060;Figueroles;518,0;20,98;<=30 km;-7,89;1,14;-2,45;<1,000 (very small rural);PEÑAGOLOSA;Castelló/Castellón;Comunitat Valenciana
45030;Calzada de Oropesa;518,0;38,87;30-60 km;-6,32;-4,82;0,97;<1,000 (very small rural);TALAVERA;Toledo;Castilla-La Mancha
33046;Peñamellera Alta;518,0;54,71;30-60 km;-11,83;-3,58;1,17;<1,000 (very small rural);CANGAS DE ONIS;Asturias;Principado de Asturias
24219;Villaobispo de Otero;518,0;40,51;30-60 km;-12,86;-8,53;0,58;<1,000 (very small rural);ASTORGA;León;Castilla y León
31002;Abárzuza/Abartzuza;518,0;32,58;30-60 km;-4,38;-2,18;-3,72;<1,000 (very small rural);TIERRA ESTELLA;Navarra;Comunidad Foral de Navarra
32070;San Xoán de Río;518,0;47,71;30-60 km;-20,76;-8,01;2,57;<1,000 (very small rural);EL BARCO DE VALDEORRAS;Ourense;Galicia
10217;Zarza de Montánchez;519,0;38,63;30-60 km;-7,55;-3,82;-1,89;<1,000 (very small rural);CACERES;Cáceres;Extremadura
03017;l'Alqueria d'Asnar;519,0;12,95;<=30 km;-2,36;1,43;4,22;<1,000 (very small rural);MONTAÑA;Alacant/Alicante;Comunitat Valenciana
37020;Aldearrubia;519,0;16,42;<=30 km;-8,73;6,79;0,0;<1,000 (very small rural);SALAMANCA;Salamanca;Castilla y León
34218;Villaluenga de la Vega;519,0;62,69;>60 km;-3,69;-3,9;-8,3;<1,000 (very small rural);SALDAÑA-VALDAVIA;Palencia;Castilla y León
18187;Villanueva de las Torres;519,0;57,17;30-60 km;-9,44;-4,1;-7,49;<1,000 (very small rural);GUADIX;Granada;Andalucía
06031;Carmonita;520,0;20,25;<=30 km;-2,77;-3,45;-2,26;<1,000 (very small rural);MERIDA;Badajoz;Extremadura
31020;Araitz;520,0;29,04;<=30 km;-7,76;-2,48;1,56;<1,000 (very small rural);NORD OCCIDENTAL;Navarra;Comunidad Foral de Navarra
43132;Rodonyà;521,0;20,01;<=30 km;-0,4;5,62;2,76;<1,000 (very small rural);ALT CAMP;Tarragona;Cataluña/Catalunya
32057;Parada de Sil;522,0;27,08;<=30 km;-8,49;-3,55;-4,04;<1,000 (very small rural);EL BARCO DE VALDEORRAS;Ourense;Galicia
24017;Bercianos del Páramo;522,0;27,94;<=30 km;-14,96;-6,72;-3,51;<1,000 (very small rural);EL PARAMO;León;Castilla y León
09350;Santa María del Campo;523,0;36,6;30-60 km;-11,29;-3,54;0,97;<1,000 (very small rural);ARLANZA;Burgos;Castilla y León
46149;Losa del Obispo;523,0;39,26;30-60 km;-9,57;5,36;-1,51;<1,000 (very small rural);ALTO TURIA;València/Valencia;Comunitat Valenciana
04085;Somontín;524,0;60,24;>60 km;-13,1;-4,1;18,02;<1,000 (very small rural);ALTO ALMAZORA;Almería;Andalucía
43135;Salomó;525,0;14,35;<=30 km;3,81;-3,55;-3,49;<1,000 (very small rural);TARRAGONES;Tarragona;Cataluña/Catalunya
16195;Santa María del Campo Rus;525,0;80,76;>60 km;-13,66;-9,49;-1,69;<1,000 (very small rural);MANCHA BAJA;Cuenca;Castilla-La Mancha
31129;Ituren;526,0;20,99;<=30 km;-0,76;0,79;3,54;<1,000 (very small rural);NORD OCCIDENTAL;Navarra;Comunidad Foral de Navarra
46222;Sant Joanet;526,0;25,62;<=30 km;-2,81;6,79;1,35;<1,000 (very small rural);RIBERAS DEL JUCAR;València/Valencia;Comunitat Valenciana
31114;Garínoain;526,0;24,53;<=30 km;-11,97;5,01;4,57;<1,000 (very small rural);NAVARRA MEDIA;Navarra;Comunidad Foral de Navarra
17168;Sant Joan de Mollet;526,0;10,95;<=30 km;-4,6;-0,2;4,99;<1,000 (very small rural);GIRONES;Girona;Cataluña/Catalunya
24143;Sancedo;528,0;20,31;<=30 km;0,54;-4,46;-1,49;<1,000 (very small rural);BIERZO;León;Castilla y León
05082;Gavilanes;529,0;35,52;30-60 km;-7,86;-1,87;-8,16;<1,000 (very small rural);VALLE DEL TIETAR;Ávila;Castilla y León
47228;Villaverde de Medina;529,0;43,3;30-60 km;-5,31;0,78;2,12;<1,000 (very small rural);SUR;Valladolid;Castilla y León
17149;Riudaura;529,0;43,54;30-60 km;8,2;10,61;3,52;<1,000 (very small rural);GARROTXA;Girona;Cataluña/Catalunya
31205;Pitillas;529,0;43,67;30-60 km;-11,35;7,91;-0,56;<1,000 (very small rural);NAVARRA MEDIA;Navarra;Comunidad Foral de Navarra
06057;Garlitos;530,0;89,62;>60 km;-4,36;-7,51;-4,33;<1,000 (very small rural);PUEBLA ALCOCER;Badajoz;Extremadura
12101;San Rafael del Río;530,0;73,89;>60 km;-15,94;1,3;13,25;<1,000 (very small rural);BAJO MAESTRAZGO;Castelló/Castellón;Comunitat Valenciana
40113;La Losa;531,0;7,7;<=30 km;-1,1;-0,38;1,92;<1,000 (very small rural);SEGOVIA;Segovia;Castilla y León
18077;Fornes;531,0;32,51;30-60 km;;;-0,56;<1,000 (very small rural);ALHAMA;Granada;Andalucía
22197;Robres;531,0;29,34;<=30 km;-7,43;-2,96;1,14;<1,000 (very small rural);HOYA DE HUESCA;Huesca;Aragón
48059;Mañaria;531,0;26,14;<=30 km;2,34;0,39;1,92;<1,000 (very small rural);DURANGUESADO;Bizkaia;País Vasco/Euskadi
17069;Fontanals de Cerdanya;531,0;74,38;>60 km;-3,66;11,21;4,94;<1,000 (very small rural);CERDANYA;Girona;Cataluña/Catalunya
20024;Bidania-Goiatz;532,0;22,87;<=30 km;-4,69;5,12;-0,37;<1,000 (very small rural);TOLOSA;Gipuzkoa;País Vasco/Euskadi
30031;Ojós;532,0;14,33;<=30 km;-19,02;-1,0;7,47;<1,000 (very small rural);RIO SEGURA;Murcia;Región de Murcia
13902;Ruidera;533,0;87,65;>60 km;-6,06;2,74;-5,33;<1,000 (very small rural);MANCHA;Ciudad Real;Castilla-La Mancha
02054;Navas de Jorquera;533,0;39,08;30-60 km;-5,08;3,47;-0,56;<1,000 (very small rural);MANCHUELA;Albacete;Castilla-La Mancha
46141;Higueruelas;534,0;43,74;30-60 km;-0,4;3,15;1,91;<1,000 (very small rural);ALTO TURIA;València/Valencia;Comunitat Valenciana
10190;Torrejón el Rubio;535,0;58,96;30-60 km;-3,1;-3,68;-2,73;<1,000 (very small rural);PLASENCIA;Cáceres;Extremadura
12049;Costur;535,0;17,18;<=30 km;-8,43;3,91;0,75;<1,000 (very small rural);LLANOS CENTRALES;Castelló/Castellón;Comunitat Valenciana
40189;Santiuste de San Juan Bautista;535,0;44,5;30-60 km;-8,87;-3,78;0,0;<1,000 (very small rural);CUELLAR;Segovia;Castilla y León
10162;Salorino;537,0;49,09;30-60 km;-10,64;-2,58;-5,12;<1,000 (very small rural);VALENCIA DE ALCANTARA;Cáceres;Extremadura
50039;Azuara;537,0;49,07;30-60 km;-21,51;0,18;-1,29;<1,000 (very small rural);ZARAGOZA;Zaragoza;Aragón
04051;Huécija;537,0;19,1;<=30 km;-5,47;1,03;9,37;<1,000 (very small rural);ALTO ANDARAX;Almería;Andalucía
18034;Cacín;537,0;31,19;30-60 km;-3,61;-3,98;-3,24;<1,000 (very small rural);ALHAMA;Granada;Andalucía
43003;L'Albiol;537,0;10,89;<=30 km;6,21;10,99;4,27;<1,000 (very small rural);BAIX CAMP;Tarragona;Cataluña/Catalunya
47123;Pozal de Gallinas;538,0;37,73;30-60 km;2,04;-0,74;0,19;<1,000 (very small rural);SUR;Valladolid;Castilla y León
25215;Talarn;539,0;66,2;>60 km;34,23;-24,88;10,22;<1,000 (very small rural);PALLARS JUSSA;Lleida;Cataluña/Catalunya
44143;Manzanera;539,0;62,74;>60 km;-8,9;1,54;2,28;<1,000 (very small rural);HOYA DE TERUEL;Teruel;Aragón
37347;La Vellés;540,0;16,04;<=30 km;-6,15;-7,22;5,06;<1,000 (very small rural);SALAMANCA;Salamanca;Castilla y León
39013;Cabezón de Liébana;540,0;46,56;30-60 km;-14,88;-2,03;-6,9;<1,000 (very small rural);LIEBANA;Cantabria;Cantabria
06045;Entrín Bajo;540,0;21,76;<=30 km;-4,43;-2,99;-2,17;<1,000 (very small rural);BADAJOZ;Badajoz;Extremadura
45149;El Romeral;541,0;36,56;30-60 km;-20,6;-4,38;-4,75;<1,000 (very small rural);LA MANCHA;Toledo;Castilla-La Mancha
46028;Algar de Palància;542,0;12,93;<=30 km;-18,23;6,17;8,62;<1,000 (very small rural);SAGUNTO;València/Valencia;Comunitat Valenciana
18117;Lanteira;543,0;40,45;30-60 km;-2,27;-0,87;-4,9;<1,000 (very small rural);GUADIX;Granada;Andalucía
50022;La Almolda;543,0;59,14;30-60 km;-8,62;-2,12;-2,16;<1,000 (very small rural);CASPE;Zaragoza;Aragón
09904;Valle de las Navas;543,0;15,71;<=30 km;-15,53;3,11;2,45;<1,000 (very small rural);ARLANZON;Burgos;Castilla y León
18002;Alamedilla;543,0;51,12;30-60 km;-13,92;-5,84;-3,72;<1,000 (very small rural);IZNALLOZ;Granada;Andalucía
49123;Montamarta;543,0;14,96;<=30 km;-4,07;-7,3;-2,86;<1,000 (very small rural);CAMPOS-PAN;Zamora;Castilla y León
43065;Garcia;543,0;39,34;30-60 km;-8,45;1,9;1,5;<1,000 (very small rural);RIBERA D'EBRE;Tarragona;Cataluña/Catalunya
50206;Perdiguera;544,0;27,25;<=30 km;-8,45;-1,73;-4,06;<1,000 (very small rural);ZARAGOZA;Zaragoza;Aragón
25069;Castelló de Farfanya;544,0;23,23;<=30 km;-3,04;-1,67;2,84;<1,000 (very small rural);NOGUERA;Lleida;Cataluña/Catalunya
43102;Paüls;544,0;64,72;>60 km;-6,28;0,36;-3,37;<1,000 (very small rural);BAIX EBRE;Tarragona;Cataluña/Catalunya
17038;Campllong;544,0;9,67;<=30 km;5,63;-0,37;2,06;<1,000 (very small rural);GIRONES;Girona;Cataluña/Catalunya
44160;Mosqueruela;544,0;54,57;30-60 km;-10,72;-3,63;2,45;<1,000 (very small rural);MAESTRAZGO;Teruel;Aragón
49050;Cobreros;545,0;48,82;30-60 km;-13,21;-4,17;-1,27;<1,000 (very small rural);SANABRIA;Zamora;Castilla y León
10102;Ibahernando;545,0;46,1;30-60 km;27,87;-4,26;0,93;<1,000 (very small rural);TRUJILLO;Cáceres;Extremadura
01016;Bernedo;546,0;21,95;<=30 km;-10,8;5,28;1,49;<1,000 (very small rural);MONTAÑA ALAVESA;Araba/Álava;País Vasco/Euskadi
50217;Pradilla de Ebro;546,0;30,37;30-60 km;-9,21;-6,97;2,25;<1,000 (very small rural);EGEA DE LOS CABALLEROS;Zaragoza;Aragón
39021;Cieza;546,0;14,46;<=30 km;-11,7;1,67;-0,36;<1,000 (very small rural);PAS-IGUÑA;Cantabria;Cantabria
06041;Cristina;547,0;31,79;30-60 km;0,35;-2,82;-0,73;<1,000 (very small rural);DON BENITO;Badajoz;Extremadura
13050;Las Labores;547,0;48,36;30-60 km;-10,77;-1,05;-2,84;<1,000 (very small rural);MANCHA;Ciudad Real;Castilla-La Mancha
44004;Aguaviva;547,0;92,09;>60 km;-23,38;4,79;0,0;<1,000 (very small rural);BAJO ARAGON;Teruel;Aragón
23037;Génave;547,0;86,35;>60 km;-4,06;-3,42;-7,76;<1,000 (very small rural);SIERRA DE SEGURA;Jaén;Andalucía
43077;Mas de Barberans;547,0;80,08;>60 km;-8,03;-0,87;-4,37;<1,000 (very small rural);MONTSIA;Tarragona;Cataluña/Catalunya
04067;Ohanes;547,0;34,2;30-60 km;-15,97;-5,87;-2,5;<1,000 (very small rural);ALTO ANDARAX;Almería;Andalucía
17060;Darnius;548,0;42,18;30-60 km;6,82;-3,05;1,48;<1,000 (very small rural);ALT EMPORDA;Girona;Cataluña/Catalunya
03037;Benimantell;548,0;11,95;<=30 km;-3,32;2,24;9,38;<1,000 (very small rural);MONTAÑA;Alacant/Alicante;Comunitat Valenciana
