Mun_Code,Mun,pop_1996_2024 (k=28)
30020,Fortuna,77.64892772041303
30021,Fuente Álamo de Murcia,106.93124032721646
30022,Jumilla,33.38715201330789
30023,Librilla,53.684490555998934
30024,Lorca,42.42016076471866
30025,Lorquí,43.25221238938053
30026,Mazarrón,117.4389790608351
30027,Molina de Segura,88.50616653287601
30028,Moratalla,-11.924370722653984
30029,Mula,31.368594053488717
30030,Murcia,37.26815498656579
30031,Ojós,-12.5
30032,Pliego,17.521494218796324
30033,Puerto Lumbreras,70.15466870345618
30034,Ricote,-24.391765439800377
30035,San Javier,113.86752518929231
30036,San Pedro del Pinatar,110.39284667253004
30037,Torre-Pacheco,96.97222904890637
30038,"Torres de Cotillas, Las",48.45292519711125
30039,Totana,57.00293829578844
30040,Ulea,-11.782178217821782
30041,"Unión, La",50.59803502776591
30042,Villanueva del Río Segura,168.48196051735874
30043,Yecla,26.542319197606894
30901,Santomera,63.559831629585084
30902,"Alcázares, Los",254.59007453190327
31001,Abáigar,-9.473684210526317
31002,Abárzuza/Abartzuza,1.968503937007874
31003,Abaurregaina/Abaurrea Alta,-38.02083333333333
31004,Abaurrepea/Abaurrea Baja,-39.58333333333333
31005,Aberin,4.931506849315069
31006,Ablitas,19.63245181532945
31007,Adiós,52.800000000000004
31008,Aguilar de Codés,-33.035714285714285
31009,Aibar/Oibar,-18.327974276527332
31010,Altsasu/Alsasua,10.079954311821817
31011,Allín/Allin,9.768009768009769
31012,Allo,-5.338417540514776
31013,Améscoa Baja,-13.86255924170616
31014,Ancín/Antzin,25.36231884057971
31015,Andosilla,16.009557945041816
31016,Ansoáin/Antsoain,97.20163083765753
31017,Anue,8.240534521158128
31018,Añorbe,56.35910224438903
31019,Aoiz/Agoitz,62.71645021645021
31020,Araitz,-15.171288743882544
31021,Aranarache/Aranaratxe,-24.731182795698924
31022,Arantza,-13.305322128851541
31023,Aranguren,358.9734386216798
31024,Arano,-28.57142857142857
31025,Arakil,16.705607476635514
31026,Aras,-31.718061674008812
31027,Arbizu,20.5658324265506
31028,Arce/Artzi,-5.047318611987381
31029,"Arcos, Los",-11.515601783060921
31030,Arellano,-22.439024390243905
31031,Areso,-14.193548387096774
31032,Arguedas,3.692030616839262
31033,Aria,-31.88405797101449
31034,Aribe,-54.285714285714285
31035,Armañanzas,-47.0
31036,Arróniz,-13.036303630363037
31037,Arruazu,10.909090909090908
31038,Artajona,5.847255369928401
31039,Artazu,44.18604651162791
31040,Atetz,1.4084507042253522
31041,Ayegui/Aiegi,200.35335689045937
31042,Azagra,7.437070938215102
31043,Azuelo,-47.61904761904761
31044,Bakaiku,-5.2924791086350975
31045,Barásoain,27.741935483870968
31046,Barbarin,-56.60377358490566
31047,Bargota,-37.62626262626262
31048,Barillas,12.796208530805686
31049,Basaburua,22.14076246334311
31050,Baztan,0.7302075326671791
31051,Beire,-17.478510028653297
31052,Belascoáin,34.375
31053,Berbinzana,-5.602240896358544
31054,Bertizarana,0.4608294930875576
31055,Betelu,14.67065868263473
31056,Biurrun-Olcoz,36.41618497109826
31057,Buñuel,-3.1380753138075312
31058,Auritz/Burguete,-28.125
31059,Burgui/Burgi,-24.90118577075099
31060,Burlada/Burlata,37.172979304959
31061,"Busto, El",-48.57142857142857
31062,Cabanillas,-6.0109289617486334
31063,Cabredo,-42.30769230769231
31064,Cadreita,17.298451681793914
31065,Caparroso,22.737022737022734
31066,Cárcar,-9.307875894988067
31067,Carcastillo,-9.700374531835205
31068,Cascante,16.20253164556962
31069,Cáseda,-12.523191094619666
31070,Castejón,40.97069019855027
31071,Castillonuevo,-44.44444444444444
31072,Cintruénigo,53.462246777163905
31073,Ziordia,-5.10752688172043
31074,Cirauqui/Zirauki,2.4229074889867843
31075,Ciriza/Ziritza,209.6153846153846
31076,Cizur,256.5610859728507
31077,Corella,37.652077737399274
31078,Cortes,-1.1264080100125156
31079,Desojo,-53.64238410596026
31080,Dicastillo,-19.350282485875706
31081,Donamaria,14.720812182741117
31082,Etxalar,-2.7479091995221028
31083,Echarri/Etxarri,34.48275862068966
31084,Etxarri Aranatz,7.293423271500843
31085,Etxauri,72.84595300261097
31086,Valle de Egüés/Eguesibar,165.06436754458485
31087,Elgorriaga,6.0606060606060606
31088,Noáin (Valle de Elorz)/Noain (Elortzibar),119.57479906663208
31089,Enériz/Eneritz,76.75675675675676
31090,Eratsun,-19.047619047619047
31091,Ergoiena,-22.19959266802444
31092,Erro,3.0495552731893265
31093,Ezcároz/Ezkaroze,-16.483516483516482
31094,Eslava,-45.91836734693878
31095,Esparza de Salazar/Espartza Zaraitzu,-37.704918032786885
31096,Espronceda,-39.325842696629216
31097,Estella-Lizarra,14.15710643722116
31098,Esteribar,95.05084745762711
31099,Etayo,-26.31578947368421
31100,Eulate,-32.754342431761785
31101,Ezcabarte,72.35023041474655
31102,Ezkurra,-46.24505928853755
31103,Ezprogui,-23.88059701492537
31104,Falces,-11.574596016535137
31105,Fitero,6.673067690830532
31106,Fontellas,56.98924731182796
31107,Funes,21.117424242424242
31108,Fustiñana,6.7973856209150325
31109,Galar,132.5581395348837
31110,Gallipienzo/Galipentzu,-39.130434782608695
31111,Gallués/Galoze,-25.0
31112,Garaioa,-28.57142857142857
31113,Garde,-34.82587064676617
31114,Garínoain,75.91973244147158
31115,Garralda,-20.704845814977972
31116,Genevilla,-46.45669291338583
31117,Goizueta,-27.081138040042152
31118,Goñi,-16.50485436893204
31119,Güesa/Gorza,-55.69620253164557
31120,Guesálaz/Gesalatz,-5.458515283842795
31121,Guirguillano,-8.75
31122,Huarte/Uharte,181.34545454545454
31123,Uharte Arakil,-0.3778337531486146
31124,Ibargoiti,23.853211009174313
31125,Igúzquiza,-11.9533527696793
31126,Imotz,1.728395061728395
31127,Irañeta,5.590062111801243
31128,Isaba/Izaba,-31.494661921708182
31129,Ituren,13.852813852813853
31130,Iturmendi,20.0
31131,Iza/Itza,109.09090909090908
31132,Izagaondoa,-10.674157303370785
31133,Izalzu/Itzaltzu,-22.448979591836736
31134,Jaurrieta,-32.83582089552239
31135,Javier,-22.377622377622377
31136,Juslapeña/Txulapain,21.767241379310345
31137,Beintza-Labaien,-28.38283828382838
31138,Lakuntza,32.103688933200395
31139,Lana,-26.291079812206576
31140,Lantz,23.770491803278688
31141,Lapoblación,-31.147540983606557
31142,Larraga,12.263157894736842
31143,Larraona,-35.97560975609756
31144,Larraun,-19.553571428571427
31145,Lazagurría,-28.97959183673469
31146,Leache/Leatxe,-20.0
31147,Legarda,105.63380281690141
31148,Legaria,-21.710526315789476
31149,Leitza,-2.4303305249513936
31150,Leoz/Leotz,-19.230769230769234
31151,Lerga,-50.57471264367817
31152,Lerín,-7.712215320910973
31153,Lesaka,-0.43988269794721413
31154,Lezaun,-5.7251908396946565
31155,Liédena,9.006211180124224
31156,Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti,24.675324675324674
31157,Lodosa,7.032776210115042
31158,Lónguida/Longida,4.513888888888888
31159,Lumbier,-6.549295774647887
31160,Luquin,-0.7575757575757576
31161,Mañeru,23.28767123287671
31162,Marañón,-34.21052631578947
31163,Marcilla,22.5251677852349
31164,Mélida,-13.270142180094787
31165,Mendavia,0.3976143141153081
31166,Mendaza,-27.431421446384043
31167,Mendigorria,35.18312985571587
31168,Metauten,-15.755627009646304
31169,Milagro,40.77369439071566
31170,Mirafuentes,1.7543859649122806
31171,Miranda de Arga,-7.668711656441718
31172,Monreal/Elo,73.5593220338983
31173,Monteagudo,-8.746846089150546
31174,Morentin,-10.833333333333334
31175,Mues,-36.134453781512605
31176,Murchante,41.44144144144144
31177,Murieta,22.419928825622776
31178,Murillo el Cuende,6.427503736920777
31179,Murillo el Fruto,-14.871794871794872
31180,Muruzábal,29.71698113207547
31181,Navascués/Nabaskoze,-47.74774774774775
31182,Nazar,-27.11864406779661
31183,Obanos,21.333333333333336
31184,Oco,-30.76923076923077
31185,Ochagavía/Otsagabia,-30.385164051355208
31186,Odieta,14.893617021276595
31187,Oiz,-16.352201257861633
31188,Olaibar,140.8284023668639
31189,Olazti/Olazagutía,-9.741060419235511
31190,Olejua,-18.96551724137931
31191,Olite/Erriberri,31.58403090792015
31192,Olóriz/Oloritz,25.0
31193,Cendea de Olza/Oltza Zendea,51.48026315789473
31194,Valle de Ollo/Ollaran,20.110192837465565
31195,Orbaizeta,-23.045267489711936
31196,Orbara,-56.71641791044776
31197,Orísoain,-26.53061224489796
31198,Oronz/Orontze,-3.7735849056603774
31199,Oroz-Betelu/Orotz-Betelu,-38.362068965517246
31200,Oteiza,3.1487513572204127
31201,Pamplona/Iruña,24.9568496322446
31202,Peralta/Azkoien,28.59897172236504
31203,Petilla de Aragón,-50.0
31204,Piedramillera,-40.0
31205,Pitillas,-13.843648208469055
31206,Puente la Reina/Gares,38.20754716981132
31207,Pueyo/Puiu,8.408408408408409
31208,Ribaforada,16.93522906793049
31209,Romanzado/Erromantzatua,18.633540372670808
31210,Roncal/Erronkari,-41.208791208791204
31211,Orreaga/Roncesvalles,-34.375
31212,Sada,-49.80392156862745
31213,Saldías,-21.656050955414013
31214,Salinas de Oro/Jaitz,4.672897196261682
31215,San Adrián,23.65960694523946
31216,Sangüesa/Zangoza,6.7867340215242695
31217,San Martín de Unx,-26.31578947368421
31219,Sansol,-29.92125984251969
31220,Santacara,-18.20781696854147
31221,Doneztebe/Santesteban,44.07436096049574
31222,Sarriés/Sartze,-29.761904761904763
31223,Sartaguda,-3.7063953488372094
31224,Sesma,-11.434659090909092
31225,Sorlada,-18.867924528301888
31226,Sunbilla,2.2761760242792106
31227,Tafalla,7.5970849555755215
31228,Tiebas-Muruarte de Reta,11.11111111111111
31229,Tirapu,-27.142857142857142
31230,Torralba del Río,-38.607594936708864
31231,Torres del Río,-41.91919191919192
31232,Tudela,44.04065979074357
31233,Tulebras,51.9607843137255
31234,Ucar,66.66666666666666
31235,Ujué/Uxue,-32.28346456692913
31236,Ultzama,-1.0935601458080195
31237,Unciti,0.8658008658008658
31238,Unzué/Untzue,25.0
31239,Urdazubi/Urdax,-13.333333333333334
31240,Urdiain,0.6269592476489028
31241,Urraul Alto,-9.333333333333334
31242,Urraul Bajo,13.732394366197184
31243,Urroz-Villa,11.294765840220386
31244,Urroz,-19.90740740740741
31245,Urzainqui/Urzainki,-29.72972972972973
31246,Uterga,21.27659574468085
31247,Uztárroz/Uztarroze,-51.55709342560554
31248,Luzaide/Valcarlos,-33.83297644539615
31249,Valtierra,0.20333468889792597
31250,Bera,8.132183908045977
31251,Viana,30.21540277367955
31252,Vidángoz/Bidankoze,-35.04273504273504
31253,Bidaurreta,68.31683168316832
31254,Villafranca,22.34592445328032
31255,Villamayor de Monjardín,-4.23728813559322
31256,Hiriberri/Villanueva de Aezkoa,-36.53846153846153
31257,Villatuerta,61.32315521628499
31258,Villava/Atarrabia,16.87281213535589
31259,Igantzi,-0.6722689075630253
31260,Valle de Yerri/Deierri,2.486910994764398
31261,Yesa,6.61764705882353
31262,Zabalza/Zabaltza,110.63829787234043
31263,Zubieta,-9.657320872274143
31264,Zugarramurdi,-8.097165991902834
31265,Zúñiga,-36.92307692307693
31901,Barañáin/Barañain,3.5382340515420365
31902,Berrioplano/Berriobeiti,621.9489120151371
31903,Berriozar,103.65454545454544
31904,Irurtzun,16.323455549974884
31905,Beriáin,81.13940440224428
31906,Orkoien,227.76000000000002
31907,Zizur Mayor/Zizur Nagusia,95.4898157129001
31908,Lekunberri,100.59101654846336
32001,Allariz,23.79297025878718
32002,Amoeiro,4.7140986468790915
32003,"Arnoia, A",-19.768403639371382
32004,Avión,-42.452515828057315
32005,Baltar,-37.325495958853786
32006,Bande,-47.35525375268049
32007,Baños de Molgas,-34.3804537521815
32008,Barbadás,113.32315327352549
32009,"Barco de Valdeorras, O",12.445045654379438
32010,Beade,-39.80263157894737
32011,Beariz,-45.30259365994237
32012,"Blancos, Os",-43.577620173364856
32013,Boborás,-40.759698275862064
32014,"Bola, A",-33.79854368932039
32015,"Bolo, O",-52.14501510574018
32016,Calvos de Randín,-53.80200860832137
32017,Carballeda de Valdeorras,-44.05506883604506
32018,Carballeda de Avia,-33.370535714285715
32019,"Carballiño, O",15.881771776716613
32020,Cartelle,-38.620181684262214
32021,Castrelo do Val,-28.334589299171064
32022,Castrelo de Miño,-39.08533710513908
32023,Castro Caldelas,-38.95463510848126
32024,Celanova,-5.5729596042868925
32025,Cenlle,-41.298417894162576
32026,Coles,2.9201817001946786
32027,Cortegada,-30.997304582210244
32028,Cualedro,-37.60818253343824
32029,Chandrexa de Queixa,-51.42276422764228
32030,Entrimo,-29.152987524622453
32031,Esgos,-23.36578581363004
32032,Xinzo de Limia,-0.8645533141210375
32033,Gomesende,-47.75767112509835
32034,"Gudiña, A",-36.441586280814576
32035,"Irixo, O",-40.586690017513135
32036,Xunqueira de Ambía,-37.116279069767444
32037,Xunqueira de Espadanedo,-40.54770318021201
32038,Larouco,-31.07255520504732
32039,Laza,-46.94621695533272
32040,Leiro,-29.476190476190478
32041,Lobeira,-44.684129429892145
32042,Lobios,-34.930282445477296
32043,Maceda,-18.17132967983848
32044,Manzaneda,-43.68383909668314
32045,Maside,-21.048085228908725
32046,Melón,-34.41750443524542
32047,"Merca, A",-22.050447518307568
32048,"Mezquita, A",-36.96741854636591
32049,Montederramo,-51.58959537572254
32050,Monterrei,-32.72523154644962
32051,Muíños,-35.749886724059806
32052,Nogueira de Ramuín,-24.511610762992998
32053,Oímbra,-16.699123661148978
32054,Ourense,-2.025966747618158
32055,Paderne de Allariz,-24.087591240875913
32056,Padrenda,-46.04291241646148
32057,Parada de Sil,-46.73469387755102
32058,"Pereiro de Aguiar, O",42.66638406104282
32059,"Peroxa, A",-34.21740754576018
32060,Petín,-27.46419545071609
32061,Piñor,-35.01742160278746
32062,Porqueira,-32.302685109845406
32063,"Pobra de Trives, A",-35.34822601839684
32064,Pontedeva,-43.246592317224284
32065,Punxín,-26.34146341463415
32066,Quintela de Leirado,-42.33009708737864
32067,Rairiz de Veiga,-41.07946026986507
32068,Ramirás,-28.19047619047619
32069,Ribadavia,-12.63716814159292
32070,San Xoán de Río,-54.4415127528584
32071,Riós,-42.96716659910823
32072,"Rúa, A",-15.84296532483061
32073,Rubiá,-28.239545689210114
32074,San Amaro,-37.25845410628019
32075,San Cibrao das Viñas,72.74924471299093
32076,San Cristovo de Cea,-42.297650130548305
32077,Sandiás,-36.36363636363637
32078,Sarreaus,-49.07098618389709
32079,Taboadela,-15.261958997722095
32080,"Teixeira, A",-48.006379585326954
32081,Toén,-11.494688922610015
32082,Trasmiras,-36.25914315569488
32083,"Veiga, A",-42.32769830949285
32084,Verea,-36.544850498338874
32085,Verín,12.443973596283922
32086,Viana do Bolo,-37.66233766233766
32087,Vilamarín,-18.289995592772147
32088,Vilamartín de Valdeorras,-28.182893180922346
32089,Vilar de Barrio,-47.06401766004415
32090,Vilar de Santos,-24.85822306238185
32091,Vilardevós,-46.021435531016564
32092,Vilariño de Conso,-41.84720638540479
33001,Allande,-41.446613088404135
33002,Aller,-38.7532880650884
33003,Amieva,-37.05636743215031
33004,Avilés,-12.071741971620613
33005,Belmonte de Miranda,-43.241042345276874
33006,Bimenes,-27.833698030634572
33007,Boal,-49.26470588235294
33008,Cabrales,-20.26744671959883
33009,Cabranes,-18.377976190476193
33010,Candamo,-29.35267857142857
33011,Cangas del Narcea,-36.93539480949751
33012,Cangas de Onís,0.49323786793953855
33013,Caravia,-14.731369150779896
33014,Carreño,-2.6298300579132254
33015,Caso,-32.62511803588291
33016,Castrillón,-1.0598810428871697
33017,Castropol,-28.48031669232461
33018,Coaña,-13.59854394175767
33019,Colunga,-32.74941251869259
33020,Corvera de Asturias,-5.241788874075869
33021,Cudillero,-21.26085558057253
33022,Degaña,-51.4018691588785
33023,"Franco, El",-10.708323396136418
33024,Gijón,1.5810515884273075
33025,Gozón,-8.808063102541631
33026,Grado,-19.608331258816698
33027,Grandas de Salime,-43.83561643835616
33028,Ibias,-52.405721716514954
33029,Illano,-58.055152394775035
33030,Illas,-15.591836734693878
33031,Langreo,-24.33938771073384
33032,Laviana,-18.568114020550215
33033,Lena,-28.373944006143965
33034,Valdés,-32.21551670503329
33035,Llanera,22.188130095555362
33036,Llanes,2.7685072815533984
33037,Mieres,-29.735721369815067
33038,Morcín,-13.501534265257414
33039,Muros de Nalón,-22.22667200640769
33040,Nava,-8.414011617672944
33041,Navia,-11.208406304728546
33042,Noreña,21.27406703113858
33043,Onís,-20.0
33044,Oviedo,10.244490099925518
33045,Parres,-7.57086472909939
33046,Peñamellera Alta,-33.84418901660281
33047,Peñamellera Baja,-29.411764705882355
33048,Pesoz,-49.62686567164179
33049,Piloña,-26.717308735756916
33050,Ponga,-26.903553299492383
33051,Pravia,-19.641015060862387
33052,Proaza,-29.6875
33053,Quirós,-33.2566168009206
33054,"Regueras, Las",-17.32804232804233
33055,Ribadedeva,-11.63883089770355
33056,Ribadesella,-11.803018268467037
33057,Ribera de Arriba,-11.599045346062052
33058,Riosa,-35.71160345475028
33059,Salas,-35.28856526429342
33060,San Martín del Rey Aurelio,-30.385467034208503
33061,San Martín de Oscos,-40.0
33062,Santa Eulalia de Oscos,-29.983525535420096
33063,San Tirso de Abres,-40.74074074074074
33064,Santo Adriano,-19.047619047619047
33065,Sariego,-12.878787878787879
33066,Siero,13.555003778473495
33067,Sobrescobio,9.882964889466841
33068,Somiedo,-35.99759615384615
33069,Soto del Barco,-14.449438202247192
33070,Tapia de Casariego,-19.663299663299664
33071,Taramundi,-42.769230769230774
33072,Teverga,-34.08993576017131
33073,Tineo,-35.41758727353071
33074,Vegadeo,-21.868787276341948
33075,Villanueva de Oscos,-42.05607476635514
33076,Villaviciosa,6.062910473556862
33077,Villayón,-47.84313725490196
33078,Yernes y Tameza,-34.92822966507177
34001,Abarca de Campos,-25.49019607843137
34003,Abia de las Torres,-27.038626609442062
34004,Aguilar de Campoo,-11.858932954398657
34005,Alar del Rey,-31.63418290854573
34006,Alba de Cerrato,-28.695652173913043
34009,Amayuelas de Arriba,-13.636363636363635
34010,Ampudia,-19.471488178025034
34011,Amusco,-33.65695792880259
34012,Antigüedad,-26.31578947368421
34015,Arconada,-45.67901234567901
34017,Astudillo,-22.462686567164177
34018,Autilla del Pino,-13.438735177865613
34019,Autillo de Campos,-34.34343434343434
34020,Ayuela,-41.11111111111111
34022,Baltanás,-24.57002457002457
34023,Venta de Baños,-2.0120724346076457
34024,Baquerín de Campos,-46.34146341463415
34025,Bárcena de Campos,-26.38888888888889
34027,Barruelo de Santullán,-43.46978557504873
34028,Báscones de Ojeda,-40.44444444444444
34029,Becerril de Campos,-35.95600676818951
34031,Belmonte de Campos,-52.38095238095239
34032,Berzosilla,-38.961038961038966
34033,Boada de Campos,-44.827586206896555
34034,Boadilla del Camino,-44.11764705882353
34035,Boadilla de Rioseco,-48.98989898989899
34036,Brañosera,-20.189274447949526
34037,Buenavista de Valdavia,-36.61670235546038
34038,Bustillo de la Vega,-30.129870129870127
34039,Bustillo del Páramo de Carrión,-46.601941747572816
34041,Calahorra de Boedo,-45.033112582781456
34042,Calzada de los Molinos,-22.97979797979798
34045,Capillas,-43.30708661417323
34046,Cardeñosa de Volpejera,3.4482758620689653
34047,Carrión de los Condes,-21.453831041257367
34048,Castil de Vela,-52.991452991452995
34049,Castrejón de la Peña,-51.441578148710164
34050,Castrillo de Don Juan,-50.13774104683195
34051,Castrillo de Onielo,-54.04040404040404
34052,Castrillo de Villavega,-48.93617021276596
34053,Castromocho,-28.880866425992778
34055,Cervatos de la Cueza,-42.3444976076555
34056,Cervera de Pisuerga,-18.31187410586552
34057,Cevico de la Torre,-35.72395128552097
34058,Cevico Navero,-42.58064516129032
34059,Cisneros,-35.43543543543544
34060,Cobos de Cerrato,-52.41635687732342
34061,Collazos de Boedo,-43.75
34062,Congosto de Valdavia,-49.82078853046595
34063,Cordovilla la Real,5.737704918032787
34066,Cubillas de Cerrato,-42.34234234234234
34067,Dehesa de Montejo,-48.86363636363637
34068,Dehesa de Romanos,-13.20754716981132
34069,Dueñas,-13.333333333333334
34070,Espinosa de Cerrato,-55.23465703971119
34071,Espinosa de Villagonzalo,-46.89655172413793
34072,Frechilla,-50.72463768115942
34073,Fresno del Río,-16.176470588235293
34074,Frómista,-28.14601344860711
34076,Fuentes de Nava,-33.37250293772033
34077,Fuentes de Valdepero,92.82868525896414
34079,Grijota,251.25944584382873
34080,Guardo,-36.803736188631966
34081,Guaza de Campos,-35.294117647058826
34082,Hérmedes de Cerrato,-52.25806451612903
34083,Herrera de Pisuerga,-31.256791017747194
34084,Herrera de Valdecañas,-21.0
34086,Hontoria de Cerrato,-20.8955223880597
34087,Hornillos de Cerrato,14.864864864864865
34088,Husillos,71.61572052401746
34089,Itero de la Vega,-44.18604651162791
34091,Lagartos,-34.26966292134831
34092,Lantadilla,-52.27272727272727
34093,"Vid de Ojeda, La",-38.35616438356164
34094,Ledigos,-45.614035087719294
34096,Lomas,-30.508474576271187
34098,Magaz de Pisuerga,39.512855209742895
34099,Manquillos,-28.39506172839506
34100,Mantinos,-31.27962085308057
34101,Marcilla de Campos,-30.120481927710845
34102,Mazariegos,-30.82191780821918
34103,Mazuecos de Valdeginate,-46.62162162162162
34104,Melgar de Yuso,-36.38497652582159
34106,Meneses de Campos,-38.036809815950924
34107,Micieces de Ojeda,-38.26086956521739
34108,Monzón de Campos,-27.757125154894673
34109,Moratinos,-37.89473684210527
34110,Mudá,-43.66197183098591
34112,Nogal de las Huertas,-42.5
34113,Olea de Boedo,-20.408163265306122
34114,Olmos de Ojeda,-53.42465753424658
34116,Osornillo,-44.339622641509436
34120,Palencia,-2.655046872423285
34121,Palenzuela,-37.5
34122,Páramo de Boedo,-14.754098360655737
34123,Paredes de Nava,-25.029423303256177
34124,Payo de Ojeda,-43.56435643564357
34125,Pedraza de Campos,-50.68493150684932
34126,Pedrosa de la Vega,-29.64824120603015
34127,Perales,-13.86861313868613
34129,Pino del Río,-39.405204460966544
34130,Piña de Campos,-39.11671924290221
34131,Población de Arroyo,-56.25
34132,Población de Campos,-46.25550660792951
34133,Población de Cerrato,-24.031007751937985
34134,Polentinos,-59.183673469387756
34135,Pomar de Valdivia,-9.760589318600369
34136,Poza de la Vega,-42.758620689655174
34137,Pozo de Urama,-58.139534883720934
34139,Prádanos de Ojeda,-31.954887218045116
34140,"Puebla de Valdavia, La",-53.44827586206896
34141,Quintana del Puente,-11.929824561403509
34143,Quintanilla de Onsoña,-33.82352941176471
34146,Reinoso de Cerrato,-33.72093023255814
34147,Renedo de la Vega,-34.69387755102041
34149,Requena de Campos,-48.214285714285715
34151,Respenda de la Peña,-53.77049180327869
34152,Revenga de Campos,-32.0
34154,Revilla de Collazos,-27.184466019417474
34155,Ribas de Campos,-32.89473684210527
34156,Riberos de la Cueza,-44.329896907216494
34157,Saldaña,-9.864907320138235
34158,Salinas de Pisuerga,11.14864864864865
34159,San Cebrián de Campos,-28.21869488536155
34160,San Cebrián de Mudá,-31.19266055045872
34161,San Cristóbal de Boedo,-62.96296296296296
34163,San Mamés de Campos,-60.16260162601627
34165,San Román de la Cuba,-61.31386861313869
34167,Santa Cecilia del Alcor,-50.0
34168,Santa Cruz de Boedo,-28.767123287671232
34169,Santervás de la Vega,-31.506849315068493
34170,Santibáñez de Ecla,-61.46788990825688
34171,Santibáñez de la Peña,-42.909535452322736
34174,Santoyo,-35.57046979865772
34175,"Serna, La",-31.11111111111111
34176,Sotobañado y Priorato,-15.508021390374333
34177,Soto de Cerrato,-27.572016460905353
34178,Tabanera de Cerrato,-24.175824175824175
34179,Tabanera de Valdavia,-61.40350877192983
34180,Támara de Campos,-31.48148148148148
34181,Tariego de Cerrato,-12.739965095986038
34182,Torquemada,-23.696682464454977
34184,Torremormojón,-46.42857142857143
34185,Triollo,-27.450980392156865
34186,Valbuena de Pisuerga,-33.33333333333333
34189,Valdeolmillos,-37.5
34190,Valderrábano,-43.373493975903614
34192,Valde-Ucieza,-45.32374100719424
34196,Valle de Cerrato,-38.51851851851852
34199,Velilla del Río Carrión,-42.864372469635626
34201,Vertavillo,-35.521235521235525
34202,Villabasta de Valdavia,-25.0
34204,Villacidaler,-41.77215189873418
34205,Villaconancio,-47.91666666666667
34206,Villada,-40.42857142857143
34208,Villaeles de Valdavia,-46.666666666666664
34210,Villahán,-32.6530612244898
34211,Villaherreros,-31.25
34213,Villalaco,-32.22222222222222
34214,Villalba de Guardo,-15.546218487394958
34215,Villalcázar de Sirga,-28.97959183673469
34216,Villalcón,-52.94117647058824
34217,Villalobón,550.6849315068494
34218,Villaluenga de la Vega,-24.34402332361516
34220,Villamartín de Campos,-1.1695906432748537
34221,Villamediana,-26.506024096385545
34222,Villameriel,-38.23529411764706
34223,Villamoronta,-31.71428571428571
34224,Villamuera de la Cueza,-51.94805194805194
34225,Villamuriel de Cerrato,49.643596229018165
34227,Villanueva del Rebollar,-42.241379310344826
34228,Villanuño de Valdavia,-32.608695652173914
34229,Villaprovedo,-58.18181818181818
34230,Villarmentero de Campos,47.368421052631575
34231,Villarrabé,-39.10034602076124
34232,Villarramiel,-29.76827094474153
34233,Villasarracino,-57.14285714285714
34234,Villasila de Valdavia,-48.717948717948715
34236,Villaturde,-47.686832740213525
34237,Villaumbrales,-31.538461538461537
34238,Villaviudas,-28.235294117647058
34240,Villerías de Campos,-44.11764705882353
34241,Villodre,-52.0
34242,Villodrigo,-30.434782608695656
34243,Villoldo,-34.93282149712092
34245,Villota del Páramo,-39.5959595959596
34246,Villovieco,-56.02836879432624
34901,Osorno la Mayor,-35.290918977705275
34902,Valle del Retortillo,-28.510638297872344
34903,Loma de Ucieza,-46.97802197802198
34904,"Pernía, La",-36.511156186612574
35001,Agaete,-5.9389515593895155
35002,Agüimes,81.46466856267776
35003,Antigua,360.4527296937417
35004,Arrecife,78.96353469323462
35005,Artenara,-17.68
35006,Arucas,31.013829536660047
35007,Betancuria,37.16216216216216
35008,Firgas,17.805700275819795
35009,Gáldar,14.315333579063767
35010,Haría,57.66071934296233
35011,Ingenio,34.2420267278839
35012,Mogán,103.644931717638
35013,Moya,-7.803301396744777
35014,"Oliva, La",326.8688901667625
35015,Pájara,271.88575361321404
35016,"Palmas de Gran Canaria, Las",6.995384784131082
35017,Puerto del Rosario,134.5664739884393
35018,San Bartolomé,97.35079171741778
35019,San Bartolomé de Tirajana,52.684592162063026
35020,"Aldea de San Nicolás, La",-7.832219747587231
35021,Santa Brígida,10.363495746326373
35022,Santa Lucía de Tirajana,92.13497146559672
35023,Santa María de Guía de Gran Canaria,7.760920942288633
35024,Teguise,174.39880335979748
35025,Tejeda,-28.448275862068968
35026,Telde,21.89621870148953
35027,Teror,14.726057906458797
35028,Tías,112.57923930269413
35029,Tinajo,82.82290279627163
35030,Tuineje,118.10710498409331
35031,Valsequillo de Gran Canaria,25.295023088763468
35032,Valleseco,-14.64750171115674
35033,Vega de San Mateo,7.381082558775287
35034,Yaiza,438.5964912280702
36001,Arbo,-47.47957760510062
36002,Barro,2.4369747899159666
36003,Baiona,17.915991999238024
36004,Bueu,-6.048099055480593
36005,Caldas de Reis,3.298592457290211
36006,Cambados,6.307977736549166
36007,Campo Lameiro,-31.044290938642828
36008,Cangas,14.992897421548793
36009,"Cañiza, A",-34.42495126705653
36010,Catoira,-9.523809523809524
36013,Covelo,-46.18973561430793
36014,Crecente,-36.666666666666664
36015,Cuntis,-22.60884470346246
36016,Dozón,-61.189913317572895
36017,"Estrada, A",-10.461497421305353
36018,Forcarei,-41.01112997547632
36019,Fornelos de Montes,-32.0746887966805
36020,Agolada,-53.5707019328586
36021,Gondomar,35.48936933704135
36022,"Grove, O",-1.9392840960579971
36023,"Guarda, A",1.2095554883580284
