Mun_Code,Mun,pop_1996_2019 (k=23),pop_1998_2021 (k=23),pop_1999_2022 (k=23),pop_2000_2023 (k=23),pop_2001_2024 (k=23)
35030,Tuineje,102.02810180275716,85.97057768209544,70.55859802847755,62.08506750583697,55.81439393939394
35031,Valsequillo de Gran Canaria,19.805028219599794,21.686121919584956,20.050600885515497,20.101876009442165,20.01474382602285
35032,Valleseco,-14.464978325347936,-11.021569092201943,-9.178977960765318,-6.814777833250125,-7.032803180914512
35033,Vega de San Mateo,3.280481137233461,6.982927511894767,5.507485235544568,4.822198275862069,6.076154469349176
35034,Yaiza,392.7445732976509,346.64561957379635,304.9772672888251,236.52173913043478,184.88518402013213
36001,Arbo,-48.59533771667663,-41.71338865216416,-41.19757793227181,-38.69847151459009,-38.049353701527615
36002,Barro,3.081232492997199,2.3163841807909606,2.943673931502972,3.193894855850763,5.389048991354467
36003,Baiona,15.45861510620059,17.648185387340803,15.855145886105637,15.510660087515129,13.86002023360618
36004,Bueu,-4.682911342170013,-3.981095802627363,-4.306143644643285,-4.821970301772314,-5.666241632132611
36005,Caldas de Reis,5.135919200601697,4.472195538477959,2.9027113237639552,1.8959855947463193,1.70316301703163
36006,Cambados,6.246134817563389,5.844557981111627,4.622331062983087,3.3308157099697886,3.1812725090036014
36007,Campo Lameiro,-26.168224299065418,-25.796979865771814,-27.50631844987363,-25.31426094495015,-25.895196506550217
36008,Cangas,14.252507425422925,14.947277813643211,14.602998334258746,14.35457725450047,12.451591176965819
36009,"Cañiza, A",-32.68356075373619,-29.39958592132505,-28.720735785953178,-27.13999427426281,-28.140131016804332
36010,Catoira,-7.668881506090807,-6.354137249364586,-6.604308390022676,-6.216139150270887,-7.605315238903025
36013,Covelo,-46.76738502554988,-41.87973484848485,-39.688715953307394,-40.03954522985665,-38.961693548387096
36014,Crecente,-34.248366013071895,-34.1725411211816,-36.74069235793599,-33.71313672922252,-32.544378698224854
36015,Cuntis,-19.832019197805963,-19.012733298447586,-18.538229554727693,-19.62897526501767,-19.533060060595258
36016,Dozón,-57.368006304176525,-53.62000877577885,-53.90134529147982,-53.21987120515179,-54.482439926062845
36017,"Estrada, A",-8.949848835141383,-9.42375609101882,-9.963727553625006,-10.01926782273603,-9.349117752970832
36018,Forcarei,-36.08753065459347,-35.46603475513428,-34.70973017170891,-34.833299243199015,-35.51247679934007
36019,Fornelos de Montes,-32.946058091286304,-31.967562953478446,-30.815194195475886,-27.476882430647294,-26.59192825112108
36020,Agolada,-52.30925737538149,-50.01121830827911,-49.47273951088176,-48.66772944659531,-46.83131407269338
36021,Gondomar,28.16004306091325,33.33333333333333,32.16209058003002,31.230916862950366,29.851259564955722
36022,"Grove, O",-3.48889895786135,-2.603550295857988,-2.1721422753190334,-1.8847408481333816,-2.1697857336588013
