Year,Mun_Code,Mun,Area_km2,Pop_Density
2006,01030,Lagrán,45.5841,4.19
2007,01030,Lagrán,45.5841,4.26
2008,01030,Lagrán,45.5841,4.17
2009,01030,Lagrán,45.5841,4.08
2010,01030,Lagrán,45.5841,3.9
2011,01030,Lagrán,45.5841,4.04
2012,01030,Lagrán,45.5841,3.95
2013,01030,Lagrán,45.5841,3.73
2014,01030,Lagrán,45.5841,3.53
2015,01030,Lagrán,45.5841,3.58
2016,01030,Lagrán,45.5841,3.69
2017,01030,Lagrán,45.5841,3.64
2018,01030,Lagrán,45.5841,3.47
2019,01030,Lagrán,45.5841,3.44
2020,01030,Lagrán,45.5841,3.55
2021,01030,Lagrán,45.5841,3.75
2022,01030,Lagrán,45.5841,3.84
2023,01030,Lagrán,45.5841,3.77
2024,01030,Lagrán,45.5841,3.73
1996,01031,Laguardia,80.8774,17.59
1998,01031,Laguardia,80.8774,17.42
1999,01031,Laguardia,80.8774,17.42
2000,01031,Laguardia,80.8774,17.46
2001,01031,Laguardia,80.8774,17.51
2002,01031,Laguardia,80.8774,17.89
2003,01031,Laguardia,80.8774,18.09
2004,01031,Laguardia,80.8774,18.3
2005,01031,Laguardia,80.8774,18.34
2006,01031,Laguardia,80.8774,18.36
2007,01031,Laguardia,80.8774,18.35
2008,01031,Laguardia,80.8774,18.62
2009,01031,Laguardia,80.8774,18.67
2010,01031,Laguardia,80.8774,18.69
2011,01031,Laguardia,80.8774,19.12
2012,01031,Laguardia,80.8774,19.14
2013,01031,Laguardia,80.8774,18.89
2014,01031,Laguardia,80.8774,18.77
2015,01031,Laguardia,80.8774,18.79
2016,01031,Laguardia,80.8774,18.27
2017,01031,Laguardia,80.8774,18.23
2018,01031,Laguardia,80.8774,18.61
2019,01031,Laguardia,80.8774,18.47
2020,01031,Laguardia,80.8774,17.98
2021,01031,Laguardia,80.8774,18.1
2022,01031,Laguardia,80.8774,18.34
2023,01031,Laguardia,80.8774,18.2
2024,01031,Laguardia,80.8774,18.27
1996,01032,Lanciego/Lantziego,24.2362,26.82
1998,01032,Lanciego/Lantziego,24.2362,26.61
1999,01032,Lanciego/Lantziego,24.2362,26.49
2000,01032,Lanciego/Lantziego,24.2362,26.9
2001,01032,Lanciego/Lantziego,24.2362,26.98
2002,01032,Lanciego/Lantziego,24.2362,27.4
2003,01032,Lanciego/Lantziego,24.2362,26.74
2004,01032,Lanciego/Lantziego,24.2362,26.53
2005,01032,Lanciego/Lantziego,24.2362,27.23
2006,01032,Lanciego/Lantziego,24.2362,27.77
2007,01032,Lanciego/Lantziego,24.2362,28.35
2008,01032,Lanciego/Lantziego,24.2362,28.18
2009,01032,Lanciego/Lantziego,24.2362,27.93
2010,01032,Lanciego/Lantziego,24.2362,28.72
2011,01032,Lanciego/Lantziego,24.2362,28.14
2012,01032,Lanciego/Lantziego,24.2362,28.26
2013,01032,Lanciego/Lantziego,24.2362,28.26
2014,01032,Lanciego/Lantziego,24.2362,28.1
2015,01032,Lanciego/Lantziego,24.2362,28.02
2016,01032,Lanciego/Lantziego,24.2362,28.1
2017,01032,Lanciego/Lantziego,24.2362,27.77
2018,01032,Lanciego/Lantziego,24.2362,27.52
2019,01032,Lanciego/Lantziego,24.2362,28.51
2020,01032,Lanciego/Lantziego,24.2362,29.25
2021,01032,Lanciego/Lantziego,24.2362,28.55
2022,01032,Lanciego/Lantziego,24.2362,29.87
2023,01032,Lanciego/Lantziego,24.2362,29.21
2024,01032,Lanciego/Lantziego,24.2362,28.26
1996,01033,Lapuebla de Labarca,6.0453,142.42
1998,01033,Lapuebla de Labarca,6.0453,142.92
1999,01033,Lapuebla de Labarca,6.0453,144.24
2000,01033,Lapuebla de Labarca,6.0453,143.09
2001,01033,Lapuebla de Labarca,6.0453,142.59
2002,01033,Lapuebla de Labarca,6.0453,145.07
2003,01033,Lapuebla de Labarca,6.0453,143.09
2004,01033,Lapuebla de Labarca,6.0453,140.27
2005,01033,Lapuebla de Labarca,6.0453,141.27
2006,01033,Lapuebla de Labarca,6.0453,139.28
2007,01033,Lapuebla de Labarca,6.0453,145.9
2008,01033,Lapuebla de Labarca,6.0453,150.53
2009,01033,Lapuebla de Labarca,6.0453,145.07
2010,01033,Lapuebla de Labarca,6.0453,143.25
2011,01033,Lapuebla de Labarca,6.0453,143.42
2012,01033,Lapuebla de Labarca,6.0453,140.27
2013,01033,Lapuebla de Labarca,6.0453,136.97
2014,01033,Lapuebla de Labarca,6.0453,142.42
2015,01033,Lapuebla de Labarca,6.0453,142.26
2016,01033,Lapuebla de Labarca,6.0453,140.94
2017,01033,Lapuebla de Labarca,6.0453,142.09
2018,01033,Lapuebla de Labarca,6.0453,141.76
2019,01033,Lapuebla de Labarca,6.0453,143.09
2020,01033,Lapuebla de Labarca,6.0453,143.09
2021,01033,Lapuebla de Labarca,6.0453,141.93
2022,01033,Lapuebla de Labarca,6.0453,143.91
2023,01033,Lapuebla de Labarca,6.0453,143.09
2024,01033,Lapuebla de Labarca,6.0453,142.09
1996,01034,Leza,9.9139,18.36
1998,01034,Leza,9.9139,17.35
1999,01034,Leza,9.9139,19.77
2000,01034,Leza,9.9139,20.98
2001,01034,Leza,9.9139,20.48
2002,01034,Leza,9.9139,21.08
2003,01034,Leza,9.9139,21.18
2004,01034,Leza,9.9139,22.19
2005,01034,Leza,9.9139,23.2
2006,01034,Leza,9.9139,22.39
2007,01034,Leza,9.9139,23.2
2008,01034,Leza,9.9139,22.8
2009,01034,Leza,9.9139,22.7
2010,01034,Leza,9.9139,23.8
2011,01034,Leza,9.9139,21.48
2012,01034,Leza,9.9139,21.99
2013,01034,Leza,9.9139,21.48
2014,01034,Leza,9.9139,20.88
2015,01034,Leza,9.9139,21.79
2016,01034,Leza,9.9139,21.38
2017,01034,Leza,9.9139,20.48
2018,01034,Leza,9.9139,19.77
2019,01034,Leza,9.9139,20.48
2020,01034,Leza,9.9139,21.28
2021,01034,Leza,9.9139,22.09
2022,01034,Leza,9.9139,21.89
2023,01034,Leza,9.9139,22.19
2024,01034,Leza,9.9139,21.18
1996,01036,Laudio/Llodio,37.7041,528.14
1998,01036,Laudio/Llodio,37.7041,522.33
1999,01036,Laudio/Llodio,37.7041,520.69
2000,01036,Laudio/Llodio,37.7041,510.82
2001,01036,Laudio/Llodio,37.7041,508.41
2002,01036,Laudio/Llodio,37.7041,504.61
2003,01036,Laudio/Llodio,37.7041,500.5
2004,01036,Laudio/Llodio,37.7041,496.52
2005,01036,Laudio/Llodio,37.7041,494.19
2006,01036,Laudio/Llodio,37.7041,490.08
2007,01036,Laudio/Llodio,37.7041,487.93
2008,01036,Laudio/Llodio,37.7041,484.72
2009,01036,Laudio/Llodio,37.7041,485.73
2010,01036,Laudio/Llodio,37.7041,488.54
2011,01036,Laudio/Llodio,37.7041,490.5
2012,01036,Laudio/Llodio,37.7041,490.61
2013,01036,Laudio/Llodio,37.7041,490.93
2014,01036,Laudio/Llodio,37.7041,488.75
2015,01036,Laudio/Llodio,37.7041,485.36
2016,01036,Laudio/Llodio,37.7041,483.02
2017,01036,Laudio/Llodio,37.7041,480.93
2018,01036,Laudio/Llodio,37.7041,482.84
2019,01036,Laudio/Llodio,37.7041,480.11
2020,01036,Laudio/Llodio,37.7041,480.53
2021,01036,Laudio/Llodio,37.7041,477.64
2022,01036,Laudio/Llodio,37.7041,474.91
2023,01036,Laudio/Llodio,37.7041,475.2
2024,01036,Laudio/Llodio,37.7041,476.92
1996,01037,Arraia-Maeztu,123.017,5.56
1998,01037,Arraia-Maeztu,123.017,5.63
1999,01037,Arraia-Maeztu,123.017,5.79
2000,01037,Arraia-Maeztu,123.017,5.67
2001,01037,Arraia-Maeztu,123.017,5.81
2002,01037,Arraia-Maeztu,123.017,5.96
2003,01037,Arraia-Maeztu,123.017,6.0
2004,01037,Arraia-Maeztu,123.017,5.98
2005,01037,Arraia-Maeztu,123.017,5.97
2006,01037,Arraia-Maeztu,123.017,5.92
2007,01037,Arraia-Maeztu,123.017,5.84
2008,01037,Arraia-Maeztu,123.017,5.75
2009,01037,Arraia-Maeztu,123.017,5.77
2010,01037,Arraia-Maeztu,123.017,5.76
2011,01037,Arraia-Maeztu,123.017,5.87
2012,01037,Arraia-Maeztu,123.017,6.01
2013,01037,Arraia-Maeztu,123.017,5.94
2014,01037,Arraia-Maeztu,123.017,5.8
2015,01037,Arraia-Maeztu,123.017,5.79
2016,01037,Arraia-Maeztu,123.017,5.87
2017,01037,Arraia-Maeztu,123.017,5.89
2018,01037,Arraia-Maeztu,123.017,5.83
2019,01037,Arraia-Maeztu,123.017,5.9
2020,01037,Arraia-Maeztu,123.017,5.96
2021,01037,Arraia-Maeztu,123.017,6.5
2022,01037,Arraia-Maeztu,123.017,6.54
2023,01037,Arraia-Maeztu,123.017,6.6
2024,01037,Arraia-Maeztu,123.017,6.68
1996,01039,Moreda de Álava/Moreda Araba,8.6645,32.66
1998,01039,Moreda de Álava/Moreda Araba,8.6645,33.35
1999,01039,Moreda de Álava/Moreda Araba,8.6645,33.7
2000,01039,Moreda de Álava/Moreda Araba,8.6645,33.47
2001,01039,Moreda de Álava/Moreda Araba,8.6645,33.01
2002,01039,Moreda de Álava/Moreda Araba,8.6645,33.12
2003,01039,Moreda de Álava/Moreda Araba,8.6645,32.32
2004,01039,Moreda de Álava/Moreda Araba,8.6645,31.85
2005,01039,Moreda de Álava/Moreda Araba,8.6645,32.32
2006,01039,Moreda de Álava/Moreda Araba,8.6645,31.62
2007,01039,Moreda de Álava/Moreda Araba,8.6645,31.74
2008,01039,Moreda de Álava/Moreda Araba,8.6645,30.82
2009,01039,Moreda de Álava/Moreda Araba,8.6645,30.12
2010,01039,Moreda de Álava/Moreda Araba,8.6645,28.74
2011,01039,Moreda de Álava/Moreda Araba,8.6645,28.74
2012,01039,Moreda de Álava/Moreda Araba,8.6645,28.39
2013,01039,Moreda de Álava/Moreda Araba,8.6645,27.47
2014,01039,Moreda de Álava/Moreda Araba,8.6645,27.24
2015,01039,Moreda de Álava/Moreda Araba,8.6645,26.89
2016,01039,Moreda de Álava/Moreda Araba,8.6645,26.43
2017,01039,Moreda de Álava/Moreda Araba,8.6645,26.55
2018,01039,Moreda de Álava/Moreda Araba,8.6645,26.43
2019,01039,Moreda de Álava/Moreda Araba,8.6645,25.51
2020,01039,Moreda de Álava/Moreda Araba,8.6645,24.35
2021,01039,Moreda de Álava/Moreda Araba,8.6645,24.12
2022,01039,Moreda de Álava/Moreda Araba,8.6645,24.93
2023,01039,Moreda de Álava/Moreda Araba,8.6645,24.01
2024,01039,Moreda de Álava/Moreda Araba,8.6645,24.81
1996,01041,Navaridas,8.9096,25.48
1998,01041,Navaridas,8.9096,24.36
1999,01041,Navaridas,8.9096,24.13
2000,01041,Navaridas,8.9096,23.46
2001,01041,Navaridas,8.9096,24.36
2002,01041,Navaridas,8.9096,24.69
2003,01041,Navaridas,8.9096,23.23
2004,01041,Navaridas,8.9096,23.35
2005,01041,Navaridas,8.9096,23.57
2006,01041,Navaridas,8.9096,23.68
2007,01041,Navaridas,8.9096,24.47
2008,01041,Navaridas,8.9096,24.58
2009,01041,Navaridas,8.9096,23.46
2010,01041,Navaridas,8.9096,23.68
2011,01041,Navaridas,8.9096,23.91
2012,01041,Navaridas,8.9096,24.69
2013,01041,Navaridas,8.9096,25.03
2014,01041,Navaridas,8.9096,24.02
2015,01041,Navaridas,8.9096,25.93
2016,01041,Navaridas,8.9096,25.37
2017,01041,Navaridas,8.9096,25.37
2018,01041,Navaridas,8.9096,23.46
2019,01041,Navaridas,8.9096,22.45
2020,01041,Navaridas,8.9096,21.77
2021,01041,Navaridas,8.9096,22.11
2022,01041,Navaridas,8.9096,22.45
2023,01041,Navaridas,8.9096,22.11
2024,01041,Navaridas,8.9096,21.44
1996,01042,Okondo,29.8287,25.81
1998,01042,Okondo,29.8287,27.16
1999,01042,Okondo,29.8287,27.86
2000,01042,Okondo,29.8287,27.89
2001,01042,Okondo,29.8287,28.63
2002,01042,Okondo,29.8287,30.61
2003,01042,Okondo,29.8287,32.32
2004,01042,Okondo,29.8287,33.66
2005,01042,Okondo,29.8287,34.03
2006,01042,Okondo,29.8287,34.6
2007,01042,Okondo,29.8287,35.67
2008,01042,Okondo,29.8287,36.07
2009,01042,Okondo,29.8287,36.44
2010,01042,Okondo,29.8287,37.41
2011,01042,Okondo,29.8287,38.72
2012,01042,Okondo,29.8287,38.79
2013,01042,Okondo,29.8287,38.52
2014,01042,Okondo,29.8287,38.82
2015,01042,Okondo,29.8287,38.75
2016,01042,Okondo,29.8287,39.26
2017,01042,Okondo,29.8287,38.72
2018,01042,Okondo,29.8287,38.96
2019,01042,Okondo,29.8287,39.83
2020,01042,Okondo,29.8287,40.33
2021,01042,Okondo,29.8287,40.1
2022,01042,Okondo,29.8287,39.79
2023,01042,Okondo,29.8287,40.16
2024,01042,Okondo,29.8287,40.03
1996,01043,Oyón-Oion,45.1445,49.66
1998,01043,Oyón-Oion,45.1445,49.75
1999,01043,Oyón-Oion,45.1445,50.64
2000,01043,Oyón-Oion,45.1445,51.57
2001,01043,Oyón-Oion,45.1445,53.34
2002,01043,Oyón-Oion,45.1445,55.11
2003,01043,Oyón-Oion,45.1445,56.8
2004,01043,Oyón-Oion,45.1445,59.32
2005,01043,Oyón-Oion,45.1445,62.62
2006,01043,Oyón-Oion,45.1445,64.88
2007,01043,Oyón-Oion,45.1445,66.76
2008,01043,Oyón-Oion,45.1445,68.69
2009,01043,Oyón-Oion,45.1445,69.78
2010,01043,Oyón-Oion,45.1445,71.9
2011,01043,Oyón-Oion,45.1445,72.74
2012,01043,Oyón-Oion,45.1445,73.21
2013,01043,Oyón-Oion,45.1445,72.63
2014,01043,Oyón-Oion,45.1445,73.05
2015,01043,Oyón-Oion,45.1445,73.54
2016,01043,Oyón-Oion,45.1445,73.67
2017,01043,Oyón-Oion,45.1445,73.94
2018,01043,Oyón-Oion,45.1445,74.6
2019,01043,Oyón-Oion,45.1445,75.0
2020,01043,Oyón-Oion,45.1445,75.54
2021,01043,Oyón-Oion,45.1445,75.71
2022,01043,Oyón-Oion,45.1445,75.49
2023,01043,Oyón-Oion,45.1445,75.42
2024,01043,Oyón-Oion,45.1445,75.6
1996,01044,Peñacerrada-Urizaharra,62.1051,4.04
1998,01044,Peñacerrada-Urizaharra,62.1051,3.91
1999,01044,Peñacerrada-Urizaharra,62.1051,4.15
2000,01044,Peñacerrada-Urizaharra,62.1051,4.04
2001,01044,Peñacerrada-Urizaharra,62.1051,3.99
2002,01044,Peñacerrada-Urizaharra,62.1051,4.04
2003,01044,Peñacerrada-Urizaharra,62.1051,4.27
2004,01044,Peñacerrada-Urizaharra,62.1051,4.23
2005,01044,Peñacerrada-Urizaharra,62.1051,4.14
2006,01044,Peñacerrada-Urizaharra,62.1051,4.19
2007,01044,Peñacerrada-Urizaharra,62.1051,4.07
2008,01044,Peñacerrada-Urizaharra,62.1051,4.36
2009,01044,Peñacerrada-Urizaharra,62.1051,4.67
2010,01044,Peñacerrada-Urizaharra,62.1051,4.77
2011,01044,Peñacerrada-Urizaharra,62.1051,4.62
2012,01044,Peñacerrada-Urizaharra,62.1051,4.51
2013,01044,Peñacerrada-Urizaharra,62.1051,4.33
2014,01044,Peñacerrada-Urizaharra,62.1051,4.33
2015,01044,Peñacerrada-Urizaharra,62.1051,4.35
2016,01044,Peñacerrada-Urizaharra,62.1051,4.33
2017,01044,Peñacerrada-Urizaharra,62.1051,4.25
2018,01044,Peñacerrada-Urizaharra,62.1051,4.14
2019,01044,Peñacerrada-Urizaharra,62.1051,4.2
2020,01044,Peñacerrada-Urizaharra,62.1051,4.22
2021,01044,Peñacerrada-Urizaharra,62.1051,4.81
2022,01044,Peñacerrada-Urizaharra,62.1051,4.99
2023,01044,Peñacerrada-Urizaharra,62.1051,4.86
2024,01044,Peñacerrada-Urizaharra,62.1051,4.86
1996,01046,Erriberagoitia/Ribera Alta,119.7228,4.28
1998,01046,Erriberagoitia/Ribera Alta,119.7228,4.33
1999,01046,Erriberagoitia/Ribera Alta,119.7228,4.3
2000,01046,Erriberagoitia/Ribera Alta,119.7228,4.54
2001,01046,Erriberagoitia/Ribera Alta,119.7228,4.49
2002,01046,Erriberagoitia/Ribera Alta,119.7228,4.51
2003,01046,Erriberagoitia/Ribera Alta,119.7228,4.75
2004,01046,Erriberagoitia/Ribera Alta,119.7228,4.84
2005,01046,Erriberagoitia/Ribera Alta,119.7228,4.89
2006,01046,Erriberagoitia/Ribera Alta,119.7228,5.03
2007,01046,Erriberagoitia/Ribera Alta,119.7228,5.7
2008,01046,Erriberagoitia/Ribera Alta,119.7228,5.89
2009,01046,Erriberagoitia/Ribera Alta,119.7228,6.08
2010,01046,Erriberagoitia/Ribera Alta,119.7228,6.26
2011,01046,Erriberagoitia/Ribera Alta,119.7228,6.52
2012,01046,Erriberagoitia/Ribera Alta,119.7228,6.6
2013,01046,Erriberagoitia/Ribera Alta,119.7228,6.33
2014,01046,Erriberagoitia/Ribera Alta,119.7228,6.27
2015,01046,Erriberagoitia/Ribera Alta,119.7228,6.46
2016,01046,Erriberagoitia/Ribera Alta,119.7228,6.22
2017,01046,Erriberagoitia/Ribera Alta,119.7228,6.15
2018,01046,Erriberagoitia/Ribera Alta,119.7228,6.52
2019,01046,Erriberagoitia/Ribera Alta,119.7228,6.56
2020,01046,Erriberagoitia/Ribera Alta,119.7228,6.53
2021,01046,Erriberagoitia/Ribera Alta,119.7228,6.9
2022,01046,Erriberagoitia/Ribera Alta,119.7228,6.85
2023,01046,Erriberagoitia/Ribera Alta,119.7228,6.92
2024,01046,Erriberagoitia/Ribera Alta,119.7228,7.06
1996,01047,Ribera Baja/Erriberabeitia,25.2944,18.38
1998,01047,Ribera Baja/Erriberabeitia,25.2944,19.73
1999,01047,Ribera Baja/Erriberabeitia,25.2944,19.49
2000,01047,Ribera Baja/Erriberabeitia,25.2944,23.56
2001,01047,Ribera Baja/Erriberabeitia,25.2944,26.76
2002,01047,Ribera Baja/Erriberabeitia,25.2944,28.78
2003,01047,Ribera Baja/Erriberabeitia,25.2944,33.84
2004,01047,Ribera Baja/Erriberabeitia,25.2944,38.19
2005,01047,Ribera Baja/Erriberabeitia,25.2944,40.96
2006,01047,Ribera Baja/Erriberabeitia,25.2944,43.41
2007,01047,Ribera Baja/Erriberabeitia,25.2944,44.67
2008,01047,Ribera Baja/Erriberabeitia,25.2944,46.37
2009,01047,Ribera Baja/Erriberabeitia,25.2944,47.36
2010,01047,Ribera Baja/Erriberabeitia,25.2944,51.51
2011,01047,Ribera Baja/Erriberabeitia,25.2944,51.95
2012,01047,Ribera Baja/Erriberabeitia,25.2944,52.66
2013,01047,Ribera Baja/Erriberabeitia,25.2944,52.74
2014,01047,Ribera Baja/Erriberabeitia,25.2944,53.69
2015,01047,Ribera Baja/Erriberabeitia,25.2944,53.73
2016,01047,Ribera Baja/Erriberabeitia,25.2944,53.49
2017,01047,Ribera Baja/Erriberabeitia,25.2944,54.36
2018,01047,Ribera Baja/Erriberabeitia,25.2944,54.32
2019,01047,Ribera Baja/Erriberabeitia,25.2944,53.37
2020,01047,Ribera Baja/Erriberabeitia,25.2944,54.68
2021,01047,Ribera Baja/Erriberabeitia,25.2944,56.18
2022,01047,Ribera Baja/Erriberabeitia,25.2944,55.98
2023,01047,Ribera Baja/Erriberabeitia,25.2944,56.26
2024,01047,Ribera Baja/Erriberabeitia,25.2944,56.89
1996,01049,Añana,21.9059,9.27
1998,01049,Añana,21.9059,8.45
1999,01049,Añana,21.9059,8.58
2000,01049,Añana,21.9059,8.67
2001,01049,Añana,21.9059,8.67
2002,01049,Añana,21.9059,8.72
2003,01049,Añana,21.9059,8.45
2004,01049,Añana,21.9059,8.45
2005,01049,Añana,21.9059,8.45
2006,01049,Añana,21.9059,8.31
2007,01049,Añana,21.9059,8.26
2008,01049,Añana,21.9059,8.03
2009,01049,Añana,21.9059,8.03
2010,01049,Añana,21.9059,7.99
2011,01049,Añana,21.9059,7.67
2012,01049,Añana,21.9059,7.58
2013,01049,Añana,21.9059,7.03
2014,01049,Añana,21.9059,7.53
2015,01049,Añana,21.9059,7.17
2016,01049,Añana,21.9059,7.26
2017,01049,Añana,21.9059,7.12
2018,01049,Añana,21.9059,6.89
2019,01049,Añana,21.9059,7.12
2020,01049,Añana,21.9059,6.8
2021,01049,Añana,21.9059,7.08
2022,01049,Añana,21.9059,7.12
2023,01049,Añana,21.9059,7.12
2024,01049,Añana,21.9059,6.48
1996,01051,Agurain/Salvatierra,37.741,100.58
1998,01051,Agurain/Salvatierra,37.741,102.7
1999,01051,Agurain/Salvatierra,37.741,104.21
2000,01051,Agurain/Salvatierra,37.741,106.36
2001,01051,Agurain/Salvatierra,37.741,105.56
2002,01051,Agurain/Salvatierra,37.741,107.18
2003,01051,Agurain/Salvatierra,37.741,107.15
2004,01051,Agurain/Salvatierra,37.741,108.53
2005,01051,Agurain/Salvatierra,37.741,109.11
2006,01051,Agurain/Salvatierra,37.741,111.74
2007,01051,Agurain/Salvatierra,37.741,116.77
2008,01051,Agurain/Salvatierra,37.741,122.63
2009,01051,Agurain/Salvatierra,37.741,127.21
2010,01051,Agurain/Salvatierra,37.741,128.96
2011,01051,Agurain/Salvatierra,37.741,129.41
2012,01051,Agurain/Salvatierra,37.741,131.9
2013,01051,Agurain/Salvatierra,37.741,132.35
2014,01051,Agurain/Salvatierra,37.741,131.21
2015,01051,Agurain/Salvatierra,37.741,132.11
2016,01051,Agurain/Salvatierra,37.741,132.08
2017,01051,Agurain/Salvatierra,37.741,133.14
2018,01051,Agurain/Salvatierra,37.741,132.96
2019,01051,Agurain/Salvatierra,37.741,134.12
2020,01051,Agurain/Salvatierra,37.741,133.49
2021,01051,Agurain/Salvatierra,37.741,133.25
2022,01051,Agurain/Salvatierra,37.741,134.31
2023,01051,Agurain/Salvatierra,37.741,134.73
2024,01051,Agurain/Salvatierra,37.741,136.59
1996,01052,Samaniego,10.5698,28.86
1998,01052,Samaniego,10.5698,28.86
1999,01052,Samaniego,10.5698,28.95
2000,01052,Samaniego,10.5698,29.52
2001,01052,Samaniego,10.5698,30.18
2002,01052,Samaniego,10.5698,29.42
2003,01052,Samaniego,10.5698,29.99
2004,01052,Samaniego,10.5698,30.18
2005,01052,Samaniego,10.5698,29.33
2006,01052,Samaniego,10.5698,29.14
2007,01052,Samaniego,10.5698,29.61
2008,01052,Samaniego,10.5698,31.13
2009,01052,Samaniego,10.5698,30.18
2010,01052,Samaniego,10.5698,31.13
2011,01052,Samaniego,10.5698,31.79
2012,01052,Samaniego,10.5698,31.32
2013,01052,Samaniego,10.5698,30.84
2014,01052,Samaniego,10.5698,27.44
2015,01052,Samaniego,10.5698,27.82
2016,01052,Samaniego,10.5698,28.67
2017,01052,Samaniego,10.5698,30.56
2018,01052,Samaniego,10.5698,30.18
2019,01052,Samaniego,10.5698,29.9
2020,01052,Samaniego,10.5698,29.8
2021,01052,Samaniego,10.5698,29.14
2022,01052,Samaniego,10.5698,29.42
2023,01052,Samaniego,10.5698,28.86
2024,01052,Samaniego,10.5698,27.44
1996,01053,San Millán/Donemiliaga,85.329,8.1
1998,01053,San Millán/Donemiliaga,85.329,8.2
1999,01053,San Millán/Donemiliaga,85.329,7.98
2000,01053,San Millán/Donemiliaga,85.329,8.07
2001,01053,San Millán/Donemiliaga,85.329,8.34
2002,01053,San Millán/Donemiliaga,85.329,8.16
2003,01053,San Millán/Donemiliaga,85.329,8.03
2004,01053,San Millán/Donemiliaga,85.329,8.27
2005,01053,San Millán/Donemiliaga,85.329,8.45
2006,01053,San Millán/Donemiliaga,85.329,8.39
2007,01053,San Millán/Donemiliaga,85.329,8.72
2008,01053,San Millán/Donemiliaga,85.329,8.38
2009,01053,San Millán/Donemiliaga,85.329,8.33
2010,01053,San Millán/Donemiliaga,85.329,8.5
2011,01053,San Millán/Donemiliaga,85.329,8.5
2012,01053,San Millán/Donemiliaga,85.329,8.43
2013,01053,San Millán/Donemiliaga,85.329,8.71
2014,01053,San Millán/Donemiliaga,85.329,8.51
2015,01053,San Millán/Donemiliaga,85.329,8.46
2016,01053,San Millán/Donemiliaga,85.329,8.4
2017,01053,San Millán/Donemiliaga,85.329,8.31
2018,01053,San Millán/Donemiliaga,85.329,8.31
2019,01053,San Millán/Donemiliaga,85.329,8.38
2020,01053,San Millán/Donemiliaga,85.329,8.27
2021,01053,San Millán/Donemiliaga,85.329,8.39
2022,01053,San Millán/Donemiliaga,85.329,8.41
2023,01053,San Millán/Donemiliaga,85.329,8.51
2024,01053,San Millán/Donemiliaga,85.329,8.44
1996,01054,Urkabustaiz,60.801,13.75
1998,01054,Urkabustaiz,60.801,13.5
1999,01054,Urkabustaiz,60.801,13.82
2000,01054,Urkabustaiz,60.801,14.33
2001,01054,Urkabustaiz,60.801,14.42
2002,01054,Urkabustaiz,60.801,14.8
2003,01054,Urkabustaiz,60.801,15.08
2004,01054,Urkabustaiz,60.801,15.76
2005,01054,Urkabustaiz,60.801,16.43
2006,01054,Urkabustaiz,60.801,17.24
2007,01054,Urkabustaiz,60.801,18.77
2008,01054,Urkabustaiz,60.801,19.06
2009,01054,Urkabustaiz,60.801,19.67
2010,01054,Urkabustaiz,60.801,20.9
2011,01054,Urkabustaiz,60.801,21.79
2012,01054,Urkabustaiz,60.801,22.2
2013,01054,Urkabustaiz,60.801,21.38
2014,01054,Urkabustaiz,60.801,21.02
2015,01054,Urkabustaiz,60.801,21.38
2016,01054,Urkabustaiz,60.801,22.02
2017,01054,Urkabustaiz,60.801,21.87
2018,01054,Urkabustaiz,60.801,21.97
2019,01054,Urkabustaiz,60.801,22.55
2020,01054,Urkabustaiz,60.801,22.8
2021,01054,Urkabustaiz,60.801,23.26
2022,01054,Urkabustaiz,60.801,23.16
2023,01054,Urkabustaiz,60.801,23.59
2024,01054,Urkabustaiz,60.801,24.05
1996,01055,Valdegovía/Gaubea,238.0447,3.71
1998,01055,Valdegovía/Gaubea,238.0447,3.76
1999,01055,Valdegovía/Gaubea,238.0447,3.89
2000,01055,Valdegovía/Gaubea,238.0447,3.9
2001,01055,Valdegovía/Gaubea,238.0447,3.98
2002,01055,Valdegovía/Gaubea,238.0447,4.17
2003,01055,Valdegovía/Gaubea,238.0447,4.24
2004,01055,Valdegovía/Gaubea,238.0447,4.39
2005,01055,Valdegovía/Gaubea,238.0447,4.49
2006,01055,Valdegovía/Gaubea,238.0447,4.52
2007,01055,Valdegovía/Gaubea,238.0447,4.67
2008,01055,Valdegovía/Gaubea,238.0447,4.82
2009,01055,Valdegovía/Gaubea,238.0447,4.61
2010,01055,Valdegovía/Gaubea,238.0447,4.65
2011,01055,Valdegovía/Gaubea,238.0447,4.61
2012,01055,Valdegovía/Gaubea,238.0447,4.48
2013,01055,Valdegovía/Gaubea,238.0447,4.39
2014,01055,Valdegovía/Gaubea,238.0447,4.36
2015,01055,Valdegovía/Gaubea,238.0447,4.26
2016,01055,Valdegovía/Gaubea,238.0447,4.26
2017,01055,Valdegovía/Gaubea,238.0447,4.18
2018,01055,Valdegovía/Gaubea,238.0447,4.16
2019,01055,Valdegovía/Gaubea,238.0447,4.18
2020,01055,Valdegovía/Gaubea,238.0447,4.14
2021,01055,Valdegovía/Gaubea,238.0447,4.41
2022,01055,Valdegovía/Gaubea,238.0447,4.61
2023,01055,Valdegovía/Gaubea,238.0447,4.48
2024,01055,Valdegovía/Gaubea,238.0447,4.5
1996,01056,Harana/Valle de Arana,39.0945,9.36
1998,01056,Harana/Valle de Arana,39.0945,9.16
1999,01056,Harana/Valle de Arana,39.0945,9.03
2000,01056,Harana/Valle de Arana,39.0945,8.9
2001,01056,Harana/Valle de Arana,39.0945,8.77
2002,01056,Harana/Valle de Arana,39.0945,8.62
