Mun_Code,Mun,pop_1996_1998 (k=2),pop_1998_2000 (k=2),pop_1999_2001 (k=2),pop_2000_2002 (k=2),pop_2001_2003 (k=2),pop_2002_2004 (k=2),pop_2003_2005 (k=2),pop_2004_2006 (k=2),pop_2005_2007 (k=2),pop_2006_2008 (k=2),pop_2007_2009 (k=2),pop_2008_2010 (k=2),pop_2009_2011 (k=2),pop_2010_2012 (k=2),pop_2011_2013 (k=2),pop_2012_2014 (k=2),pop_2013_2015 (k=2),pop_2014_2016 (k=2),pop_2015_2017 (k=2),pop_2016_2018 (k=2),pop_2017_2019 (k=2),pop_2018_2020 (k=2),pop_2019_2021 (k=2),pop_2020_2022 (k=2),pop_2021_2023 (k=2),pop_2022_2024 (k=2)
1001,Alegría-Dulantzi,2.025931928687196,11.278792692613186,11.81339352896915,14.061384725196287,14.8721399730821,20.087609511889863,19.976567076742825,14.069828035435123,12.548828125,12.699862951119231,13.665943600867678,10.012160518848805,6.984732824427481,5.711127487103906,2.3902961113093113,1.9518996165911469,0.4181184668989547,-2.358974358974359,1.0756419153365717,1.0854341736694677,-1.2701682114658428,1.662625562868029,1.7037552155771907,0.8517887563884157,1.7094017094017095,0.37162162162162166
1002,Amurrio,-0.05124000819840131,-0.3383574284835435,-0.5946888136983493,-1.2962962962962963,-1.444043321299639,-0.8547008547008548,0.3872318158032444,1.2615643397813288,2.9920767306088405,4.100913621262459,2.1257212268448225,0.22938067218510025,-0.743383883437407,0.6368159203980099,1.2482524465747953,1.235910618944038,1.2230002958871684,0.20509815411661297,0.2728247101237455,0.253411306042885,0.5733164901370129,-0.21388294769589733,-0.41545893719806765,0.16562743569758379,0.058212865043174536,0.4766073339169342
1003,Aramaio,1.486988847583643,3.7362637362637363,5.38965768390386,4.4491525423728815,2.902557014512785,0.5409060175794456,0.9402283411685695,0.20174848688634836,-0.665335994677312,-0.06711409395973154,0.4018754186202277,0.5372733378106112,-0.20013342228152103,1.068804275217101,-0.3342245989304813,-2.313284864507601,1.8108651911468814,1.6238159675236805,-1.4492753623188406,-1.2649800266311584,-1.9385026737967916,-2.7646662171274445,-0.7498295841854125,-0.7628294036061026,-3.2280219780219785,-3.494060097833683
1004,Artziniega,1.8561484918793503,1.5945330296127564,-0.523168908819133,0.07473841554559044,3.7565740045078884,8.364451082897686,8.544532947139754,12.405237767057201,13.542361574382921,8.15450643776824,6.815511163337249,3.061224489795918,1.3751375137513753,2.3652365236523654,-0.5968529571351058,-2.31058570660935,-0.16375545851528384,1.21012101210121,0.0,-0.48913043478260876,-0.4373974849644614,-1.6930638995084655,-0.6589785831960462,0.5555555555555556,1.271420674405749,2.541436464088398
1006,Armiñón,4.316546762589928,0.6896551724137931,3.2679738562091507,14.383561643835616,7.59493670886076,-2.9940119760479043,2.941176470588235,10.493827160493826,13.714285714285715,10.614525139664805,4.0201005025125625,13.636363636363635,10.628019323671497,2.666666666666667,3.4934497816593884,8.225108225108226,2.9535864978902953,-6.4,-2.0491803278688523,-6.41025641025641,-5.02092050209205,1.82648401826484,1.762114537444934,5.381165919282512,0.4329004329004329,5.106382978723404
1008,Arratzua-Ubarrundia,2.1476510067114094,-4.599211563731932,-1.7195767195767195,-0.27548209366391185,-3.4993270524899054,9.806629834254144,12.552301255230125,8.427672955974842,9.045848822800496,4.640371229698376,4.659090909090909,1.2195121951219512,3.257328990228013,7.667031763417305,3.1545741324921135,1.119023397761953,1.6309887869520898,-1.5090543259557343,-2.106318956870612,0.30643513789581206,0.4098360655737705,0.20366598778004072,3.7755102040816326,4.776422764227642,2.55653883972468,1.5518913676042678
1009,Asparrena,0.1946787800129786,2.2020725388601035,1.5374759769378605,1.0139416983523446,-0.5047318611987383,-0.8155583437892095,1.8389346861128724,0.1265022137887413,-1.7434620174346203,0.7580543272267846,4.182509505703422,5.329153605015674,2.4330900243309004,1.0714285714285714,-0.7719714964370546,-2.7090694935217905,-1.436265709156194,-1.331719128329298,-0.42501517911353975,0.7975460122699387,-1.5853658536585367,-1.2172854534388313,1.1771995043370507,0.8626001232285889,-1.4696876913655847,-1.588271227855834
1010,Ayala/Aiara,-0.348605577689243,3.1484257871064467,2.708025603151157,4.505813953488372,7.1907957813998085,11.96105702364395,13.685152057245082,8.695652173913043,3.6585365853658534,3.2380952380952377,4.857685009487666,4.317343173431734,4.234527687296417,3.2189600282985493,1.9097222222222223,0.37697052775873885,-0.272572402044293,0.5804028678729942,1.434916296549368,0.7128309572301426,0.1684068710003368,0.03370407819346141,-0.773369199731002,-1.5835579514824796,-1.1182649949169774,0.7189318726463539
1011,Baños de Ebro/Mañueta,-0.2985074626865672,-1.7964071856287425,0.3003003003003003,3.9634146341463414,3.293413173652695,-1.466275659824047,-0.2898550724637681,9.226190476190476,3.77906976744186,-2.7247956403269753,-6.722689075630252,-7.8431372549019605,-2.7027027027027026,-3.64741641337386,-0.30864197530864196,2.5236593059936907,-3.7151702786377707,-5.230769230769231,-1.607717041800643,-7.142857142857142,-4.901960784313726,2.797202797202797,-1.3745704467353952,0.6802721088435374,2.7874564459930316,-1.6891891891891893
1013,Barrundia,5.776173285198556,4.09556313993174,5.593220338983051,6.393442622950819,13.001605136436597,16.33281972265023,10.653409090909092,5.298013245033113,5.006418485237484,5.786163522012579,6.968215158924205,8.204518430439952,3.5428571428571427,-0.21978021978021978,1.9867549668874174,0.7709251101321586,-2.0562770562770565,-1.3114754098360655,-0.7734806629834254,-2.2148394241417497,-1.670378619153675,-0.22650056625141565,1.3590033975084939,3.745743473325766,0.22346368715083798,-3.8293216630196936
