Mun_Code,Mun,pop_1996_2021 (k=25),pop_1998_2023 (k=25),pop_1999_2024 (k=25)
2024,Casas-Ibáñez,12.3484286067805,12.888122227698373,12.057603124237247
2025,Caudete,14.968625213918996,14.942789169593294,15.040969805814344
2026,Cenizate,8.707607699358388,7.223264540337711,8.411214953271028
2027,Corral-Rubio,-36.38253638253639,-34.34782608695652,-37.21413721413722
2028,Cotillas,-42.97872340425532,-40.182648401826484,-41.66666666666667
2029,Chinchilla de Monte-Aragón,37.773549000951476,43.103448275862064,43.352959405020144
2030,Elche de la Sierra,-11.296758104738155,-9.307633781384732,-8.638211382113822
2031,Férez,-22.85012285012285,-21.601016518424395,-24.65753424657534
2032,Fuensanta,-30.174563591022448,-24.146981627296586,-23.872679045092838
2033,Fuente-Álamo,-0.08166598611678236,-0.6538618716796076,-2.6580749093838096
2034,Fuentealbilla,-0.32573289902280134,1.218836565096953,-0.22185246810870773
2035,"Gineta, La",22.611617858857418,26.440677966101696,27.66472868217054
2036,Golosalvo,-29.28571428571429,-22.689075630252102,-25.438596491228072
2037,Hellín,16.932477614234656,17.468627300023094,17.58061438656745
2038,"Herrera, La",-26.303317535545023,-22.278481012658226,-24.62686567164179
2039,Higueruela,-11.864406779661017,-12.642802741812641,-13.8763197586727
2040,Hoya-Gonzalo,-22.337662337662337,-18.133333333333333,-22.178477690288716
2041,Jorquera,-38.88888888888889,-41.05621805792163,-38.275862068965516
2042,Letur,-34.41558441558442,-33.02090843547224,-32.7007299270073
2043,Lezuza,-28.19120043454644,-28.43680709534368,-27.216954824316787
2044,Liétor,-36.12059158134244,-35.90504451038576,-36.575178997613364
2045,Madrigueras,3.1243075559494793,3.8196757717077507,2.689594356261023
2046,Mahora,-1.2168933428775948,10.199556541019955,7.247437774524158
2047,Masegoso,-41.66666666666667,-17.261904761904763,-30.120481927710845
2048,Minaya,-16.30925507900677,-19.607843137254903,-22.47065399664617
2049,Molinicos,-42.59002770083102,-41.01646385110952,-42.82592862345229
2050,Montalvos,-43.790849673202615,-38.62068965517241,-45.63758389261745
2051,Montealegre del Castillo,-5.341384115188109,-3.546099290780142,-4.9440298507462686
2052,Motilleja,11.829944547134936,29.607843137254903,30.724070450097845
2053,Munera,-17.634357005758158,-16.2202015237159,-16.461614173228348
2054,Navas de Jorquera,-0.7407407407407408,-2.803738317757009,-1.2962962962962963
2055,Nerpio,-37.9149377593361,-34.486607142857146,-35.57422969187675
2056,Ontur,-20.494127176994734,-21.210873146622735,-22.254216371863432
2057,Ossa de Montiel,-22.079276773296243,-20.82437275985663,-20.601934790397706
2058,Paterna del Madera,-48.154093097913325,-39.79416809605489,-39.247311827956985
2059,Peñascosa,-29.20353982300885,-21.291866028708135,-20.581113801452787
2060,Peñas de San Pedro,9.98439937597504,16.318327974276528,19.77124183006536
2061,Pétrola,-30.949948927477017,-27.831715210355988,-27.322404371584703
2062,Povedilla,-46.1744966442953,-45.49237170596394,-45.479833101529906
